GeneTag,PHI,log10.PHI,Std.Error,log10.Std.Error,0.025,0.975,log10.0.025,log10.0.975,,
C35C5.9,1.430925965,0.139340237,8.16E-05,2.39E-05,0.772678732,2.261056453,-0.112001042,0.354311349,,
gcp-2.2,0.440573931,-0.36838004,1.78E-05,2.34E-05,0.21924263,0.590763047,-0.659075419,-0.228586685,,
gcp-2.3,0.520973682,-0.29306367,1.91E-05,2.06E-05,0.276878884,0.678943914,-0.55771045,-0.168166117,,
selt-1.1,1.05055964,0.017447744,2.80E-05,1.19E-05,0.785633435,1.333456686,-0.104780047,0.124978911,,
selt-1.1,1.037442207,0.011959158,2.81E-05,1.19E-05,0.769500638,1.315902247,-0.113791022,0.119223625,,
mig-2,0.977211237,-0.015682567,3.08E-05,1.43E-05,0.676384483,1.274812689,-0.169806364,0.105446366,,
mig-2,1.248760819,0.087362021,5.03E-05,1.81E-05,0.776264698,1.766669293,-0.109990218,0.247155231,,
C35C5.10,1.17491889,0.066650949,2.70E-05,1.15E-05,0.932629567,1.433777328,-0.030290827,0.156481709,,
C35C5.10,1.245270967,0.092483155,2.76E-05,1.00E-05,0.998863938,1.522567977,-0.000493679,0.182576687,,
lev-8,0.618194699,-0.215931222,1.99E-05,1.70E-05,0.402705307,0.792967158,-0.39501305,-0.1007448,,
trpp-9,0.817037463,-0.091220208,1.56E-05,1.34E-05,0.684576592,0.935875194,-0.164577955,-0.028782064,,
frm-3,0.67467463,-0.177134141,1.81E-05,1.73E-05,0.489802718,0.810827136,-0.309979123,-0.091071734,,
frm-3,0.616789639,-0.216467306,1.78E-05,1.72E-05,0.407569861,0.752437708,-0.389797948,-0.123529449,,
frm-3,0.72590977,-0.14401792,1.91E-05,1.44E-05,0.529904355,0.885264517,-0.275802542,-0.052926943,,
abts-2,0.783615112,-0.108237728,1.57E-05,9.21E-06,0.625619177,0.928189678,-0.203690292,-0.032363268,,
F52D10.2,1.399674773,0.143316254,2.93E-05,1.04E-05,1.153604811,1.714713405,0.062057058,0.234191529,,
ftt-2,2.561073542,0.404861003,7.44E-05,1.05E-05,2.16956142,3.490900991,0.336371948,0.542937458,,
ftt-2,3.259142876,0.508399367,0.000116771,1.18E-05,2.771790218,4.515314623,0.442760358,0.654687686,,
ftt-2,3.190490723,0.498938918,0.000115094,1.21E-05,2.672078492,4.487476043,0.426849208,0.652002142,,
F52D10.4,0.654453397,-0.19131124,2.15E-05,1.70E-05,0.420693101,0.846005672,-0.376035833,-0.07262673,,
sto-3,0.570944607,-0.255740881,2.42E-05,2.29E-05,0.314104311,0.795694502,-0.502926209,-0.09925366,,
twk-44,0.52913177,-0.286890328,1.92E-05,2.19E-05,0.296619395,0.683034654,-0.527800458,-0.165557281,,
Y71H9A.10,0.762093365,-0.130128711,3.39E-05,2.15E-05,0.422891842,1.094990903,-0.373770816,0.039410482,,
sto-6,0.794088185,-0.106482558,2.52E-05,1.56E-05,0.523840488,1.025590739,-0.280801077,0.01097409,,
sto-4,0.780162454,-0.114637181,2.53E-05,1.66E-05,0.522880731,1.013070976,-0.281597378,0.005639862,,
T04F8.8,0.907018065,-0.052961413,4.11E-05,1.92E-05,0.54567163,1.291015329,-0.263068634,0.110931369,,
T04F8.8,0.949581623,-0.033585485,4.38E-05,1.98E-05,0.56767035,1.353251724,-0.24590379,0.131378512,,
cutl-11,0.488203555,-0.325508535,2.19E-05,2.46E-05,0.252393748,0.691395222,-0.597921665,-0.160273629,,
T04F8.2,0.671919703,-0.180933386,2.18E-05,1.93E-05,0.429867233,0.853178444,-0.366665668,-0.068960127,,
T04F8.3,0.972713292,-0.017657215,3.07E-05,1.42E-05,0.676440398,1.278176845,-0.169770464,0.106590935,,
sfxn-1.5,1.728678703,0.23523894,3.90E-05,9.07E-06,1.455622073,2.202716589,0.163048633,0.342958623,,
T04F8.6,0.643931627,-0.197728187,1.88E-05,1.71E-05,0.431267386,0.796087616,-0.365253408,-0.099039132,,
T04F8.9,0.661777616,-0.188965961,2.56E-05,1.96E-05,0.396440066,0.896241486,-0.401823932,-0.047574957,,
T04F8.7,0.776495576,-0.115861192,2.46E-05,1.49E-05,0.530558116,1.001646299,-0.275267039,0.00071439,,
T04F8.7,0.825721085,-0.09643247,3.82E-05,2.27E-05,0.451577493,1.194499543,-0.345268091,0.077185986,,
hnd-1,1.574728489,0.194223419,3.83E-05,1.00E-05,1.270110966,2.011766718,0.103841664,0.303577618,,
C44C10.7,1.17580092,0.067851447,2.48E-05,9.42E-06,0.947282854,1.425246954,-0.023520354,0.153890083,,
C44C10.10,0.930185616,-0.040922824,3.62E-05,1.92E-05,0.559675552,1.277951182,-0.252065027,0.106514264,,
C44C10.5,0.90887785,-0.045281649,2.33E-05,1.17E-05,0.679592551,1.131851005,-0.167751409,0.053789241,,
smcl-1,0.89420253,-0.050861057,1.79E-05,9.10E-06,0.717186487,1.060781763,-0.144367906,0.025626043,,
C44C10.12,1.088594675,0.031201426,3.44E-05,1.43E-05,0.759363683,1.425611424,-0.119550221,0.154001144,,
C44C10.6,0.85199219,-0.079066649,3.43E-05,1.87E-05,0.521420342,1.188016107,-0.282812244,0.074822326,,
C44C10.15,0.638972044,-0.207391888,2.93E-05,2.23E-05,0.348467769,0.92147405,-0.457837386,-0.035516919,,
C44C10.3,0.406121373,-0.406375021,1.84E-05,2.57E-05,0.186783655,0.573255794,-0.728661393,-0.241651573,,
cyp-29A1,0.647243083,-0.197151348,2.11E-05,1.94E-05,0.427065721,0.822484295,-0.369505335,-0.0848724,,
C44C10.11,0.674772561,-0.177500576,2.17E-05,1.62E-05,0.445759152,0.868187893,-0.350899766,-0.06138631,,
col-180,2.59218502,0.408727765,9.50E-05,1.21E-05,2.159165229,3.580295189,0.334285878,0.553917924,,
C44C10.9,1.319689989,0.117321774,3.18E-05,1.05E-05,1.026421996,1.655156522,0.01132595,0.218838815,,
C44C10.9,1.224265575,0.082871661,3.67E-05,1.33E-05,0.889141034,1.595084521,-0.051029378,0.202783663,,
C44C10.9,1.424340367,0.147839561,4.61E-05,1.43E-05,0.996299416,1.904629707,-0.001610126,0.279810552,,
C44C10.9,1.150810599,0.057059545,3.00E-05,1.20E-05,0.872321636,1.444635747,-0.059323358,0.159758285,,
C44C10.9,1.06035924,0.020273948,3.23E-05,1.36E-05,0.748266385,1.383945066,-0.125943882,0.141118852,,
D1053.4,0.703959644,-0.166330144,3.33E-05,2.32E-05,0.377299476,1.027557677,-0.423313939,0.011806206,,
gst-42,1.204412818,0.077253282,3.13E-05,1.10E-05,0.937094511,1.512425134,-0.028216621,0.179673884,,
D1053.2,1.243305564,0.09024284,3.47E-05,1.24E-05,0.921059966,1.596456379,-0.035712094,0.203157056,,
D1053.3,0.572764039,-0.253864139,2.47E-05,2.15E-05,0.311288773,0.802351558,-0.506836567,-0.09563535,,
nspa-9,1.650508165,0.20352298,9.00E-05,2.19E-05,0.952895924,2.541796108,-0.020954531,0.405140682,,
C40H5.7,0.613114893,-0.23201789,3.39E-05,2.82E-05,0.294742856,0.960842133,-0.530557083,-0.017347964,,
C40H5.2,0.863314927,-0.072257318,3.24E-05,1.77E-05,0.540833268,1.173960918,-0.266937041,0.069653625,,
C40H5.2,0.702520072,-0.167669535,3.39E-05,2.35E-05,0.37775569,1.046413301,-0.422789006,0.019703067,,
lact-7,0.872415841,-0.062792502,1.86E-05,1.27E-05,0.708297713,1.030245336,-0.14978419,0.012940653,,
ttx-3,0.67682898,-0.178629041,2.35E-05,2.03E-05,0.420858395,0.882405821,-0.375864038,-0.054331636,,
ttx-3,0.693978369,-0.165663794,2.28E-05,1.66E-05,0.457743374,0.898017539,-0.339377991,-0.046715186,,
hpo-41,0.691084445,-0.172969639,3.11E-05,2.19E-05,0.384303984,0.998585995,-0.415325242,-0.000614537,,
C40H5.8,1.218891382,0.082682773,2.92E-05,1.09E-05,0.96249468,1.520754943,-0.016601663,0.182059177,,
Y102F5A.1,0.67931217,-0.174244821,2.15E-05,1.56E-05,0.445589687,0.872846306,-0.351065392,-0.059062228,,
rsd-3,1.042760134,0.01591504,2.10E-05,8.99E-06,0.841305371,1.255013218,-0.075046345,0.09864827,,
C34E11.4,0.523892462,-0.297255695,2.72E-05,2.52E-05,0.263136679,0.799335294,-0.579818656,-0.097271011,,
C34E11.2,0.808838665,-0.095821477,1.85E-05,1.24E-05,0.624269702,0.96190485,-0.204627743,-0.016867886,,
C34E11.2,0.816674411,-0.091134213,1.80E-05,1.12E-05,0.635351817,0.973427471,-0.196985738,-0.011696402,,
C34E11.2,0.789239347,-0.107149392,1.94E-05,1.35E-05,0.604151808,0.951492049,-0.218853923,-0.021594836,,
tag-241,0.906582415,-0.043741778,1.20E-05,6.75E-06,0.792313102,1.009547169,-0.101103163,0.004126612,,
tag-241,0.905759394,-0.044245344,1.22E-05,7.20E-06,0.80346811,1.007817628,-0.095031359,0.003381948,,
tag-241,0.897191584,-0.048634987,1.29E-05,8.14E-06,0.785086833,1.001809245,-0.105082336,0.000785025,,
tag-241,0.787109256,-0.12100973,4.27E-05,2.51E-05,0.398648588,1.221722579,-0.399409781,0.0869726,,
tag-241,0.914185643,-0.040719219,1.36E-05,8.88E-06,0.806560757,1.021404531,-0.093362927,0.009197777,,
tag-241,0.905266523,-0.044688512,1.31E-05,7.85E-06,0.792337685,1.013807205,-0.101089708,0.005955372,,
tag-241,0.861533761,-0.069562182,2.28E-05,1.42E-05,0.640624447,1.058707226,-0.193396571,0.024775876,,
tag-241,0.806190372,-0.099424817,2.39E-05,1.54E-05,0.563917509,1.015411179,-0.248785001,0.00664194,,
taf-7.1,0.67286092,-0.182126388,2.62E-05,2.02E-05,0.396733164,0.911148277,-0.401501571,-0.040410942,,
F54F7.2,1.205485582,0.078767739,2.52E-05,9.17E-06,0.968901085,1.461203923,-0.013720563,0.164710801,,
F54F7.11,0.440602452,-0.371288508,2.24E-05,2.41E-05,0.225576059,0.65318558,-0.646707057,-0.184963429,,
F54F7.9,0.560427904,-0.264582217,2.50E-05,2.29E-05,0.295142845,0.795394669,-0.529967744,-0.099417329,,
F54F7.3,0.564994812,-0.262204647,2.64E-05,2.40E-05,0.297098878,0.818722434,-0.527099097,-0.086863368,,
F54F7.14,0.450817585,-0.363398671,2.40E-05,2.59E-05,0.224194595,0.691870673,-0.649375563,-0.159975091,,
xtr-1,0.72998476,-0.147408843,2.91E-05,2.13E-05,0.440235317,1.010196637,-0.356315392,0.004405917,,
F54F7.8,0.531097412,-0.289286047,2.56E-05,2.36E-05,0.27299433,0.780900505,-0.563846393,-0.10740452,,
mes-1,1.012116671,0.003998687,1.46E-05,6.76E-06,0.879036228,1.152193262,-0.055993236,0.061525329,,
F54F7.10,0.731130183,-0.14718245,3.15E-05,2.05E-05,0.425034859,1.033172369,-0.371575483,0.014172758,,
F54F7.6,0.890782416,-0.054896679,2.44E-05,1.34E-05,0.654149846,1.118383177,-0.184322772,0.048590626,,
dot-1.2,1.647216558,0.214406297,3.40E-05,9.21E-06,1.389268103,2.053702555,0.142786064,0.312537543,,
Y62H9A.1,0.467934966,-0.342475355,2.04E-05,2.26E-05,0.244024888,0.653912101,-0.612565878,-0.184480673,,
Y62H9A.2,0.556005538,-0.26870355,2.58E-05,2.33E-05,0.2870698,0.799471725,-0.54201263,-0.097197006,,
Y62H9A.3,0.865657985,-0.068971232,2.88E-05,1.51E-05,0.595477843,1.159603228,-0.225134408,0.064309406,,
Y62H9A.4,0.945240438,-0.029792529,2.91E-05,1.38E-05,0.660000894,1.230787278,-0.180455551,0.090182996,,
Y62H9A.5,1.355919242,0.127871618,3.97E-05,1.22E-05,1.023387119,1.752571469,0.010039946,0.243675733,,
ule-5,1.300542235,0.109783813,3.84E-05,1.21E-05,0.97654101,1.679989858,-0.010309713,0.225306659,,
Y62H9A.7,0.982154667,-0.012558447,2.90E-05,1.29E-05,0.713775788,1.279147218,-0.146438189,0.106920531,,
Y62H9A.8,0.772159517,-0.122793876,3.13E-05,2.04E-05,0.463310177,1.068653926,-0.33412818,0.028837082,,
Y62H9A.9,0.769651234,-0.119665407,2.25E-05,1.60E-05,0.540986364,0.972458301,-0.266814309,-0.012129022,,
Y62H9A.10,0.728339732,-0.143770024,2.28E-05,1.53E-05,0.491824969,0.932558302,-0.308189427,-0.030324007,,
Y62H9A.11,0.832898557,-0.087556973,2.84E-05,1.88E-05,0.555053642,1.099372542,-0.255665084,0.041144883,,
Y62H9A.15,0.570523202,-0.258862853,2.89E-05,2.38E-05,0.302048195,0.856775053,-0.519923843,-0.06713333,,
Y62H9A.15,0.70119971,-0.168502405,3.42E-05,2.33E-05,0.376034326,1.044397696,-0.424772593,0.018865835,,
Y62H9A.12,1.529511213,0.181977302,3.29E-05,9.62E-06,1.253334013,1.903736981,0.098066551,0.279606943,,
Y62H9A.13,0.649824023,-0.195614383,2.36E-05,1.81E-05,0.40336277,0.871031551,-0.394304221,-0.059966114,,
Y62H9A.14,0.76434952,-0.122919567,2.42E-05,1.54E-05,0.530004046,0.988973828,-0.27572102,-0.004815215,,
F55G7.1,0.864398241,-0.067824423,2.37E-05,1.30E-05,0.625377026,1.088872223,-0.203858112,0.036976909,,
F55G7.4,0.468088478,-0.347034246,2.34E-05,2.73E-05,0.225669629,0.69429506,-0.646528288,-0.158455938,,
dot-1.4,0.593950808,-0.234621599,2.15E-05,1.80E-05,0.352773586,0.786401638,-0.452504116,-0.104355603,,
F55G7.5,1.13765204,0.050868023,3.49E-05,1.34E-05,0.81614097,1.489035197,-0.088234858,0.172904962,,
F55G7.3,0.701280951,-0.163486764,2.74E-05,1.89E-05,0.425425129,0.964288524,-0.371177055,-0.015793002,,
nfya-1,0.784557104,-0.110812277,2.23E-05,1.48E-05,0.557525025,0.979729135,-0.253736385,-0.00889398,,
lsd-1,0.846908391,-0.074545711,1.66E-05,9.54E-06,0.681450023,0.990537051,-0.166566056,-0.004129291,,
T08D10.4,0.69212079,-0.169638738,2.53E-05,2.10E-05,0.420842618,0.916814113,-0.375880367,-0.037718796,,
T08D10.3,0.617999971,-0.221695334,2.77E-05,2.21E-05,0.326739457,0.882257021,-0.485798631,-0.054404927,,
T08D10.5,0.765838265,-0.123856083,2.78E-05,1.74E-05,0.483243156,1.033593742,-0.315837399,0.014349831,,
C49F5.8,0.637189865,-0.211823463,3.09E-05,2.63E-05,0.337155363,0.941461633,-0.472170719,-0.026197374,,
C49F5.12,1.000983119,-0.048584141,9.83E-05,4.24E-05,0.342101168,2.260322773,-0.465845623,0.354170255,,
C49F5.13,0.602790475,-0.246924266,4.49E-05,3.14E-05,0.270452742,1.047539976,-0.567908876,0.020170601,,
C49F5.9,0.711563647,-0.169550642,3.99E-05,3.11E-05,0.338704091,1.115710571,-0.470181038,0.047551546,,
sams-1,2.514846087,0.396302164,8.71E-05,1.10E-05,2.175892027,3.407121386,0.337637341,0.532387605,,
set-6,0.52983743,-0.287635624,1.98E-05,2.39E-05,0.295551671,0.68900424,-0.529372188,-0.161778108,,
nhr-167,0.559344947,-0.263552636,2.24E-05,2.18E-05,0.312976424,0.756319696,-0.504488892,-0.12129459,,
C49F5.3,1.422099471,0.150598884,2.97E-05,8.99E-06,1.166126939,1.751260981,0.066745828,0.243350826,,
C49F5.5,1.19732964,0.073564306,3.50E-05,1.28E-05,0.877880301,1.56318066,-0.056564698,0.194009127,,
C49F5.6,1.18033731,0.070621409,1.91E-05,6.95E-06,1.028618824,1.375111955,0.012254468,0.138338049,,
C49F5.7,0.881919503,-0.068609066,4.21E-05,2.33E-05,0.473857554,1.303158969,-0.324352201,0.114997338,,
sma-5,0.965524018,-0.017404607,1.92E-05,8.71E-06,0.781116632,1.158268501,-0.107284219,0.063809245,,
sma-5,0.992931664,-0.005203392,1.96E-05,8.62E-06,0.808368583,1.183407997,-0.092390575,0.073134499,,
sma-5,1.033702254,0.0123844,1.97E-05,8.42E-06,0.846099223,1.230269026,-0.072578704,0.090000087,,
sma-5,1.034609675,0.012613156,2.05E-05,8.72E-06,0.837447524,1.241717386,-0.077042443,0.094022737,,
nmat-1,0.895950079,-0.053234208,2.78E-05,1.41E-05,0.614041488,1.173308266,-0.211802338,0.06941213,,
ucr-2.1,1.97755444,0.293434829,4.97E-05,9.19E-06,1.716976045,2.575378656,0.234764233,0.410841092,,
ucr-2.1,2.053010464,0.309614033,5.24E-05,9.32E-06,1.774641395,2.670113599,0.249110607,0.426529721,,
B0198.2,0.429441065,-0.383225977,2.14E-05,2.54E-05,0.206835866,0.636637021,-0.684374683,-0.196108111,,
B0198.2,0.425100774,-0.388605952,2.17E-05,2.61E-05,0.197532068,0.62868295,-0.704363032,-0.201568322,,
tsp-20,0.683320343,-0.174157158,2.49E-05,1.88E-05,0.418083186,0.914065104,-0.378737641,-0.039022893,,
B0198.3,1.102153063,0.040825095,1.61E-05,7.65E-06,0.96486274,1.25834248,-0.015534465,0.099798858,,
lgc-23,0.466140002,-0.344660193,2.04E-05,2.34E-05,0.236189216,0.648512408,-0.626740912,-0.188081713,,
lgc-24,0.762751222,-0.12227682,2.14E-05,1.31E-05,0.540644314,0.964026689,-0.267088366,-0.015910955,,
C15A7.2,0.756315112,-0.126404166,2.06E-05,1.47E-05,0.552942137,0.935857981,-0.257320317,-0.028790062,,
W03G11.4,1.358618617,0.131117925,2.49E-05,8.68E-06,1.153910599,1.633371742,0.062172162,0.213085037,,
W03G11.3,0.697646379,-0.162045673,2.12E-05,1.47E-05,0.471434265,0.887153397,-0.326578855,-0.052001283,,
col-181,1.975013137,0.291880816,5.92E-05,1.07E-05,1.65029706,2.612914638,0.217562122,0.417125221,,
col-181,2.275985956,0.352310687,8.24E-05,1.20E-05,1.876604454,3.083156896,0.273372728,0.488995539,,
W03G11.2,0.495182037,-0.318801612,2.20E-05,2.36E-05,0.250856692,0.692953541,-0.600574903,-0.159295891,,
lgc-13,0.570975959,-0.253307194,2.16E-05,2.02E-05,0.328255118,0.758313919,-0.483788495,-0.120150985,,
lgc-14,0.672262371,-0.181862041,2.28E-05,2.14E-05,0.442401627,0.872251254,-0.354183479,-0.059358416,,
lgc-15,0.677485526,-0.176525682,2.26E-05,1.72E-05,0.438837,0.873543621,-0.357698103,-0.058715413,,
T01H10.4,0.992896974,-0.052102704,9.60E-05,4.29E-05,0.339792718,2.20918957,-0.468786642,0.344232929,,
lgc-16,0.672909737,-0.180776477,2.27E-05,1.98E-05,0.435312162,0.867160888,-0.36119922,-0.061900321,,
lgc-17,0.669724166,-0.181727007,2.25E-05,1.76E-05,0.429127495,0.866661254,-0.367414214,-0.062150622,,
T01H10.11,0.791394234,-0.11498452,3.69E-05,2.27E-05,0.438150327,1.162305914,-0.358376996,0.065320438,,
lgc-18,0.471635342,-0.339748025,2.08E-05,2.35E-05,0.244560165,0.662322926,-0.611614652,-0.178930357,,
lyst-1,0.554730296,-0.264527082,1.55E-05,2.24E-05,0.362827694,0.648730477,-0.440299574,-0.187935701,,
M153.3,1.203150034,0.076205485,3.30E-05,1.20E-05,0.885841687,1.546098641,-0.052643888,0.189237155,,
M153.5,0.618233442,-0.222071096,2.70E-05,2.37E-05,0.329663329,0.874263469,-0.48193266,-0.058357669,,
M153.1,1.064454079,0.024120037,2.50E-05,1.03E-05,0.832967507,1.320702577,-0.07937194,0.120805025,,
M153.4,0.825995505,-0.093470879,3.46E-05,1.97E-05,0.482233783,1.167479597,-0.316742481,0.067249214,,
M153.2,0.883672535,-0.056540038,1.96E-05,1.01E-05,0.685198748,1.0726806,-0.164183509,0.030470424,,
F57G12.2,0.604899406,-0.229319558,2.43E-05,2.12E-05,0.344721958,0.826475584,-0.462531197,-0.082769974,,
F57G12.2,0.664513886,-0.188792601,2.79E-05,2.11E-05,0.37843546,0.931154076,-0.422008176,-0.030978536,,
F57G12.1,1.663261175,0.218474537,3.66E-05,9.20E-06,1.375730905,2.103251362,0.138533443,0.322891179,,
cab-1,1.797057271,0.252217293,3.70E-05,9.36E-06,1.549494931,2.271252191,0.190190157,0.356264981,,
C23H4.8,0.564947188,-0.261849225,2.63E-05,2.34E-05,0.296339703,0.822072046,-0.528210302,-0.085090208,,
C23H4.2,0.448645741,-0.360451251,1.88E-05,2.28E-05,0.23612594,0.61292533,-0.626856319,-0.212592431,,
C23H4.7,0.548339009,-0.271537095,1.98E-05,2.23E-05,0.316275822,0.710639748,-0.499934056,-0.148350506,,
C23H4.3,0.415180862,-0.395192951,1.80E-05,2.39E-05,0.201050596,0.570204504,-0.696695103,-0.243969357,,
C23H4.4,0.385614276,-0.429079831,1.77E-05,2.55E-05,0.166290886,0.537690196,-0.779132016,-0.269467892,,
C23H4.4,0.494983643,-0.318266034,2.25E-05,2.22E-05,0.257289013,0.709833177,-0.589578781,-0.148843731,,
C23H4.6,0.673843384,-0.175211504,1.57E-05,1.24E-05,0.500263436,0.798317322,-0.300801281,-0.097824451,,
C23H4.6,0.681334376,-0.169935375,1.54E-05,1.13E-05,0.510442323,0.807384459,-0.292053515,-0.092919622,,
E01G6.3,0.746886253,-0.132200837,2.02E-05,1.55E-05,0.552107185,0.919136916,-0.257976777,-0.036619791,,
E01G6.2,1.032853603,0.007949911,3.16E-05,1.57E-05,0.73718222,1.331002964,-0.13242525,0.124179013,,
E01G6.1,1.2057935,0.080114327,1.86E-05,6.22E-06,1.076850837,1.399046659,0.032155548,0.145832199,,
otpl-8,0.681077957,-0.17433475,2.02E-05,1.90E-05,0.469699488,0.839782972,-0.32817994,-0.075832943,,
H19J13.2,0.694629431,-0.171394318,3.06E-05,2.35E-05,0.393933858,0.988104005,-0.404576722,-0.005197342,,
C04B4.6,0.795449674,-0.112676844,3.27E-05,2.59E-05,0.471145573,1.11032958,-0.326845162,0.045451847,,
C04B4.1,0.700297475,-0.161018267,2.08E-05,1.65E-05,0.484187755,0.877604191,-0.31498622,-0.056701313,,
C04B4.2,1.492909789,0.171875164,2.96E-05,8.86E-06,1.276409198,1.842908498,0.105989924,0.265503758,,
lips-2,0.527294517,-0.289542884,2.22E-05,2.15E-05,0.285596835,0.726249935,-0.544246704,-0.138913893,,
C04B4.5,0.490250587,-0.323656082,2.34E-05,2.32E-05,0.255968767,0.712235063,-0.591813027,-0.147376663,,
C04B4.4,0.790311694,-0.106012352,1.99E-05,1.19E-05,0.589872244,0.970040848,-0.229242105,-0.013209978,,
W06D11.1,1.253629565,0.095125735,2.96E-05,1.04E-05,0.981192076,1.559400724,-0.008245968,0.192957712,,
W06D11.2,0.961330175,-0.026677143,3.74E-05,1.95E-05,0.599907567,1.324922561,-0.221915666,0.122190486,,
W06D11.3,1.614357948,0.203997925,4.58E-05,1.16E-05,1.247968797,2.130709438,0.09620372,0.328524132,,
W06D11.5,0.677604258,-0.181665257,3.16E-05,2.17E-05,0.383049316,0.971459368,-0.416745459,-0.012575409,,
dot-1.3,1.648386955,0.214826316,3.37E-05,8.87E-06,1.387092335,2.064383507,0.142105371,0.314790381,,
phf-32,0.740896106,-0.138451725,2.74E-05,1.75E-05,0.463242926,1.002595025,-0.334191204,0.001125542,,
F17A2.16,0.633849561,-0.208215058,2.42E-05,2.10E-05,0.380928659,0.8518741,-0.41915636,-0.069624587,,
F17A2.4,1.141643524,0.05149873,3.62E-05,1.51E-05,0.809665155,1.502581739,-0.091694552,0.176838106,,
xtr-2,0.784804702,-0.110355616,2.18E-05,1.44E-05,0.572564555,0.977429885,-0.242175552,-0.00991452,,
xtr-2,0.810915411,-0.095689029,2.24E-05,1.33E-05,0.584229143,1.015822205,-0.233416783,0.006817693,,
ceh-40,1.075387359,0.028725941,2.43E-05,1.00E-05,0.841466199,1.313975714,-0.074963331,0.118587335,,
F17A2.13,1.194051147,0.072675571,2.79E-05,1.45E-05,0.956737333,1.445587153,-0.019207297,0.160044277,,
srd-40,0.397423774,-0.416778624,1.94E-05,2.55E-05,0.185315262,0.574601973,-0.732088835,-0.24063291,,
srd-41,0.456179976,-0.357429624,2.15E-05,2.72E-05,0.216972352,0.648602618,-0.66359655,-0.18802132,,
srd-45,0.44540146,-0.365152061,2.02E-05,2.39E-05,0.229145617,0.63403181,-0.639888723,-0.197888974,,
srd-46,0.447491646,-0.364090025,2.07E-05,2.49E-05,0.209719174,0.635630616,-0.678374724,-0.196795198,,
srd-47,0.559608638,-0.263260037,2.21E-05,2.19E-05,0.324233276,0.753294974,-0.489142453,-0.123034935,,
srd-48,0.450264513,-0.361208737,2.06E-05,2.50E-05,0.229437543,0.640912541,-0.639335524,-0.19320123,,
srd-44,0.420060247,-0.391213596,1.97E-05,2.40E-05,0.205626049,0.605925319,-0.68692187,-0.217580908,,
zig-2,1.143694043,0.054733545,2.91E-05,1.13E-05,0.873267247,1.434266478,-0.058852828,0.156629834,,
nspc-8,1.428819537,0.149435014,4.65E-05,1.39E-05,1.028010565,1.925341025,0.011997447,0.284507619,,
nspc-9,1.578937411,0.192048088,5.85E-05,1.45E-05,1.140644049,2.127625509,0.057150125,0.32789516,,
nspc-10,1.5154562,0.173974201,5.83E-05,1.46E-05,1.096130961,2.035262638,0.039862445,0.308620451,,
F42F12.11,1.340679049,0.123766311,3.44E-05,1.11E-05,1.032561943,1.702290631,0.01391611,0.231033698,,
F42F12.14,0.688352823,-0.182500824,4.13E-05,2.74E-05,0.329591488,1.107296175,-0.482024096,0.044263798,,
F42F12.3,1.286122561,0.106360853,2.94E-05,1.02E-05,1.026797828,1.594985125,0.011484941,0.202756314,,
F42F12.4,1.181312203,0.067972869,3.36E-05,1.24E-05,0.870580177,1.525380811,-0.060191693,0.183378277,,
nspc-11,1.044089794,0.006373446,4.98E-05,2.11E-05,0.598730131,1.540203679,-0.222769109,0.187578131,,
nspc-12,1.678305626,0.218895391,6.17E-05,1.39E-05,1.225613512,2.282264823,0.088353464,0.358366024,,
nspc-13,1.622929931,0.204118758,6.10E-05,1.42E-05,1.201632781,2.221541216,0.079771765,0.346654354,,
nspc-14,1.561451912,0.187436774,5.60E-05,1.43E-05,1.123997756,2.111626053,0.050765442,0.324617006,,
nspc-15,1.679810882,0.218983844,6.40E-05,1.42E-05,1.235232869,2.29315322,0.091748837,0.360432994,,
F19H6.6,0.646704018,-0.202529386,2.93E-05,2.30E-05,0.361982917,0.931862974,-0.44131201,-0.030647948,,
F19H6.5,0.688283682,-0.172814235,2.81E-05,2.03E-05,0.394226472,0.951104296,-0.404254405,-0.021771889,,
F19H6.4,1.625970721,0.208560541,3.62E-05,9.34E-06,1.327540818,2.04755368,0.123047877,0.31123528,,
F19H6.3,0.58616215,-0.239138722,1.79E-05,1.79E-05,0.372639124,0.729526666,-0.428713232,-0.136958829,,
glb-13,1.046343446,0.015949605,2.64E-05,1.17E-05,0.793612754,1.299734229,-0.100391363,0.113854554,,
nekl-3,0.719115794,-0.151185945,2.46E-05,1.82E-05,0.470479358,0.9396787,-0.327459628,-0.027020621,,
F17E5.2,0.814497292,-0.094377935,2.12E-05,1.57E-05,0.608766328,0.990792606,-0.215549377,-0.004017243,,
lin-2,0.702887297,-0.159515604,1.86E-05,1.81E-05,0.511954765,0.843294964,-0.290768593,-0.074020583,,
lin-2,0.755284727,-0.128018126,2.06E-05,1.73E-05,0.549311005,0.926687352,-0.260181741,-0.033066766,,
T24D3.2,0.770884037,-0.128921315,3.99E-05,2.44E-05,0.386819567,1.175267392,-0.412494344,0.070136552,,
med-1,0.566371858,-0.2616629,2.82E-05,2.36E-05,0.295058962,0.838097308,-0.530091425,-0.076705556,,
T18D3.7,0.97995311,-0.012911661,2.60E-05,1.23E-05,0.730423778,1.235944729,-0.136425192,0.091999041,,
T18D3.7,0.992857933,-0.007319412,2.68E-05,1.24E-05,0.73372774,1.250971553,-0.134465103,0.097247434,,
T18D3.7,0.848758101,-0.082045771,3.53E-05,2.05E-05,0.498841897,1.189338923,-0.302037125,0.075305541,,
