gene,phi,logPhi,sd,logSd,0.025,0.975,log10.0.025,log10.0.975
ZK892.8,0.993388652801514,-0.048594206571579,4.72099259751234e-5,2.04889155926976e-5,0.351016681392988,2.12944303353627,-0.454672553269858,0.32826602378139
sri-8,0.994436144828796,-0.0472779311239719,4.71662880418406e-5,1.9880104217743e-5,0.361349989225467,2.19018610119819,-0.442072002022933,0.340480908987999
C06A1.4,1.01104080677032,-0.0407690815627575,5.03369037607071e-5,1.99492192071362e-5,0.378790757308404,2.19109070102374,-0.421601476536441,0.340660274335199
R03D7.3,0.997720777988434,-0.0454879440367222,4.77866234287109e-5,1.97356826170807e-5,0.366734538972378,2.16526374816894,-0.435648249007807,0.335510802723891
F43G6.3,0.999014914035797,-0.0473831705749035,5.15423648707786e-5,2.03651260017489e-5,0.36022038385272,2.18671188553174,-0.443431731170793,0.339791498865082
Y43F11A.6,0.992393255233765,-0.0489516966044903,4.65859449489907e-5,2.05550249783205e-5,0.359103625764449,2.15393678744634,-0.444781507614121,0.333232361815376
Y57A10A.6,0.998105466365814,-0.0469511225819588,4.76042917640873e-5,2.05240330807539e-5,0.359015263617039,2.1762605090936,-0.44488711149926,0.337710880848951
F57G9.6,0.999127268791199,-0.0444100014865398,4.65984067783677e-5,1.98900773092113e-5,0.362380609661341,2.1339043756326,-0.44083558066932,0.329174894889236
Y57A10C.12,1.00436520576477,-0.0416163094341755,4.71481249908735e-5,1.95823011777313e-5,0.372319427629312,2.15476641654968,-0.429084303430627,0.333400055704848
chil-28,0.993373513221741,-0.0495336689054966,4.7316117547741e-5,2.08051515743053e-5,0.352302689353625,2.15891605019569,-0.453084064803002,0.334235541430296
chil-28,1.00676131248474,-0.0415554121136665,4.86616256111071e-5,1.9719114880578898e-05,0.374021190653245,2.19618137876193,-0.427103801850717,0.341668203876074
srh-66,0.994828045368195,-0.04868184030056,4.74963146587022e-5,2.05661778740733e-5,0.355966915686925,2.18827753861745,-0.448590364590872,0.340102370050394
str-223,0.992800891399384,-0.0486846268177032,4.69296327745891e-5,2.03741678056263e-5,0.358421333879232,2.16355350613594,-0.445606392730882,0.335167584185216
Y46G5A.43,1.00538015365601,-0.0430586561560631,4.85247487628178e-5,2.01065229647567e-5,0.359491642564535,2.20669040679932,-0.444311201650107,0.343741406238191
Y46G5A.6,0.996054768562317,-0.0460600890219212,4.70960254005584e-5,1.98112915434658e-5,0.364019803702831,2.15362985928853,-0.438874995943154,0.333171062386928
Y46G5A.42,1.0063773393631,-0.0416460484266281,4.93845991267995e-5,1.95588317667667e-5,0.377460264662902,2.17629733681678,-0.423128845973997,0.337717580653786
snf-4,0.993154883384705,-0.0508716478943825,4.7502392846621e-5,2.16022077812404e-5,0.362959177792072,2.14351517160733,-0.440142221825686,0.331126385216992
F58G1.9,1.00008594989777,-0.0465305484831333,4.7977507534264e-5,2.05961694569653e-5,0.353274230659008,2.20281425118446,-0.451888144693174,0.342977847463457
F18A11.7,1.00494968891144,-0.0444695502519608,4.81075988620075e-5,2.08485739314594e-5,0.354502806315819,2.1649112145106,-0.450380339018224,0.335439566961381
F32A11.5,1.00135278701782,-0.0448201410472393,4.86802203278269e-5,1.99707852014473e-5,0.363900983085235,2.19031011660894,-0.439016831868925,0.340505601492492
fbxa-168,0.991498708724976,-0.0473225936293602,4.62822116337205e-5,1.96754719306786e-5,0.369592928141356,2.11991130709648,-0.432276360465472,0.326317675943235
C01B9.3,0.996978998184204,-0.0468302108347416,4.75166966556725e-5,2.03042160161441e-5,0.364841671536366,2.15722389221191,-0.437895592779216,0.333895221316622
C01B9.5,0.997676491737366,-0.0470089502632618,4.86646846523864e-5,2.04690476024629e-5,0.363565734773874,2.13709677656492,-0.439417056252389,0.329824159693695
srh-43,0.99101310968399,-0.0497168526053429,4.66167999962373e-5,2.07983973753414e-5,0.351835438112418,2.13041705687841,-0.453660980265498,0.32846462553625
C01G12.12,0.998428523540497,-0.0472762696444988,4.81838166626412e-5,2.09829377941232e-5,0.359451713909705,2.14077819188436,-0.444359647874412,0.330571488121506
wee-1.2,0.990341305732727,-0.0499719195067883,4.70668506536431e-5,2.04355191793239e-5,0.357828625788291,2.15651616454124,-0.446325005652639,0.333752717446517
C09F9.7,1.00450229644775,-0.0433906503021717,4.8569186463418e-5,1.9963857881301e-5,0.361177679648002,2.22699324091276,-0.44227929475588,0.347718898266351
C09F9.7,0.994997441768646,-0.045767467468977,4.65561753016229e-5,1.96919108551093e-5,0.358686948815982,2.14267634948094,-0.44528472415496,0.330955988287424
Y53F4B.6,1.00028300285339,-0.0436734296381474,4.71001953620058e-5,1.97239911886915e-5,0.374050565312306,2.15205426017443,-0.427069691208662,0.332853149393229
Y53F4B.8,1.00019156932831,-0.0432371124625206,4.64982901510054e-5,1.95895754642695e-5,0.373822511732578,2.15351987083753,-0.427334551167213,0.333148882909123
Y53F4B.46,0.993453621864319,-0.048258800059557,4.68666816324212e-5,2.03610399623761e-5,0.350421646485726,2.11275044083595,-0.455409086674573,0.324848163870452
Y53F4B.38,0.993886530399323,-0.0479117855429649,4.71104383585849e-5,2.02634374765834e-5,0.370206406464179,2.12079760233561,-0.431556080660478,0.326499220365735
Y53F4B.63,0.997821688652039,-0.0470187701284885,4.78995724607194e-5,2.0312545849675e-5,0.365005830675364,2.19772974848747,-0.437700352087773,0.341974277639892
2RSSE.3,1.00684726238251,-0.0422387756407261,4.73149050601441e-5,2.02297017875934e-5,0.367726863423983,2.18498227794965,-0.434474660573461,0.339447846753882
fbxa-58,0.999593138694763,-0.0448577292263508,4.74038176745542e-5,2.00466558410249e-5,0.368426419297854,2.204372215271,-0.433649672675217,0.343284877278299
K10F12.1,0.992021799087524,-0.050143014639616,4.7113392533643e-5,2.10152294873313e-5,0.360446919500828,2.14837826093038,-0.44315868379978,0.332110645976417
R06B10.1,1.00025188922882,-0.0463166683912277,4.79192403088352e-5,2.06902094806914e-5,0.358289415886005,2.17021386226018,-0.445766065380496,0.336502531045281
fbxa-49,0.996720314025879,-0.0463302582502365,4.85022788495583e-5,1.97704233595009e-5,0.370674408723911,2.15459655324618,-0.431007407401127,0.333365960289624
Y22D7AR.12,0.998779475688934,-0.045239731669426,4.76453956374845e-5,2.01720083351959e-5,0.368446311851343,2.15799694259961,-0.433625786541821,0.334050653189604
trpl-1,0.99609363079071,-0.0503222458064556,4.73133461018625e-5,2.21833574766436e-5,0.35350733846426,2.14609807133675,-0.45160158245845,0.331649557319141
C36A4.14,1.00063169002533,-0.0442337170243263,4.67477183014667e-5,2.00043448556715e-5,0.365687283625205,2.16497927506765,-0.436890221362972,0.335453738998386
C36A4.12,0.987319946289062,-0.0524212419986725,4.73055505398207e-5,2.08592394849397e-5,0.357974877705177,2.11177983283996,-0.446147529659288,0.324648568044952
T02C12.4,0.998332440853119,-0.0448804795742035,4.74892425904207e-5,1.96665625651953e-5,0.368979776153962,2.21148526469866,-0.432997438626234,0.344684047374388
E03A3.10,0.986997783184052,-0.0487250313162804,4.60711908901986e-5,1.95478931088675e-5,0.366406135261059,2.10793953339259,-0.436037275390626,0.323858138433596
B0284.5,0.993336319923401,-0.0485469102859497,4.76744742020936e-5,2.03166058865541e-5,0.362010216464599,2.14319843649864,-0.441279219436094,0.331062210107876
clec-152,0.987877070903778,-0.0522969290614128,4.69518778122782e-5,2.083400973573e-5,0.339131627728542,2.13319971561432,-0.469631797126379,0.329031461011771
clec-154,1.00134658813477,-0.044207226485014,4.7415613581199e-5,1.99601973528915e-5,0.366254764298598,2.18472517530123,-0.436216717235239,0.339396813105057
clec-155,0.992262780666351,-0.0481695756316185,4.70192691839726e-5,2.003173177232e-5,0.359930231173833,2.16726510326068,-0.443781680608555,0.335912021185063
F17C8.8,0.997502744197845,-0.0472378917038441,4.76005181417594e-5,2.04963561256268e-5,0.355657093475262,2.1621811568737,-0.448968572514149,0.334891729320016
F40H6.6,0.99634325504303,-0.0466961488127708,4.76356446167362e-5,1.99300926687701e-5,0.36164374401172,2.18353428443273,-0.441719053400439,0.339159361693913
C09E7.6,0.993684470653534,-0.0465497896075249,4.61441104372103e-5,1.98557523038866e-5,0.366006914526224,2.14180428187052,-0.436510929669018,0.330779782468188
F27B3.7,0.993324220180511,-0.0495028980076313,4.70054179122634e-5,2.10059564181205e-5,0.363114195565383,2.16179855267207,-0.439956777921567,0.334815221745388
srb-9,0.99502956867218,-0.0451911725103855,4.61123800613775e-5,1.95224952149797e-5,0.373263139029344,2.12582399447759,-0.427984895997351,0.327527111914315
Y80D4G.1,0.991306364536285,-0.0480685867369175,4.67652912580445e-5,1.98459187020914e-5,0.358594556897879,2.1630321641763,-0.445396376433473,0.335062971553678
ZK783.3,1.00210380554199,-0.0449811629951,4.83127680002456e-5,2.02653006393134e-5,0.379176174104214,2.19366312623024,-0.421158969036842,0.341169932164983
C18H2.2,1.00710034370422,-0.0423795767128468,5.0372680899386e-5,1.98776118028898e-5,0.367005987217029,2.16275933186213,-0.435326850984682,0.335008194139808
C18H2.3,1.00313520431519,-0.0439689680933952,4.76984134575167e-5,2.01260908109613e-5,0.362172788629929,2.1848213771979,-0.441084261602967,0.339415931527058
C18H2.4,0.999549627304077,-0.0492927320301533,4.81488997700127e-5,2.18343817441566e-5,0.351982843130827,2.1854156255722,-0.453478614510511,0.339534009095922
ZK1236.8,0.999227464199066,-0.045079629868269,4.73312914857339e-5,1.99550819393235e-5,0.363783792157968,2.15387514630953,-0.439157290119387,0.333220470883378
kin-31,0.991943657398224,-0.0479279384016991,4.71666118671494e-5,1.98680280866866e-5,0.363449334601561,2.16526190241178,-0.43955622731156,0.335510365485792
F59B2.11,1.00603425502777,-0.0407211259007454,4.77245903912767e-5,1.94942524490841e-5,0.364822123944759,2.17266980409622,-0.43791884301442,0.336993595425451
F54G8.6,0.993107795715332,-0.0478446036577225,4.69752416077674e-5,2.00843125765103e-5,0.362414391835531,2.14238824248314,-0.440794639556993,0.330898066116288
T26G10.7,1.00113260746002,-0.0433666482567787,4.67907434436397e-5,1.97233811258681e-5,0.371778763085604,2.14543496966362,-0.429715421868125,0.331515354194396
lrg-1,1.00762343406677,-0.0412774123251438,4.81820183022083e-5,1.98144606829498e-5,0.369437328229348,2.22224919398626,-0.432459296778648,0.346792750073674
F58A4.12,0.995586156845093,-0.0477413535118103,4.73602246743468e-5,2.03848339495236e-5,0.3587008677423,2.17152267098427,-0.445267664976911,0.336764306866477
F40F12.9,1.01721692085266,-0.0253467466682196,4.73225809995466e-5,1.70290782182466e-5,0.422007646411657,1.84250906308492,-0.374680061405126,0.265409632019686
ttr-4,0.991955578327179,-0.0485180430114269,4.68060813343515e-5,2.00667944527699e-5,0.357274034619331,2.16676287253698,-0.446998633843301,0.335811380650281
F40F12.8,1.00344789028168,-0.0451029501855373,4.75948532337307e-5,2.0772093031789e-5,0.364618759105603,2.15277661681175,-0.438161193885732,0.332998871619525
K03H1.8,1.00355184078217,-0.0439049825072289,4.74563831922817e-5,2.02984155829359e-5,0.363622934371233,2.17573948105176,-0.439348919897494,0.337606892245896
C05B5.9,0.996500611305237,-0.0486254803836346,4.78219092217334e-5,2.09714398797816e-5,0.351265108337005,2.16255280375481,-0.454364987646421,0.334966710619545
C05B5.10,0.995673716068268,-0.0472249947488308,4.76789904885222e-5,2.01002948167042e-5,0.36229864731431,2.18145208954811,-0.440933399298979,0.338745677082434
T20G5.15,1.00201892852783,-0.0433795489370823,4.78526212614056e-5,1.96887371264908e-5,0.370471107214689,2.1643438299497,-0.431245656785367,0.335326245278199
Y45F3A.6,1.00386035442352,-0.0429412946105003,4.76078835489433e-5,1.98033537782394e-5,0.363630767911673,2.20147410432498,-0.439339377022938,0.342713570164847
W05B2.3,1.00508642196655,-0.0465619675815105,4.93124161418593e-5,2.12685854012294e-5,0.355042639374733,2.19708570241928,-0.449719703150534,0.341846995617463
Y48A6C.1,1.0034658908844,-0.0455764904618263,4.80733348901258e-5,2.08598475813463e-5,0.352596672127644,2.17947768171628,-0.452721791114757,0.338352377862419
Y48A6C.2,0.98674064874649,-0.0506055392324924,4.6322809464428003e-05,2.02168035248296e-5,0.357854075729847,2.15680990020434,-0.446294219883524,0.333811816139165
Y47D3A.5,1.00146615505219,-0.0443029850721359,4.7808499324695e-5,1.9921098020773e-5,0.37165744950374,2.20607580939929,-0.42985725988323,0.343620340538438
Y75B8A.41,0.99633377790451,-0.0484527051448822,4.62748091116193e-5,2.14446958512275e-5,0.350520336379608,2.13190941413244,-0.455286780416565,0.328768703654204
Y49E10.5,0.9998779296875,-0.0449210368096828,4.67863691379286e-5,2.00814086366402e-5,0.354181068638961,2.17131678064664,-0.45077479142666,0.336723182560943
Y49E10.26,0.988089859485626,-0.0497764721512794,4.62755127080319e-5,2.00163592174864e-5,0.358020542810361,2.13288717071215,-0.446092054180182,0.328967536741743
wht-9,0.993746101856232,-0.0471259951591492,4.65206966025152e-5,1.99615896084863e-5,0.365396695584059,2.13917418320974,-0.437235424539966,0.330246144840508
srw-5,0.996508896350861,-0.0469514727592468,4.84323206562787e-5,2.01036880161118e-5,0.365717527767022,2.171087094148,-0.436854365384824,0.336677223327493
BE10.6,1.00174593925476,-0.0451259911060333,4.88161087509361e-5,2.01421712159027e-5,0.357608196139336,2.17911245822906,-0.446593880410982,0.338279611348111
ZK1010.6,0.989856362342834,-0.0501150451600552,4.68394303471011e-5,2.05073392904273e-5,0.356018986801306,2.15684950550397,-0.448526857388507,0.333819835380119
Y39E4B.14,0.99909919500351,-0.0457928888499737,4.73439253750313e-5,2.01968310908567e-5,0.363272745907307,2.15678652524948,-0.439767381496983,0.333807159180519
fbxb-86,0.999705255031586,-0.0448953397572041,4.78228720466252e-5,1.98160934709303e-5,0.368963626523813,2.18415664434433,-0.433016585520563,0.339283781536674
gln-4,0.996027171611786,-0.0463542640209198,4.73645318249647e-5,1.98278141989372e-5,0.362305414179961,2.15763861735662,-0.440925176607966,0.333978605592592
T05C7.6,0.994430065155029,-0.0485187694430351,4.70717038150793e-5,2.07126829288902e-5,0.36257758885622,2.15866661866506,-0.440599100956575,0.334185103054653
duo-2,0.99887502193450906,-0.0469836331903934,4.77298699483532e-5,2.06561554417487e-5,0.361740204443534,2.17464389999708,-0.44160375171773,0.33738815028531
F56B3.3,1.00154376029968,-0.0440979786217213,4.71454163652435e-5,2.00398727907542e-5,0.364957734694084,2.1638766904672,-0.437757427821785,0.33523250288784
W09G12.3,1.00381302833557,-0.0413768291473389,4.68432080222874e-5,1.94147114098399e-5,0.380214064816634,2.15557137529055,-0.419971859445283,0.333562309814959
F38A1.17,1.00138735771179,-0.0433331429958344,4.69009248250904e-5,1.97158869570702e-5,0.364127459625403,2.16105760534604,-0.438746568816441,0.334666340504391
Y77E11A.22,0.997225224971771,-0.0456772930920124,4.69958258129666e-5,2.00494319640885e-5,0.37319153547287,2.17954744497935,-0.428068217828176,0.338366227702034
nhr-287,0.995293855667114,-0.0481836870312691,4.81510552557071e-5,2.04171273769896e-5,0.360644676039616,2.13715655207634,-0.442920475276007,0.329836336463065
C23H5.5,0.997604489326477,-0.0435774177312851,4.59803268719504e-5,1.93615233558579e-5,0.375630521525939,2.09915489951769,-0.425239126810968,0.322044483121321
C23H5.6,0.992230832576752,-0.0478281676769257,4.66181537035145e-5,1.9861334083564502e-05,0.364155051360528,2.1362155854702,-0.438713709646199,0.329645078798372
Y38F2AL.6,0.993694722652435,-0.0482690595090389,4.69907666226994e-5,2.03469735827641e-5,0.356865444531043,2.14920034209887,-0.447495518883672,0.332276900204038
Y69A2AR.14,1.00579595565796,-0.0436030551791191,4.86668448504796e-5,2.02463080225386e-5,0.363552925984065,2.21853294968605,-0.439432425159553,0.346065883156381
Y69A2AR.11,0.998342394828796,-0.0471726395189762,4.86483032190403e-5,2.040085010002e-5,0.362280802925428,2.18576917052269,-0.440954863477391,0.339604128189427
Y54G2A.20,1.00752341747284,-0.0424718409776688,4.91290000786636e-5,2.01698299615309e-5,0.372899796317021,2.18563131093979,-0.428407869067011,0.339576898497798
Y54G2A.21,0.991750657558441,-0.0484859347343445,4.64482238986364e-5,2.01260167718012e-5,0.359506411105394,2.13302837808927,-0.444293432828971,0.328996195324042
Y54G2A.24,0.996153593063354,-0.0462793856859207,4.6991404006020103e-05,2.00166849113308e-5,0.37595271791021,2.17489166061083,-0.424866773327535,0.337437465724293
Y67D8C.23,0.996253728866577,-0.047091618180275,4.84246944604943e-5,2.00536390832246e-5,0.366303462535143,2.19683981537819,-0.436158999966995,0.341798388411461
T23E1.2,0.998950600624084,-0.0457880608737469,4.69659257218593e-5,2.05450836459588e-5,0.365607816477617,2.15577421784401,-0.436984573015537,0.333603272278984
puf-4,0.991248846054077,-0.0484400317072868,4.66606995338182e-5,1.99300926687701e-5,0.353771098454793,2.12343296209971,-0.45127773943965,0.327038554074149
F58E2.11,1.00479662418365,-0.0429383404552937,4.75532419064269e-5,2.0108723017061e-5,0.365537572403749,2.19056837558746,-0.437068121944875,0.340556811418638
Y37E11B.9,0.988753020763397,-0.051556721329689,4.73661048283478e-5,2.09286382411449e-5,0.354068840543429,2.1785773217678,-0.450912309830894,0.338172454044126
Y37E11AL.4,0.999766230583191,-0.0456676408648491,4.83215127732654e-5,2.01922304026204e-5,0.365905186037223,2.17231718500455,-0.436631439921746,0.336922963214034
F35F11.3,0.99825656414032,-0.0475095994770527,4.88048467461003e-5,2.04029983307407e-5,0.356631274521351,2.20893848935763,-0.447780591941944,0.344183611476984
W03D2.6,0.992815554141998,-0.0508797392249107,4.88125768702411e-5,2.12379007044032e-5,0.346885784218709,2.15618203878403,-0.459813829257464,0.333685419820339
F49F1.13,0.990795433521271,-0.0483744628727436,4.69857053019713e-5,1.99164420554798e-5,0.368065074582895,2.11549293200174,-0.434075530327706,0.325410294955221
K08D10.9,1.00332677364349,-0.0430523715913296,4.71828587251592e-5,1.99772318122577e-5,0.367018846670787,2.18001620570818,-0.43531175592247,0.338459684687907
K06B9.4,0.993637084960938,-0.0492509044706821,4.70253630847694e-5,2.08336825142844e-5,0.36128219217062,2.14423582355181,-0.442153547593621,0.33127254697347
F36A4.9,0.999218046665192,-0.0464347563683987,4.73334039267273e-5,2.081378387094e-5,0.356270627925793,2.18365085721016,-0.448219984608451,0.339183199998053
W03B1.1,0.998951196670532,-0.0439422614872456,4.65455158031354e-5,1.96340013410491e-5,0.369755082577467,2.1672411541144,-0.432085861274584,0.335907235559632
E04A4.3,0.996951103210449,-0.0457446835935116,4.77094431571751e-5,1.9804640436963e-5,0.366829416900873,2.1559400677681,-0.435535949956933,0.333636606313366
Y17G9A.91,1.00312912464142,-0.0433967225253582,4.70617531872954e-5,2.00835483737041e-5,0.371285094817479,2.18420231938362,-0.43029273340492,0.339292814920228
T08B6.2,0.996136546134949,-0.046745777130127,4.80594246454601e-5,2.01175865578191e-5,0.374558999141057,2.16781890193621,-0.42647976558808,0.336022996018378
Y9C9A.112,0.994248032569885,-0.0496455430984497,4.79076726046537e-5,2.07938025861143e-5,0.352238082637389,2.18249090313911,-0.453164374578821,0.33895242468178
srz-28,1.00558316707611,-0.0429181195795536,4.84205123891825e-5,2.00509174222649e-5,0.374679767092069,2.21258504192034,-0.426339758653314,0.344899962572698
E03H12.9,0.994171023368835,-0.0483604148030281,4.65868309635181e-5,2.06335572350632e-5,0.355762756119172,2.14287248651187,-0.448839519485447,0.330996326861055
W03F8.2,0.99529629945755,-0.0458697825670242,4.66040313399284e-5,1.96887702380739e-5,0.364533544083436,2.17464635570844,-0.438262539882001,0.337388628039626
Y59E9AL.5,0.996790409088135,-0.0466690361499786,4.77958572942774e-5,2.02181154634999e-5,0.358999317636092,2.16962296764056,-0.444906378812613,0.336384265145513
Y59E9AR.10,0.997023522853851,-0.0459114387631416,4.74411299074369e-5,1.98963853042157e-5,0.364941962311665,2.13331687649091,-0.437776251340485,0.329055352675704
rmd-4,1.00187361240387,-0.04379753023386,4.75935852288383e-5,1.98642645698447e-5,0.366420524815718,2.20365077654521,-0.436020221620254,0.34314265796804
sls-2.19,0.987061500549316,-0.0500380322337151,4.69510431193091e-5,1.98191302679555e-5,0.367063038051128,2.13101640542348,-0.435259354495564,0.328586793064695
ZK354.18,0.997402131557465,-0.0453458055853844,4.72361575240485e-5,1.98294825213185e-5,0.368063726276159,2.13798681497574,-0.434077008928418,0.330004967490691
Y4C6A.68,0.987733602523804,-0.0490701571106911,4.60668727942026e-5,1.97824724491602e-5,0.363493007669846,2.12206130425135,-0.439503942159436,0.326757908010196
Y52D5A.1,0.986524343490601,-0.0507106892764568,4.62155930019296e-5,2.01433807512007e-5,0.358537401010593,2.132394160827,-0.445465536028022,0.328867461468304
T11F8.2,0.996763586997986,-0.0451562590897083,4.57873684697159e-5,1.99559173317913e-5,0.357524031152328,2.12857418060303,-0.446694776058323,0.328088773731107
C39H7.2,0.99517422914505,-0.0458833910524845,4.62804198747635e-5,1.98316644676363e-5,0.3664385817945,2.15129358768463,-0.43599881360046,0.332699682726685
C45E5.3,0.996298313140869,-0.0431901775300503,4.52741658083877e-5,1.91904198788861e-5,0.370905328541994,2.10700914859772,-0.430737087208186,0.323666420392725
srv-23,0.999378621578217,-0.0453620404005051,4.76918244082259e-5,2.00716410457417e-5,0.36577024931709,2.17257877786954,-0.436791623228991,0.336975448555526
F58F9.10,0.998944461345673,-0.0462211929261684,4.74289130655199e-5,2.03731731110638e-5,0.355442957331737,2.2041579524676,-0.449230117382067,0.343242636174752
F58F9.11,1.00065720081329,-0.0457308776676655,4.81099033209004e-5,2.03944195764593e-5,0.364859019219875,2.19558416207631,-0.437874979122454,0.341550084041231
Y73B6BL.28,0.989867866039276,-0.0499719008803368,4.60741082061179e-5,2.07195010286462e-5,0.358730092893044,2.13023909727732,-0.445232462175025,0.328428319545329
drh-2,0.994298338890076,-0.0462208464741707,4.66014317832834e-5,1.97076877148176e-5,0.365757653613885,2.16941656867663,-0.436806624944094,0.336342950327928
Y73B6A.6,1.00430572032928,-0.0419653058052063,4.73325145722259e-5,1.96785720760475e-5,0.36597987934947,2.15250869393349,-0.436542871575589,0.332944907384305
Y73B6A.2,1.00008070468903,-0.0456578508019447,4.75904949124584e-5,2.02957698808956e-5,0.356758599479993,2.16457812388738,-0.447625608840006,0.335373118525008
C17H12.7,1.00169241428375,-0.0437436774373055,4.70460235483182e-5,1.99043748697035e-5,0.369987798730532,2.16617103815079,-0.431812600438427,0.33569261781824
R13H7.3,1.00413835048676,-0.043733436614275,4.79130921550915e-5,2.02289449188213e-5,0.366662588715553,2.1809134542942,-0.435733408225494,0.338638429564522
ZK381.63,1.01482796669006,-0.0396655276417732,5.2512117304471e-5,2.00114964434286e-5,0.381721739967664,2.22127880454063,-0.418253106755846,0.34660306920408
C06G3.4,1.00241017341614,-0.0437641479074955,4.79908376035349e-5,1.9897390728224e-5,0.361687904844681,2.16962824662526,-0.441666017541193,0.336385326118085
str-50,1.00212299823761,-0.0437339097261429,4.74990142544305e-5,1.98614288036425e-5,0.368001005301873,2.17697410384814,-0.434151067028105,0.337853223752117
C06E4.22,0.986064851284027,-0.0532542616128922,4.70745543788537e-5,2.0889385437693e-5,0.347836404790481,2.16177469690641,-0.458625000826225,0.334810250737383
C06E4.4,1.00299656391144,-0.0432976335287094,4.82191965400158e-5,1.97449475718865e-5,0.37440874154369,2.18748276233673,-0.426654024644425,0.339944638962678
klp-10,0.997012197971344,-0.0456528514623642,4.78604195630557e-5,1.9706974123975e-5,0.368112470209599,2.16920981407165,-0.434019473430328,0.336301539723761
F17E9.14,0.998719334602356,-0.0456988327205181,4.82726059122932e-5,1.99108682407473e-5,0.364383246997992,2.16079262892405,-0.438441601262621,0.334613089451796
D2096.16,0.990720927715302,-0.050584252923727,4.76608821306181e-5,2.07478184788437e-5,0.356255167722702,2.14512653748194,-0.448240889879594,0.331452586671727
Y59H11AR.6,0.989740252494812,-0.0482467450201511,4.64965355618245e-5,1.96099773633623e-5,0.36140692109863,2.17837336659431,-0.442003848753904,0.33813230945133
C33D9.9,0.985466718673706,-0.0513954162597656,4.72287278353386e-5,1.99978464427448e-5,0.359312470505635,2.15050059755643,-0.444527717474745,0.332539440095845
C33D9.5,1.00232172012329,-0.044134359806776,4.71290253860226e-5,2.02274320171667e-5,0.358178884287675,2.17401364445686,-0.445900242920404,0.337262228745517
T11B7.6,1.00263249874115,-0.0436103194952011,4.85841131927469e-5,1.98291283902962e-5,0.371313535422087,2.20455157955487,-0.430259219579544,0.343320203322103
C09G9.9,0.996904313564301,-0.0456851646304131,4.66290282843611e-5,2.0010348749484e-5,0.368397744993369,2.18768328626951,-0.433683099202987,0.339984444064556
srx-15,0.996141314506531,-0.0476384051144123,4.75965297661158e-5,2.04663429592153e-5,0.361792019257943,2.16525521477063,-0.441541083921897,0.335509019355458
C53D6.5,1.00381410121918,-0.0435035228729248,4.85178481005756e-5,1.98774187682498e-5,0.37228674069047,2.20211974978447,-0.429122431649533,0.342840796106127
F23B2.9,1.00002300739288,-0.0456474237143993,4.72222799374034e-5,2.04115716543813e-5,0.366226657480001,2.16019106308619,-0.436250113244273,0.334492153726934
F23B2.8,0.999361157417297,-0.0460489876568317,4.83623059421451e-5,2.01325691084088e-5,0.364704473565022,2.20138167738914,-0.438059200035611,0.342695088757273
C46C2.4,0.987577855587006,-0.0505573786795139,4.64113463226817e-5,2.02790470851889e-5,0.363770798842112,2.10168916185697,-0.439172166377101,0.32256847512837
srg-52,1.01715433597565,-0.0369586236774921,4.81348054978184e-5,1.97461569131356e-5,0.374001585443815,2.19645981391271,-0.427127092379638,0.341723261723127
F56D5.8,0.997754514217377,-0.0473104901611805,4.76735208828004e-5,2.06073814336015e-5,0.352826021114985,2.14677971204122,-0.452439394195188,0.331787367740126
sru-5,1.0025577545166,-0.042973343282938,4.71102153646186e-5,1.97387582074701e-5,0.370344348996878,2.17083026369413,-0.431394277814841,0.336625867475768
C33A12.17,0.997560858726501,-0.0467380695044994,4.80373419631753e-5,2.02399793250088e-5,0.357726814846198,2.17956914305687,-0.446448504781356,0.338370551844906
C33A12.16,1.00544500350952,-0.0436363965272903,4.9610588479407e-5,2.01894037984722e-5,0.372009381403526,2.18073851267497,-0.429446119671533,0.338603592421327
ZK1251.5,1.00516963005066,-0.0414557009935379,4.74953154085921e-5,1.95830944525238e-5,0.369294107208649,2.17516037424405,-0.432627624003479,0.337491268863591
C28D4.11,0.989648342132568,-0.0515937134623528,4.82396777654635e-5,2.06349004478401e-5,0.356876805673043,2.18447839419047,-0.447481738363382,0.339347432039314
T13F2.9,1.00106704235077,-0.0464061610400677,4.81985628513308e-5,2.08059635780905e-5,0.363466569036245,2.19919745524724,-0.439535532066031,0.342263900103071
F44D12.12,1.00362074375153,-0.043073408305645,4.8137156635507e-5,1.98614803836931e-5,0.369519906242688,2.17052459319433,-0.432362163016453,0.336564710349433
F44D12.11,1.00976586341858,-0.039534505456686,4.77783655352566e-5,1.95986158179013e-5,0.378569256514311,2.16544928153356,-0.421854723114341,0.335548014817841
C04G2.3,0.995074212551117,-0.0454868488013744,4.73422729463214e-5,1.94417878708071e-5,0.371187682201465,2.14956550002098,-0.430406451277274,0.33235056704968
C04G2.12,1.00162220001221,-0.0435930900275707,4.71899246072905e-5,1.97875948322913e-5,0.366286734988292,2.18914808432261,-0.436178835846716,0.340275117933616
msp-37,1.00135946273804,-0.045144084841013,4.7426779743175e-5,2.04677845093833e-5,0.359573871393998,2.14733733733495,-0.444211875351635,0.331900273845931
K04D7.7,0.997618436813354,-0.0470760092139244,4.73465014750327e-5,2.07450855335514e-5,0.36723794490099,2.17919295827548,-0.43505245854618,0.338295686876658
R09E10.9,0.995619416236877,-0.0456800982356071,4.69672201901129e-5,1.96733985838082e-5,0.373169202605883,2.14271765549978,-0.428094218051235,0.330964948111164
