,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
WBGene00003088,0.351065036,-1.510189774,0.336132302,-4.492843338,7.03E-06,1.30E-05
WBGene00003089,351.7133865,8.458256436,0.115337759,73.33466945,0,0
WBGene00003090,1053.75025,10.04131726,0.198654115,50.54673688,0,0
WBGene00003091,257.4630065,8.008221343,0.201635572,39.71631224,0,0
WBGene00003092,84.64645348,6.403377718,0.254846543,25.12640604,2.56E-139,8.73E-139
WBGene00003093,170.5304151,7.413885265,0.200384156,36.99836056,1.22E-299,5.25E-299
WBGene00003094,3.15131954,1.655956049,0.195933559,8.45162033,2.87E-17,6.88E-17
WBGene00003095,3.455439542,1.788869237,0.158662382,11.27469042,1.75E-29,4.45E-29
WBGene00003096,194.5268868,7.603825763,0.260333171,29.20805573,1.53E-187,5.66E-187
WBGene00003097,468.959246,8.873318743,0.175090318,50.67852314,0,0
WBGene00003098,0.743743815,-0.427122329,0.346545078,-1.232515932,0.217756419,0.2269082
WBGene00003099,3.724254005,1.896951472,0.215257033,8.812494742,1.22E-18,2.96E-18
WBGene00003100,11.73289857,3.552487565,0.154801447,22.94867161,1.52E-116,4.96E-116
WBGene00003102,65.70486646,6.037928323,0.10384458,58.14389463,0,0
WBGene00003104,203.9231254,7.671881579,0.153633324,49.93631192,0,0
WBGene00003106,21.86324212,4.45043545,0.12532561,35.51098187,3.33E-276,1.39E-275
WBGene00003107,67.80755832,6.08337419,0.153818237,39.54910889,0,0
WBGene00003111,614.3262271,9.262861167,0.101723572,91.05914157,0,0
WBGene00003112,84.50183338,6.400910738,0.10170497,62.93606645,0,0
WBGene00003114,2.080219599,1.056735835,0.250426808,4.219739261,2.45E-05,4.24E-05
WBGene00003119,241.255582,7.914418513,0.057711281,137.1381527,0,0
WBGene00003123,1062.702034,10.05352143,0.10497754,95.76830838,0,0
WBGene00003124,58.0725759,5.859785123,0.109599584,53.46539563,0,0
WBGene00003129,179.1105612,7.484706597,0.070232919,106.5697779,0,0
WBGene00003130,650.0314006,9.344365601,0.084840468,110.1404294,0,0
WBGene00003132,584.3284889,9.190635819,0.034658767,265.1749253,0,0
WBGene00003133,348.4802104,8.44493292,0.070111036,120.4508362,0,0
WBGene00003134,201.4048692,7.653954752,0.065419476,116.9981052,0,0
WBGene00003136,206.1627212,7.687639675,0.045219628,170.0066975,0,0
WBGene00003142,146.7833462,7.197544482,0.07040306,102.2334037,0,0
WBGene00003143,221.9280999,7.793948539,0.124816591,62.44320946,0,0
WBGene00003144,760.5507129,9.570900639,0.058498281,163.6099471,0,0
WBGene00003148,441.7081954,8.78694979,0.072116746,121.8434036,0,0
WBGene00003149,482.1849893,8.913442929,0.067361149,132.3232025,0,0
WBGene00003150,2801.35869,11.451911,0.065731366,174.2229282,0,0
WBGene00003151,1072.756667,10.06710715,0.083672182,120.316059,0,0
WBGene00003153,3493.913526,11.77062819,0.083568664,140.8497821,0,0
WBGene00003154,1051.829366,10.03868497,0.1253313,80.09719009,0,0
WBGene00003155,779.6505824,9.606683883,0.105971507,90.6534608,0,0
WBGene00003156,734.7269728,9.521064429,0.111327627,85.52292656,0,0
WBGene00003157,818.535209,9.676900665,0.111929022,86.4556889,0,0
WBGene00003158,754.1155703,9.558641827,0.101071317,94.57323889,0,0
WBGene00003159,1938.920628,10.92103803,0.12144528,89.92558633,0,0
WBGene00003160,297.3936066,8.216229822,0.057363627,143.2306549,0,0
WBGene00003161,368.0648474,8.523816159,0.114323774,74.55856193,0,0
WBGene00003162,1347.96372,10.39656595,0.113188593,91.8517113,0,0
WBGene00003163,820.239364,9.679901171,0.137597053,70.34962567,0,0
WBGene00003164,183.6581234,7.520878899,0.097647494,77.02070553,0,0
WBGene00003165,125.579015,6.972451591,0.152220263,45.80501612,0,0
WBGene00003166,200.0598707,7.644288001,0.162136646,47.14719449,0,0
WBGene00003167,21.7312123,4.441696754,0.128565719,34.54806447,1.52E-261,6.27E-261
WBGene00003168,32.44363651,5.019863631,0.159696159,31.43384073,6.98E-217,2.69E-216
WBGene00003169,57.5739262,5.847343694,0.145156263,40.28309611,0,0
WBGene00003170,48.18547889,5.590526538,0.118681894,47.10513421,0,0
WBGene00003171,416.1417174,8.700931113,0.133370175,65.23895702,0,0
WBGene00003172,884.9966998,9.789528265,0.095383852,102.6329722,0,0
WBGene00003173,60.08278398,5.908879758,0.162380463,36.38910515,6.33E-290,2.70E-289
WBGene00003174,28.72499387,4.84423468,0.179854485,26.93418888,8.74E-160,3.09E-159
WBGene00003175,479.3567262,8.904955866,0.149858154,59.42256478,0,0
WBGene00003176,11.82109237,3.563291454,0.182337979,19.54223401,4.80E-85,1.46E-84
WBGene00003177,220.5239964,7.784791841,0.055571109,140.0870335,0,0
WBGene00003178,230.776722,7.850353899,0.176365766,44.51177832,0,0
WBGene00003179,45.17464136,5.497441243,0.173110442,31.75684372,2.55E-221,9.92E-221
WBGene00003180,1.601058033,0.679025602,0.249322702,2.72348084,0.006459796,0.007229308
WBGene00003181,5.579398424,2.480109578,0.201821414,12.28863444,1.04E-34,2.71E-34
WBGene00003182,358.9869577,8.487787621,0.151914183,55.87225271,0,0
WBGene00003183,348.9952051,8.447063405,0.085578952,98.70491737,0,0
WBGene00003184,204.7102309,7.677439396,0.141647837,54.20089388,0,0
WBGene00003185,320.039067,8.322104214,0.078503587,106.0092227,0,0
WBGene00003186,165.6126958,7.371669463,0.038072691,193.6209183,0,0
WBGene00003196,783.7878162,9.614319336,0.061140504,157.2495921,0,0
WBGene00003209,581.4900526,9.183610702,0.055974273,164.0684226,0,0
WBGene00003210,629.7609809,9.298660563,0.065516025,141.9295588,0,0
WBGene00003214,1458.265852,10.51003804,0.081462799,129.0164121,0,0
WBGene00003218,1271.366092,10.3121638,0.050870852,202.7126217,0,0
WBGene00003219,68.66565968,6.101516869,0.122409355,49.84518427,0,0
WBGene00003220,146.005779,7.189881663,0.06049747,118.845989,0,0
WBGene00003221,338.2213297,8.401823835,0.0478919,175.4330868,0,0
WBGene00003222,277.3981015,8.115814104,0.078851018,102.9259263,0,0
WBGene00003224,155.8022897,7.283572625,0.056524735,128.8563781,0,0
WBGene00003225,582.4802809,9.1860654,0.071864313,127.8251334,0,0
WBGene00003228,501.2406009,8.969359469,0.154015683,58.23666314,0,0
WBGene00003229,679.0714657,9.407419602,0.095396687,98.61369255,0,0
WBGene00003230,1341.069256,10.38916803,0.150281671,69.13130503,0,0
WBGene00003231,708.5533299,9.468732633,0.153298201,61.76675622,0,0
WBGene00003232,92.57352716,6.532527786,0.181036803,36.08397675,4.05E-285,1.71E-284
WBGene00003233,177.8466779,7.474490216,0.172605903,43.30379254,0,0
WBGene00003234,116.3152568,6.861896534,0.070351023,97.53797844,0,0
WBGene00003235,197.5457561,7.626043042,0.099306004,76.79337342,0,0
WBGene00003236,130.3644917,7.026407155,0.071376634,98.44127861,0,0
WBGene00003237,31.5416711,4.979187192,0.134045706,37.14544338,5.19E-302,2.25E-301
WBGene00003238,175.2825375,7.453538465,0.082951439,89.85423902,0,0
WBGene00003239,395.6894071,8.628224634,0.095459113,90.38659932,0,0
WBGene00003241,231.3995355,7.854242158,0.05877751,133.626656,0,0
WBGene00003242,4747.538958,12.21296412,0.123334851,99.02281529,0,0
WBGene00003243,938.4983149,9.874210344,0.112474421,87.79071975,0,0
WBGene00003245,96.68706611,6.595251007,0.1015635,64.93721642,0,0
WBGene00003246,233.2227234,7.86556455,0.066821454,117.7101683,0,0
WBGene00003247,641.4389752,9.325168208,0.077400303,120.4797381,0,0
WBGene00003248,42.86491512,5.421725381,0.174274356,31.11028782,1.75E-212,6.70E-212
WBGene00003249,72.79717631,6.185810587,0.140201632,44.12081718,0,0
WBGene00003252,7.259649427,2.859899881,0.152837814,18.71199153,3.95E-78,1.18E-77
WBGene00003253,343.8832994,8.425775243,0.036403891,231.4526,0,0
WBGene00003254,115.3072721,6.849339692,0.050713922,135.0583711,0,0
WBGene00003258,192.5675205,7.589220581,0.045963041,165.1157198,0,0
WBGene00003260,0.108483296,-3.204455177,0.790917315,-4.051567866,5.09E-05,8.47E-05
WBGene00003261,1.198158774,0.2608191,0.293455239,0.888786653,0.374117751,0.385086266
WBGene00003262,0.218613214,-2.193547489,0.381431767,-5.750825384,8.88E-09,1.96E-08
WBGene00003263,0.094565307,-3.402545187,1.090563562,-3.119987962,0.001808584,0.002114144
WBGene00003264,0.065372743,-3.935166952,1.075967054,-3.657330339,0.000254856,0.000349895
WBGene00003265,0.025370371,-5.300711594,1.621618443,-3.268778558,0.001080128,0.001298408
WBGene00003266,0.112819375,-3.147913248,0.879089362,-3.580879696,0.000342439,0.000453598
WBGene00003267,0.113852545,-3.134761552,0.871887501,-3.595373884,0.000323926,0.000431809
WBGene00003268,0.056335919,-4.149801124,1.296075689,-3.201820047,0.001365623,0.001621595
WBGene00003269,0.170315654,-2.553717053,0.739151163,-3.454932062,0.000550432,0.000692511
WBGene00003270,0.199666919,-2.324332771,0.442285112,-5.255281504,1.48E-07,3.10E-07
WBGene00003271,0.048359218,-4.37006528,1.54768053,-2.823622315,0.00474843,0.005361592
WBGene00003272,0.158652246,-2.656060148,0.71518917,-3.71378687,0.000204181,0.000291319
WBGene00003273,0.554622466,-0.850422037,0.286067527,-2.972801725,0.00295095,0.003378682
WBGene00003274,0.08552073,-3.54758203,0.600343916,-5.909249575,3.44E-09,7.65E-09
WBGene00003275,0.268687758,-1.895997505,0.435026516,-4.358349289,1.31E-05,2.35E-05
WBGene00003277,0.225940992,-2.145982058,0.4969743,-4.318094635,1.57E-05,2.79E-05
WBGene00003278,0.133452258,-2.905604378,0.82369662,-3.527517665,0.000419476,0.000543039
WBGene00003279,1.176736284,0.234791037,0.280546632,0.836905566,0.402645652,0.413781768
WBGene00003280,1.844463101,0.883200928,0.260740235,3.38728286,0.000705886,0.000870451
WBGene00003281,0.409870298,-1.286760647,0.396442174,-3.245771342,0.001171329,0.001402674
WBGene00003282,0.136235359,-2.875826898,0.491814319,-5.847383431,4.99E-09,1.11E-08
WBGene00003283,0.045700881,-4.451634208,1.015924651,-4.381854702,1.18E-05,2.12E-05
WBGene00003284,0.363153129,-1.461350083,0.329994516,-4.428407183,9.49E-06,1.73E-05
WBGene00003285,0.030133253,-5.052499784,1.257275719,-4.01860921,5.85E-05,9.67E-05
WBGene00003286,0.730309143,-0.453420803,0.350850317,-1.292348278,0.19623656,0.204979197
WBGene00003287,0.305191141,-1.71221501,0.600234347,-2.85257753,0.004336623,0.00491056
WBGene00003288,0.053805223,-4.21610996,0.985029255,-4.280187555,1.87E-05,3.28E-05
WBGene00003289,0.395424506,-1.338525811,0.425146657,-3.148386069,0.001641747,0.001931596
WBGene00003290,0.007676178,-7.025396088,1.880722898,-3.735476447,0.00018736,0.000273091
WBGene00003291,0.133141051,-2.908972629,0.638902908,-4.55307464,5.29E-06,9.88E-06
WBGene00003292,0.461665216,-1.115081059,0.394655191,-2.82545646,0.00472133,0.005332329
WBGene00003293,0.048606996,-4.362692204,1.228345206,-3.551682525,0.000382776,0.000500774
WBGene00003294,0.134989994,-2.889075626,0.842959907,-3.427298977,0.000609617,0.000760086
WBGene00003295,0.087429074,-3.515743067,0.7074913,-4.969309257,6.72E-07,1.36E-06
WBGene00003296,0.018701767,-5.740681628,1.670019905,-3.437492937,0.000587126,0.000734234
WBGene00003297,0.093329283,-3.421526376,0.905578695,-3.778276141,0.000157918,0.000247176
WBGene00003298,0.019258703,-5.698345606,1.6649202,-3.422593831,0.000620267,0.000772176
WBGene00003299,1.352230416,0.435341004,0.373997232,1.164021994,0.244415099,0.254079887
WBGene00003300,0.330413293,-1.597656367,0.413664182,-3.862206197,0.000112368,0.0001795
WBGene00003301,0.150240488,-2.734654439,0.867872306,-3.1509871,0.001627197,0.001915422
WBGene00003302,0.003660889,-8.093590385,2.169327875,-3.73092075,0.000190781,0.000276597
WBGene00003303,0.051169244,-4.288579279,1.214304343,-3.531716991,0.000412871,0.000534984
WBGene00003304,0.125736719,-2.991522074,0.812662014,-3.681139294,0.000232194,0.000322684
WBGene00003305,0.477187514,-1.0673718,0.406899463,-2.623183111,0.008711244,0.009689039
WBGene00003306,0.031472743,-4.989753247,1.342696303,-3.716218803,0.000202226,0.000289186
WBGene00003307,0.09510319,-3.394362455,0.839320539,-4.04417895,5.25E-05,8.73E-05
WBGene00003308,0.632933322,-0.659874571,0.397759211,-1.658979987,0.097119825,0.10280829
WBGene00003309,3.228166522,1.690715001,0.194224113,8.704969615,3.18E-18,7.65E-18
WBGene00003310,0.25141689,-1.991846524,0.359203494,-5.545175798,2.94E-08,6.36E-08
WBGene00003311,0.11753403,-3.088849575,0.781495255,-3.952486664,7.73E-05,0.000125791
WBGene00003312,0.067407253,-3.89095235,0.845948166,-4.599516266,4.23E-06,8.00E-06
WBGene00003313,0.098844926,-3.338689279,0.717673499,-4.65210055,3.29E-06,6.27E-06
WBGene00003314,3.913874479,1.968597488,0.194767486,10.10742361,5.12E-24,1.27E-23
WBGene00003315,0,NA,NA,NA,NA,NA
WBGene00003316,0,NA,NA,NA,NA,NA
WBGene00003317,0.13905351,-2.846287938,0.793470693,-3.587136819,0.000334329,0.000444177
WBGene00003318,0.65629257,-0.607588995,0.436103459,-1.393222141,0.163552626,0.171462097
WBGene00003319,0.288187981,-1.794917924,0.399900677,-4.488409318,7.18E-06,1.32E-05
WBGene00003321,0.250278704,-1.998392555,0.586783015,-3.405675527,0.000660006,0.000817805
WBGene00003322,1.025247207,0.035971813,0.283001477,0.127108218,0.898854747,0.902461208
WBGene00003323,0.097525585,-3.358075443,0.59805872,-5.61495942,1.97E-08,4.28E-08
WBGene00003324,0.299050062,-1.741541079,0.40331507,-4.318065974,1.57E-05,2.79E-05
WBGene00003325,0.241973357,-2.047079889,0.479006391,-4.27359619,1.92E-05,3.38E-05
WBGene00003326,0.183605441,-2.445319286,0.53182399,-4.597986051,4.27E-06,8.06E-06
WBGene00003327,0.017066209,-5.872713604,1.552959636,-3.781626687,0.000155807,0.000244294
WBGene00003328,0.249759761,-2.00138703,0.438322238,-4.566017549,4.97E-06,9.32E-06
WBGene00003329,0.035128096,-4.831230806,1.015720322,-4.756457756,1.97E-06,3.84E-06
WBGene00003330,0.006488828,-7.267826274,1.93533476,-3.755332887,0.000173111,0.000260644
WBGene00003331,1.482173321,0.567714162,0.267720116,2.120551009,0.033959605,0.036614124
WBGene00003332,0.237346278,-2.074934668,0.529506856,-3.918617187,8.91E-05,0.000143858
WBGene00003333,1.144194972,0.194332909,0.420103447,0.462583467,0.643662961,0.653022227
WBGene00003334,0.111753473,-3.161608422,0.681843713,-4.636852055,3.54E-06,6.74E-06
WBGene00003335,0.173198405,-2.529502452,0.444759043,-5.687354738,1.29E-08,2.83E-08
WBGene00003336,0.112809629,-3.148037875,0.488787733,-6.440500976,1.19E-10,2.71E-10
WBGene00003337,0.311132352,-1.684399679,0.405797499,-4.150837996,3.31E-05,5.65E-05
WBGene00003338,0.328802306,-1.604707678,0.464852861,-3.452076584,0.00055629,0.000699187
WBGene00003339,0.137698605,-2.860414153,0.660032355,-4.333748385,1.47E-05,2.61E-05
WBGene00003340,0.313443638,-1.673722048,0.53872568,-3.106816902,0.001891135,0.002206569
WBGene00003341,0.012883262,-6.278358261,1.744050476,-3.599871877,0.000318374,0.000425282
WBGene00003342,0.187311761,-2.416486607,0.566455469,-4.26597807,1.99E-05,3.49E-05
WBGene00003343,0.128597619,-2.959064167,0.653718225,-4.526513188,6.00E-06,1.11E-05
WBGene00003344,0.024962907,-5.324070269,1.095239578,-4.861101055,1.17E-06,2.32E-06
WBGene00003345,0.264146359,-1.920590572,0.52909572,-3.629949177,0.000283477,0.000383603
WBGene00003346,0,NA,NA,NA,NA,NA
WBGene00003347,0,NA,NA,NA,NA,NA
WBGene00003348,0.058663838,-4.09138473,1.030020638,-3.972138596,7.12E-05,0.000116409
WBGene00003349,20.04585999,4.325232407,0.207653154,20.8291197,2.36E-96,7.36E-96
WBGene00003350,0.279268304,-1.840276253,0.373035868,-4.933242109,8.09E-07,1.62E-06
WBGene00003351,0.216911461,-2.20482181,0.663127931,-3.324881529,0.000884561,0.001074633
WBGene00003352,0.001256017,-9.636928447,2.893796662,-3.330202351,0.000867829,0.001055444
WBGene00003353,0.029777308,-5.069642876,1.479664885,-3.426210168,0.000612067,0.000762835
WBGene00003354,7.577603613,2.921741674,0.23873136,12.23861696,1.93E-34,5.03E-34
WBGene00003355,0.310039461,-1.689476245,0.413837436,-4.082463543,4.46E-05,7.49E-05
WBGene00003356,0.046232926,-4.434935511,1.237672551,-3.583286635,0.000339298,0.000450139
WBGene00003357,0.309826516,-1.690467477,0.393723262,-4.293542298,1.76E-05,3.10E-05
WBGene00003358,0.021627855,-5.530965615,1.591282414,-3.475791327,0.000509348,0.000646785
WBGene00003359,0.680706791,-0.554894592,0.622010206,-0.892098854,0.372339949,0.383327836
WBGene00003360,0.089586452,-3.480575624,0.89591758,-3.884928369,0.00010236,0.000164264
WBGene00003361,0.311497537,-1.68270734,0.516445122,-3.258250044,0.001121016,0.001345405
WBGene00003362,0.369005031,-1.43828761,0.648437202,-2.218083118,0.026549166,0.028750603
WBGene00003363,3.031694561,1.600124411,0.226911441,7.051757305,1.77E-12,4.09E-12
WBGene00003364,0,NA,NA,NA,NA,NA
WBGene00003365,0.777525088,-0.363038868,0.369322776,-0.982985323,0.325614662,0.336197014
WBGene00003366,0.425593459,-1.232452118,0.423541193,-2.909875446,0.003615728,0.004115409
WBGene00003367,530.4793891,9.051152889,0.057940622,156.2142853,0,0
WBGene00003368,172.6974622,7.432103072,0.091827591,80.93540277,0,0
WBGene00003369,2065.179588,11.01205153,0.146361973,75.23847398,0,0
WBGene00003370,2693.592771,11.39531604,0.142521902,79.95484099,0,0
WBGene00003371,2721.138997,11.40999494,0.147982754,77.10354519,0,0
WBGene00003372,957.5683174,9.903231609,0.059309946,166.9742143,0,0
WBGene00003373,138.8882987,7.117781247,0.079747682,89.25377018,0,0
WBGene00003374,261.9329802,8.033053912,0.100825081,79.67317093,0,0
WBGene00003375,504.4154546,8.978468668,0.132701812,67.6589755,0,0
WBGene00003376,11.7067389,3.549267341,0.148148082,23.95756519,7.71E-127,2.56E-126
WBGene00003377,69.90757108,6.127376805,0.135384202,45.25917133,0,0
WBGene00003378,488.1246832,8.931105897,0.079624416,112.1654172,0,0
WBGene00003380,47.073297,5.556836997,0.122019586,45.54053307,0,0
WBGene00003384,67.32440013,6.073057565,0.060202633,100.8769426,0,0
WBGene00003385,104.4664782,6.706896267,0.08948121,74.95312467,0,0
WBGene00003386,57.09277498,5.835236281,0.158020446,36.92709665,1.70E-298,7.32E-298
WBGene00003387,36.01179347,5.170397546,0.127277677,40.62297221,0,0
WBGene00003388,197.9610871,7.62907306,0.111558538,68.38627704,0,0
WBGene00003389,366.8959151,8.519227032,0.0515,165.4218847,0,0
WBGene00003390,300.2009305,8.229784639,0.074548323,110.395302,0,0
WBGene00003391,241.7494937,7.917369058,0.051901092,152.5472527,0,0
WBGene00003392,198.1573061,7.630502351,0.056991445,133.8885575,0,0
WBGene00003393,346.5227085,8.436806089,0.058105839,145.1972169,0,0
WBGene00003394,36.4831059,5.18915665,0.079908839,64.93845626,0,0
WBGene00003395,285.4303909,8.156995142,0.115791799,70.44536167,0,0
WBGene00003396,181.2408329,7.501764215,0.053394317,140.4974278,0,0
WBGene00003397,468.8270307,8.872911942,0.060103419,147.6274074,0,0
WBGene00003400,421.7682773,8.720306779,0.097417741,89.51456587,0,0
WBGene00003401,673.0165249,9.394498118,0.082125383,114.3921376,0,0
WBGene00003402,53.23260604,5.734238291,0.132907139,43.14469736,0,0
WBGene00003403,17.56005074,4.134225109,0.193070229,21.41306371,1.01E-101,3.19E-101
WBGene00003404,839.9971021,9.714240541,0.1553866,62.51659094,0,0
WBGene00003405,152.9403188,7.256824977,0.093088275,77.95638056,0,0
WBGene00003406,717.8705615,9.487579926,0.085715752,110.6865385,0,0
WBGene00003407,715.2570993,9.482318102,0.084959787,111.6094848,0,0
WBGene00003408,169.4461196,7.404682789,0.119341447,62.04619587,0,0
WBGene00003409,137.3600404,7.101818559,0.1146845,61.92483329,0,0
WBGene00003410,407.8462502,8.671881577,0.106378859,81.51884355,0,0
WBGene00003411,713.4393904,9.478647062,0.054857847,172.7856177,0,0
WBGene00003412,94.30893983,6.55932263,0.094270837,69.57955259,0,0
WBGene00003413,275.7378235,8.107153368,0.093051719,87.12524058,0,0
WBGene00003414,55.71982239,5.800118754,0.109720576,52.86263495,0,0
WBGene00003415,665.8667859,9.379089769,0.060212489,155.7665194,0,0
WBGene00003417,61.0549266,5.932035808,0.085973485,68.9984334,0,0
WBGene00003418,267.7384689,8.064680631,0.102596221,78.6060204,0,0
WBGene00003420,9.320173441,3.220356803,0.142544567,22.59192952,5.20E-113,1.68E-112
WBGene00003421,80.02729075,6.322420164,0.087510203,72.24780576,0,0
WBGene00003422,232.6101965,7.861770529,0.097522367,80.61505026,0,0
WBGene00003423,638.0194358,9.317456563,0.12670979,73.53383322,0,0
WBGene00003424,39.17732685,5.291947058,0.451378967,11.72395579,9.61E-32,2.47E-31
WBGene00003425,26.20817082,4.71194476,0.463768808,10.16011572,2.99E-24,7.43E-24
WBGene00003426,35.66275522,5.156346261,0.375095715,13.74674798,5.33E-43,1.43E-42
WBGene00003429,37.34924028,5.223006992,0.331103388,15.77455011,4.66E-56,1.31E-55
WBGene00003430,3.522971392,1.81679276,0.248122369,7.322164342,2.44E-13,5.69E-13
WBGene00003431,54.22960807,5.761008839,0.36480973,15.79181796,3.54E-56,9.95E-56
WBGene00003432,67.70483692,6.081187,0.338877951,17.94506544,5.24E-72,1.54E-71
WBGene00003433,0.916927034,-0.125121162,0.415748949,-0.300953646,0.763449842,0.770520582
WBGene00003434,27.31609725,4.77167947,0.316032384,15.09870417,1.65E-51,4.57E-51
WBGene00003435,60.1031653,5.909369067,0.337092578,17.53040398,8.40E-69,2.45E-68
WBGene00003437,7.566468341,2.919620078,0.438929264,6.651687002,2.90E-11,6.64E-11
WBGene00003438,33.43979301,5.063494012,0.383867767,13.19072462,9.92E-40,2.63E-39
WBGene00003442,51.7814639,5.694363847,0.371842127,15.31392875,6.17E-53,1.72E-52
WBGene00003443,62.7028141,5.970458287,0.326150408,18.30584337,7.43E-75,2.20E-74
WBGene00003444,10.87619839,3.443102468,0.42435921,8.113650855,4.91E-16,1.17E-15
WBGene00003445,0.778594866,-0.361055263,0.287531004,-1.255708976,0.209221503,0.21823336
WBGene00003446,9.860029117,3.301591907,0.386250139,8.547807688,1.25E-17,3.01E-17
WBGene00003448,20.70115105,4.371639083,0.343221397,12.73708201,3.68E-37,9.68E-37
WBGene00003449,41.93804705,5.390187775,0.30530375,17.65516398,9.29E-70,2.71E-69
WBGene00003450,21.00372666,4.392573421,0.403000831,10.89966343,1.16E-27,2.92E-27
WBGene00003451,0.471927456,-1.083362988,0.457046083,-2.370358325,0.017770853,0.019491203
WBGene00003452,41.05584563,5.359515746,0.36594329,14.64575495,1.43E-48,3.93E-48
WBGene00003456,5.233781913,2.38785381,0.405613529,5.887017174,3.93E-09,8.74E-09
WBGene00003457,46.76959741,5.547499105,0.406079642,13.66111109,1.73E-42,4.65E-42
WBGene00003458,12.7181049,3.668811808,0.483013174,7.595676493,3.06E-14,7.20E-14
WBGene00003460,6.70295063,2.744796308,0.293230784,9.360532598,7.93E-21,1.94E-20
WBGene00003462,2.118021313,1.082717107,0.43049468,2.515053397,0.011901436,0.013157891
WBGene00003463,70.73757842,6.144404927,0.244565186,25.12379226,2.73E-139,9.32E-139
WBGene00003464,48.16587668,5.58993952,0.411131055,13.5964906,4.20E-42,1.13E-41
WBGene00003465,38.79673555,5.277863361,0.350270101,15.06798138,2.63E-51,7.27E-51
WBGene00003466,1.226463103,0.294503833,0.359924677,0.818237403,0.413221642,0.424327555
WBGene00003467,71.71212501,6.164145164,0.390019484,15.80471084,2.89E-56,8.11E-56
WBGene00003468,2.84220791,1.507012093,0.409445336,3.680618531,0.000232669,0.000323263
WBGene00003469,43.52523846,5.443780297,0.397068027,13.70994369,8.85E-43,2.38E-42
WBGene00003470,69.99323942,6.129143675,0.333520605,18.3771065,2.00E-75,5.95E-75
WBGene00003471,35.42589769,5.146732506,0.170729894,30.14546774,1.23E-199,4.63E-199
WBGene00003472,388.0008898,8.599916151,0.060448689,142.268034,0,0
WBGene00003473,336.8414884,8.395926034,0.261560905,32.09931562,4.51E-226,1.76E-225
WBGene00003474,103.3087824,6.690819094,0.248479169,26.92708258,1.06E-159,3.74E-159
WBGene00003475,156.8075794,7.292851485,0.065157644,111.9262609,0,0
WBGene00003476,1559.540957,10.60690573,0.054616908,194.2055324,0,0
WBGene00003477,174.3630604,7.44595062,0.068774216,108.2666013,0,0
WBGene00003478,203.4465632,7.668506099,0.055287117,138.7033087,0,0
WBGene00003479,122.0346978,6.931147593,0.060446005,114.6667603,0,0
WBGene00003480,91.06566479,6.508835301,0.116422809,55.90687388,0,0
WBGene00003482,1154.344455,10.17285807,0.129384542,78.62498777,0,0
WBGene00003485,399.661567,8.642635034,0.155304023,55.64978218,0,0
WBGene00003495,1505.946912,10.5564552,0.149592272,70.56818527,0,0
WBGene00003497,1382.469278,10.4330317,0.133693763,78.03678688,0,0
WBGene00003499,79.09711897,6.305553242,0.097695219,64.54310989,0,0
WBGene00003504,190.8690589,7.576439441,0.078417132,96.61714481,0,0
WBGene00003507,121.0435298,6.919382154,0.122854315,56.32184887,0,0
WBGene00003508,453.8643208,8.826117269,0.059975193,147.1627983,0,0
WBGene00003509,155.4913765,7.280690761,0.09492997,76.69538644,0,0
WBGene00003510,135.3628282,7.080687807,0.072472458,97.70177507,0,0
WBGene00003511,256.7094936,8.00399284,0.141212271,56.68057574,0,0
WBGene00003514,1637.985373,10.67770676,0.170684955,62.55798441,0,0
WBGene00003515,2163.995894,11.07948205,0.141494097,78.30349319,0,0
WBGene00003516,1191.264279,10.21827779,0.138468282,73.79507911,0,0
WBGene00003517,148.2826877,7.21220636,0.111086834,64.92404249,0,0
WBGene00003518,104.362966,6.705466041,0.091207196,73.51904565,0,0
WBGene00003519,251.9548985,7.977021695,0.167505403,47.62247397,0,0
WBGene00003520,11.95041673,3.578989023,0.158881705,22.52612416,2.30E-112,7.44E-112
WBGene00003521,0,NA,NA,NA,NA,NA
WBGene00003522,20.92108864,4.38688602,0.205768393,21.31953286,7.48E-101,2.36E-100
WBGene00003523,41.19712125,5.364471624,0.168205706,31.89232849,3.41E-223,1.33E-222
WBGene00003524,12.55643005,3.650354441,0.16924246,21.56878629,3.53E-103,1.12E-102
WBGene00003525,21.28597393,4.411831196,0.1789237,24.65761212,3.05E-134,1.03E-133
WBGene00003526,89.33957236,6.481227444,0.143829533,45.06186817,0,0
WBGene00003527,28.95198362,4.855590292,0.156021567,31.12127637,1.24E-212,4.76E-212
WBGene00003528,53.76968294,5.748721059,0.214566343,26.7922777,3.98E-158,1.40E-157
WBGene00003529,131.9568696,7.043922648,0.323356559,21.78376299,3.31E-105,1.05E-104
WBGene00003530,124.0150797,6.954371746,0.198617549,35.01388371,1.38E-268,5.74E-268
WBGene00003531,14.55463864,3.863407116,0.178468831,21.64751737,6.41E-104,2.04E-103
WBGene00003532,13.62886419,3.76859343,0.187719429,20.07567064,1.20E-89,3.70E-89
WBGene00003533,44.46102219,5.474469212,0.184002777,29.75210099,1.63E-194,6.09E-194
WBGene00003534,59.5532093,5.896107351,0.192740884,30.59084938,1.62E-205,6.15E-205
WBGene00003535,0.869396825,-0.201913267,0.321259335,-0.628505525,0.529672828,0.540390525
WBGene00003536,0.649699372,-0.622155784,0.28259138,-2.201609206,0.027692925,0.029956392
