geneName,WBID
twk-13,WBGene00006668
twk-14,WBGene00006669
twk-16,WBGene00006670
twk-17,WBGene00006671
twk-18,WBGene00006672
twk-20,WBGene00006673
twk-21,WBGene00006674
twk-22,WBGene00006675
twk-23,WBGene00006676
twk-24,WBGene00006677
twk-25,WBGene00006678
twk-26,WBGene00006679
twk-28,WBGene00006680
twk-29,WBGene00006681
twk-30,WBGene00006682
twk-31,WBGene00006683
twk-32,WBGene00006684
twk-33,WBGene00006685
twk-34,WBGene00006686
twk-35,WBGene00006687
twk-36,WBGene00006688
twk-37,WBGene00006689
twk-39,WBGene00006690
twk-40,WBGene00006691
twk-42,WBGene00006692
twk-43,WBGene00006693
twk-44,WBGene00006694
twk-45,WBGene00006695
twk-46,WBGene00006696
uaf-1,WBGene00006697
uaf-2,WBGene00006698
uba-1,WBGene00006699
uba-2,WBGene00006700
ubc-1,WBGene00006701
ubc-3,WBGene00006702
ubc-6,WBGene00006703
ubc-7,WBGene00006704
ubc-8,WBGene00006705
ubc-9,WBGene00006706
ubc-12,WBGene00006707
ubc-13,WBGene00006708
ubc-14,WBGene00006709
ubc-15,WBGene00006710
ubc-16,WBGene00006711
ubc-17,WBGene00006712
ubc-18,WBGene00006713
ubc-19,WBGene00006714
ubc-20,WBGene00006715
ubc-21,WBGene00006716
ubc-22,WBGene00006717
ubc-23,WBGene00006718
ubc-24,WBGene00006719
ubc-25,WBGene00006720
ubh-1,WBGene00006721
ubh-2,WBGene00006722
ubh-3,WBGene00006723
ubh-4,WBGene00006724
ubl-1,WBGene00006725
ubl-5,WBGene00006726
ubq-1,WBGene00006727
ubq-2,WBGene00006728
ucp-4,WBGene00006729
uev-1,WBGene00006730
uev-2,WBGene00006731
uev-3,WBGene00006732
ufd-1,WBGene00006733
ufd-2,WBGene00006734
ula-1,WBGene00006735
ulp-1,WBGene00006736
ulp-2,WBGene00006737
ulp-3,WBGene00006738
ulp-4,WBGene00006739
ulp-5,WBGene00006740
unc-1,WBGene00006741
unc-2,WBGene00006742
unc-3,WBGene00006743
unc-4,WBGene00006744
unc-5,WBGene00006745
unc-6,WBGene00006746
unc-7,WBGene00006747
unc-8,WBGene00006748
unc-9,WBGene00006749
unc-10,WBGene00006750
unc-11,WBGene00006751
unc-13,WBGene00006752
unc-14,WBGene00006753
unc-15,WBGene00006754
unc-16,WBGene00006755
unc-17,WBGene00006756
unc-18,WBGene00006757
unc-22,WBGene00006759
unc-23,WBGene00006760
unc-24,WBGene00006761
unc-25,WBGene00006762
unc-26,WBGene00006763
unc-27,WBGene00006764
unc-29,WBGene00006765
unc-30,WBGene00006766
unc-31,WBGene00006767
unc-32,WBGene00006768
unc-33,WBGene00006769
unc-34,WBGene00006770
tln-1,WBGene00006771
unc-36,WBGene00006772
unc-37,WBGene00006773
unc-38,WBGene00006774
unc-39,WBGene00006775
unc-40,WBGene00006776
unc-41,WBGene00006777
unc-42,WBGene00006778
unc-43,WBGene00006779
unc-44,WBGene00006780
unc-45,WBGene00006781
unc-46,WBGene00006782
unc-47,WBGene00006783
unc-49,WBGene00006784
unc-50,WBGene00006785
unc-51,WBGene00006786
unc-52,WBGene00006787
unc-53,WBGene00006788
unc-54,WBGene00006789
unc-55,WBGene00006790
unc-57,WBGene00006791
unc-58,WBGene00006792
unc-59,WBGene00006793
unc-60,WBGene00006794
unc-61,WBGene00006795
unc-62,WBGene00006796
unc-63,WBGene00006797
unc-64,WBGene00006798
unc-68,WBGene00006801
unc-69,WBGene00006802
unc-70,WBGene00006803
unc-71,WBGene00006804
unc-73,WBGene00006805
unc-75,WBGene00006807
unc-76,WBGene00006808
unc-77,WBGene00006809
unc-78,WBGene00006810
unc-79,WBGene00006811
unc-80,WBGene00006812
unc-82,WBGene00006814
unc-83,WBGene00006815
unc-84,WBGene00006816
unc-85,WBGene00006817
unc-86,WBGene00006818
unc-87,WBGene00006819
unc-89,WBGene00006820
unc-93,WBGene00006822
unc-94,WBGene00006823
unc-95,WBGene00006824
unc-96,WBGene00006825
unc-97,WBGene00006826
unc-98,WBGene00006827
unc-101,WBGene00006829
unc-103,WBGene00006830
unc-104,WBGene00006831
unc-105,WBGene00006832
unc-108,WBGene00006833
unc-112,WBGene00006836
unc-115,WBGene00006839
unc-116,WBGene00006840
unc-119,WBGene00006843
unc-120,WBGene00006844
unc-122,WBGene00006845
unc-129,WBGene00006852
unc-130,WBGene00006853
usp-14,WBGene00006856
cal-5,WBGene00006861
pnk-4,WBGene00006862
gyg-1,WBGene00006863
npr-16,WBGene00006864
slcf-2,WBGene00006865
vab-1,WBGene00006868
vab-2,WBGene00006869
vab-3,WBGene00006870
vab-7,WBGene00006873
vab-8,WBGene00006874
vab-9,WBGene00006875
vab-10,WBGene00006876
vab-15,WBGene00006881
vab-19,WBGene00006882
vap-1,WBGene00006886
vav-1,WBGene00006887
vbh-1,WBGene00006888
pfd-3,WBGene00006889
vem-1,WBGene00006890
spon-1,WBGene00006893
ver-1,WBGene00006894
ver-2,WBGene00006895
ver-3,WBGene00006896
ver-4,WBGene00006897
vet-6,WBGene00006902
vha-1,WBGene00006910
vha-2,WBGene00006911
vha-3,WBGene00006912
vha-4,WBGene00006913
vha-5,WBGene00006914
vha-6,WBGene00006915
vha-7,WBGene00006916
vha-8,WBGene00006917
vha-10,WBGene00006919
vha-11,WBGene00006920
vha-12,WBGene00006921
vhl-1,WBGene00006922
vhp-1,WBGene00006923
vig-1,WBGene00006924
vit-1,WBGene00006925
vit-2,WBGene00006926
vit-3,WBGene00006927
vit-4,WBGene00006928
vit-5,WBGene00006929
vit-6,WBGene00006930
vps-26,WBGene00006931
vps-34,WBGene00006932
vps-35,WBGene00006933
vps-54,WBGene00006934
vars-1,WBGene00006935
glp-4,WBGene00006936
wah-1,WBGene00006937
wee-1.1,WBGene00006938
wee-1.3,WBGene00006940
wnk-1,WBGene00006941
wrk-1,WBGene00006942
wrm-1,WBGene00006943
wrn-1,WBGene00006944
wars-1,WBGene00006945
prx-10,WBGene00006946
wrt-1,WBGene00006947
wrt-2,WBGene00006948
wrt-3,WBGene00006949
wrt-4,WBGene00006950
wrt-5,WBGene00006951
wrt-6,WBGene00006952
wrt-7,WBGene00006953
wrt-8,WBGene00006954
wrt-9,WBGene00006955
wrt-10,WBGene00006956
wsp-1,WBGene00006957
wve-1,WBGene00006958
xbp-1,WBGene00006959
xbx-1,WBGene00006960
xnp-1,WBGene00006961
xol-1,WBGene00006962
xpa-1,WBGene00006963
xrn-2,WBGene00006964
xtr-1,WBGene00006965
xtr-2,WBGene00006966
yars-2,WBGene00006968
zag-1,WBGene00006970
zak-1,WBGene00006971
zen-4,WBGene00006974
zfp-1,WBGene00006975
zhp-3,WBGene00006976
zif-1,WBGene00006977
zig-1,WBGene00006978
zig-2,WBGene00006979
zig-3,WBGene00006980
zig-4,WBGene00006981
zig-5,WBGene00006982
zig-6,WBGene00006983
zig-7,WBGene00006984
zig-8,WBGene00006985
zip-1,WBGene00006986
zmp-1,WBGene00006987
zyg-1,WBGene00006988
zyg-8,WBGene00006993
zyg-9,WBGene00006994
zyg-11,WBGene00006996
zyg-12,WBGene00006997
zyx-1,WBGene00006999
tufm-1,WBGene00007000
tufm-2,WBGene00007001
npr-3,WBGene00007006
mak-2,WBGene00007007
rfp-1,WBGene00007008
wwp-1,WBGene00007009
alx-1,WBGene00007010
mdt-1.2,WBGene00007011
mdt-4,WBGene00007012
mdt-8,WBGene00007013
mdt-10,WBGene00007014
mdt-11,WBGene00007015
mdt-15,WBGene00007016
mdt-17,WBGene00007017
mdt-18,WBGene00007018
mdt-19,WBGene00007019
mdt-20,WBGene00007020
immp-1,WBGene00007021
mdt-22,WBGene00007022
mdt-27,WBGene00007023
plin-1,WBGene00007024
mdt-29,WBGene00007025
mdt-31,WBGene00007026
ssl-1,WBGene00007027
trr-1,WBGene00007028
mys-1,WBGene00007029
epc-1,WBGene00007030
sod-5,WBGene00007036
tag-180,WBGene00007041
pbrm-1,WBGene00007042
algn-10,WBGene00007043
cpna-5,WBGene00007044
wts-1,WBGene00007047
nfx-1,WBGene00007048
tag-191,WBGene00007049
utp-20,WBGene00007050
chd-7,WBGene00007053
scpl-1,WBGene00007054
tag-196,WBGene00007055
crn-7,WBGene00007056
ant-1.2,WBGene00007057
dmd-6,WBGene00007058
vps-52,WBGene00007059
wht-6,WBGene00007060
2L52.1,WBGene00007063
rga-9,WBGene00007064
pot-3,WBGene00007065
3R5.2,WBGene00007066
4R79.2,WBGene00007067
cTel55X.1,WBGene00007068
6R55.2,WBGene00007069
ugt-49,WBGene00007070
AC3.5,WBGene00007071
ugt-1,WBGene00007072
ugt-2,WBGene00007073
AC8.2,WBGene00007074
AC8.5,WBGene00007077
sfxn-1.1,WBGene00007080
AH6.3,WBGene00007081
acs-10,WBGene00007082
AH10.2,WBGene00007083
AH10.4,WBGene00007085
B0001.2,WBGene00007087
B0001.3,WBGene00007088
B0001.4,WBGene00007089
B0001.5,WBGene00007090
eri-12,WBGene00007091
B0001.7,WBGene00007092
B0001.8,WBGene00007093
B0019.2,WBGene00007094
B0024.3,WBGene00007096
B0024.4,WBGene00007097
trx-2,WBGene00007099
asps-1,WBGene00007100
B0024.11,WBGene00007101
B0024.13,WBGene00007102
crm-1,WBGene00007103
B0024.15,WBGene00007104
znf-207,WBGene00007105
B0035.3,WBGene00007106
pfd-4,WBGene00007107
gspd-1,WBGene00007108
edg-1,WBGene00007109
leo-1,WBGene00007110
sart-3,WBGene00007111
B0035.13,WBGene00007112
B0035.15,WBGene00007113
mttu-1,WBGene00007114
B0198.2,WBGene00007115
B0198.3,WBGene00007116
spe-42,WBGene00007117
npp-22,WBGene00007118
calf-1,WBGene00007119
B0250.5,WBGene00007122
srbc-79,WBGene00007123
B0250.7,WBGene00007124
B0250.8,WBGene00007125
dhcr-7,WBGene00007126
srbc-78,WBGene00007127
memb-1,WBGene00007128
B0272.3,WBGene00007129
B0272.4,WBGene00007130
pals-26,WBGene00007131
pals-27,WBGene00007132
B0284.3,WBGene00007133
pals-28,WBGene00007134
cdk-12,WBGene00007135
B0285.3,WBGene00007136
lcmt-1,WBGene00007137
B0285.6,WBGene00007138
mnp-1,WBGene00007139
cyp-29A4,WBGene00007140
pitr-4,WBGene00007141
ttr-18,WBGene00007142
B0334.3,WBGene00007143
B0334.4,WBGene00007144
B0334.5,WBGene00007145
B0334.6,WBGene00007146
B0334.9,WBGene00007147
B0334.10,WBGene00007148
B0334.13,WBGene00007149
acly-2,WBGene00007150
B0365.2,WBGene00007151
clec-225,WBGene00007152
clec-41,WBGene00007153
dhc-3,WBGene00007154
B0379.1,WBGene00007155
B0379.2,WBGene00007156
B0379.6,WBGene00007158
B0379.7,WBGene00007159
fbxa-153,WBGene00007162
fbxa-154,WBGene00007163
fbxa-139,WBGene00007164
fbxa-152,WBGene00007166
rbg-3,WBGene00007167
B0393.3,WBGene00007168
B0393.4,WBGene00007169
B0393.5,WBGene00007170
B0393.6,WBGene00007171
B0393.7,WBGene00007172
B0393.8,WBGene00007173
mboa-1,WBGene00007174
B0395.3,WBGene00007175
kcnl-1,WBGene00007176
oac-1,WBGene00007177
B0457.2,WBGene00007178
B0457.4,WBGene00007179
B0457.6,WBGene00007180
fbxb-119,WBGene00007182
B0462.4,WBGene00007183
ctr-9,WBGene00007184
nlp-36,WBGene00007185
B0464.6,WBGene00007186
tag-342,WBGene00007187
B0464.9,WBGene00007188
rmd-3,WBGene00007190
lgc-20,WBGene00007191
B0491.5,WBGene00007192
B0491.6,WBGene00007193
B0491.7,WBGene00007194
thoc-7,WBGene00007195
B0513.4,WBGene00007196
prdh-1,WBGene00007197
B0513.7,WBGene00007199
vamp-8,WBGene00007200
exos-4.1,WBGene00007201
B0564.2,WBGene00007202
best-1,WBGene00007203
best-2,WBGene00007204
B0564.7,WBGene00007207
BE10.1,WBGene00007209
agmo-1,WBGene00007210
BE10.3,WBGene00007211
BE10.4,WBGene00007212
C01A2.1,WBGene00007213
C01A2.2,WBGene00007214
oxa-1,WBGene00007215
C01A2.4,WBGene00007216
tads-1,WBGene00007217
C01A2.6,WBGene00007218
nlp-38,WBGene00007219
C01B9.1,WBGene00007220
cpna-3,WBGene00007221
C01F6.2,WBGene00007222
C01F6.9,WBGene00007223
C01G6.2,WBGene00007224
C01G6.3,WBGene00007225
C01G6.4,WBGene00007226
C01G6.5,WBGene00007227
acs-7,WBGene00007228
C01G6.9,WBGene00007229
C01G10.1,WBGene00007230
C01G10.4,WBGene00007231
C01G10.5,WBGene00007232
C01G10.6,WBGene00007233
C01G10.7,WBGene00007234
ahsa-1,WBGene00007235
C01G10.9,WBGene00007236
C01G10.10,WBGene00007237
C01G10.13,WBGene00007238
C01G10.14,WBGene00007239
C01G10.15,WBGene00007240
C01G10.16,WBGene00007241
madf-5,WBGene00007242
nspb-7,WBGene00007243
C01G12.3,WBGene00007244
C01G12.5,WBGene00007245
nspb-10,WBGene00007246
C01G12.7,WBGene00007247
catp-4,WBGene00007248
C01G12.9,WBGene00007249
nspb-8,WBGene00007250
nspb-9,WBGene00007251
mlt-2,WBGene00007252
C01H6.3,WBGene00007253
C01H6.4,WBGene00007254
cnnm-4,WBGene00007255
swsn-9,WBGene00007256
C01H6.8,WBGene00007257
hasp-1,WBGene00007258
C02B4.3,WBGene00007259
olrn-1,WBGene00007260
lron-3,WBGene00007261
jud-4,WBGene00007262
C02F4.4,WBGene00007264
C02F4.5,WBGene00007265
C03A3.1,WBGene00007266
C03A3.2,WBGene00007267
C03A3.3,WBGene00007268
C03C10.2,WBGene00007269
rei-1,WBGene00007270
C03C10.5,WBGene00007271
C03C10.7,WBGene00007273
C03C11.1,WBGene00007274
C03D6.1,WBGene00007275
asfl-1,WBGene00007277
lab-1,WBGene00007278
C03E10.1,WBGene00007279
C03E10.3,WBGene00007281
clec-223,WBGene00007282
clec-222,WBGene00007283
C03H12.1,WBGene00007284
C04A11.1,WBGene00007285
C04A11.2,WBGene00007286
gck-4,WBGene00007287
C04A11.5,WBGene00007288
C04B4.1,WBGene00007289
C04B4.2,WBGene00007290
lips-2,WBGene00007291
C04B4.4,WBGene00007292
C04B4.5,WBGene00007293
C04B4.6,WBGene00007294
C04C11.1,WBGene00007295
arrd-25,WBGene00007296
C04F12.1,WBGene00007297
C04F12.5,WBGene00007299
C04F12.7,WBGene00007301
C04F12.8,WBGene00007302
rnh-1.3,WBGene00007303
ttr-39,WBGene00007304
ttbk-5,WBGene00007305
C04G2.5,WBGene00007306
spch-1,WBGene00007307
C04G2.9,WBGene00007308
C04G2.10,WBGene00007309
irld-21,WBGene00007310
C04H4.1,WBGene00007311
C04H5.1,WBGene00007312
clec-147,WBGene00007313
gcy-29,WBGene00007314
C04H5.7,WBGene00007315
nlp-41,WBGene00007316
C05A9.2,WBGene00007317
C05B5.1,WBGene00007319
C05B5.2,WBGene00007320
C05B5.4,WBGene00007321
C05B5.5,WBGene00007322
fbxa-155,WBGene00007323
C05B5.8,WBGene00007324
C05C9.1,WBGene00007325
C05C9.2,WBGene00007326
C05C9.3,WBGene00007327
pho-10,WBGene00007328
C05C10.2,WBGene00007329
C05C10.3,WBGene00007330
pho-11,WBGene00007331
C05C10.5,WBGene00007332
ufd-3,WBGene00007333
C05C10.7,WBGene00007334
C05C12.1,WBGene00007335
C05C12.4,WBGene00007336
C05C12.5,WBGene00007337
C05C12.6,WBGene00007338
C05D12.1,WBGene00007339
C05D12.2,WBGene00007340
C05D12.4,WBGene00007341
C05D12.5,WBGene00007342
C05E7.1,WBGene00007343
C05E7.2,WBGene00007344
C05E7.3,WBGene00007345
frpr-2,WBGene00007346
C05G5.1,WBGene00007347
C05G5.2,WBGene00007348
C05G5.3,WBGene00007349
sucl-1,WBGene00007350
C05G5.5,WBGene00007351
cdc-48.1,WBGene00007352
C06A1.2,WBGene00007353
C06A1.3,WBGene00007354
rpb-6,WBGene00007355
C06A1.6,WBGene00007356
C06A12.3,WBGene00007357
lact-6,WBGene00007358
C06A12.8,WBGene00007359
C06B3.1,WBGene00007360
oac-3,WBGene00007361
cyp-35C1,WBGene00007362
stdh-1,WBGene00007363
stdh-3,WBGene00007364
C06B3.6,WBGene00007365
C06B3.7,WBGene00007366
nhr-150,WBGene00007367
C06B8.2,WBGene00007368
C06B8.3,WBGene00007369
str-264,WBGene00007370
C06B8.7,WBGene00007372
C06C3.3,WBGene00007374
C06C3.4,WBGene00007375
C06C3.7,WBGene00007377
lido-17,WBGene00007378
C06C6.7,WBGene00007381
C06C6.8,WBGene00007382
C06C6.9,WBGene00007383
swt-3,WBGene00007384
atp-5,WBGene00007385
C06H2.2,WBGene00007386
jmjd-5,WBGene00007387
folt-1,WBGene00007388
glb-3,WBGene00007389
lmtr-3,WBGene00007390
C06H2.7,WBGene00007391
fbxa-156,WBGene00007392
fbxa-157,WBGene00007393
C06H5.6,WBGene00007394
dcar-1,WBGene00007395
tiar-3,WBGene00007396
C07A4.2,WBGene00007397
C07A4.3,WBGene00007398
clec-162,WBGene00007399
bud-31,WBGene00007400
C07A9.5,WBGene00007401
ugt-60,WBGene00007402
set-3,WBGene00007403
best-5,WBGene00007404
C07A9.9,WBGene00007405
C07A9.10,WBGene00007406
C07B5.2,WBGene00007407
C07B5.3,WBGene00007408
C07B5.4,WBGene00007409
C07B5.6,WBGene00007410
C07C7.1,WBGene00007411
stip-1,WBGene00007412
pro-2,WBGene00007413
C07E3.3,WBGene00007414
C07E3.4,WBGene00007415
ceh-57,WBGene00007416
ceh-58,WBGene00007417
C07E3.8,WBGene00007418
C07E3.9,WBGene00007419
C07E3.10,WBGene00007420
C07H4.1,WBGene00007421
ugt-17,WBGene00007422
C08B6.2,WBGene00007423
C08B6.3,WBGene00007424
C08B6.4,WBGene00007425
C08B6.5,WBGene00007426
C08B6.6,WBGene00007427
wdr-20,WBGene00007428
C08B6.8,WBGene00007429
C08B6.10,WBGene00007430
C08B6.11,WBGene00007431
srxa-18,WBGene00007432
swsn-7,WBGene00007433
arp-6,WBGene00007434
algn-6,WBGene00007435
C08B11.9,WBGene00007436
C08E8.1,WBGene00007437
C08E8.2,WBGene00007438
C08E8.3,WBGene00007439
C08E8.4,WBGene00007440
C08E8.5,WBGene00007441
C08E8.6,WBGene00007442
pfd-1,WBGene00007443
C08F8.2,WBGene00007444
C08F8.3,WBGene00007445
mboa-4,WBGene00007446
fbxb-9,WBGene00007447
C08F8.6,WBGene00007448
C08F8.9,WBGene00007449
C08F11.1,WBGene00007450
C08F11.3,WBGene00007452
fbxa-98,WBGene00007453
C08F11.7,WBGene00007454
ugt-22,WBGene00007455
srz-29,WBGene00007456
C08F11.10,WBGene00007457
ule-4,WBGene00007458
C08F11.12,WBGene00007459
C08F11.13,WBGene00007460
vgln-1,WBGene00007463
algn-8,WBGene00007464
chil-1,WBGene00007465
chil-2,WBGene00007466
chil-3,WBGene00007467
C08H9.8,WBGene00007468
chil-4,WBGene00007469
chil-5,WBGene00007470
chil-6,WBGene00007471
chil-7,WBGene00007472
chil-8,WBGene00007473
C08H9.15,WBGene00007474
C09E9.1,WBGene00007476
C09F9.1,WBGene00007478
C09F9.2,WBGene00007479
glna-1,WBGene00007480
C09F12.2,WBGene00007482
C09F12.3,WBGene00007483
C09G1.2,WBGene00007484
C09G1.3,WBGene00007485
C09G1.4,WBGene00007486
C09G1.5,WBGene00007487
dph-2,WBGene00007488
C09G5.7,WBGene00007489
mks-5,WBGene00007490
C09G9.1,WBGene00007492
npp-23,WBGene00007493
C09G9.3,WBGene00007494
C09G9.5,WBGene00007495
npax-4,WBGene00007496
C09G9.8,WBGene00007497
C09H10.5,WBGene00007499
nasp-1,WBGene00007500
apc-17,WBGene00007501
glb-4,WBGene00007502
C09H10.9,WBGene00007503
nbs-1,WBGene00007504
pezo-1,WBGene00007505
C10C5.2,WBGene00007506
C10C5.3,WBGene00007507
C10C5.4,WBGene00007508
C10C5.5,WBGene00007509
C10C5.7,WBGene00007511
C10C6.3,WBGene00007512
wht-2,WBGene00007513
catp-8,WBGene00007514
C10C6.7,WBGene00007515
gpx-5,WBGene00007516
gpx-3,WBGene00007517
del-8,WBGene00007518
C11E4.6,WBGene00007520
C11E4.7,WBGene00007521
C11E4.8,WBGene00007522
C11G6.2,WBGene00007523
C11G10.1,WBGene00007525
C11H1.2,WBGene00007528
C11H1.3,WBGene00007529
C11H1.5,WBGene00007530
C11H1.7,WBGene00007531
cbl-1,WBGene00007533
fubl-1,WBGene00007534
ttr-19,WBGene00007535
daf-36,WBGene00007536
fipr-8,WBGene00007537
C12D8.9,WBGene00007538
C12D8.13,WBGene00007540
fipr-4,WBGene00007541
C12D8.15,WBGene00007542
fipr-7,WBGene00007543
fipr-6,WBGene00007544
C13B4.1,WBGene00007545
nhr-153,WBGene00007546
nhr-154,WBGene00007547
C13C4.4,WBGene00007548
spin-1,WBGene00007549
C13C4.6,WBGene00007550
C13C4.7,WBGene00007551
C13C12.2,WBGene00007552
C13G3.1,WBGene00007553
pptr-2,WBGene00007554
dohh-1,WBGene00007555
algn-9,WBGene00007556
C14A4.6,WBGene00007557
C14A4.7,WBGene00007558
C14A4.8,WBGene00007559
C14A4.9,WBGene00007560
ccm-3,WBGene00007561
C14A4.12,WBGene00007562
C14A4.13,WBGene00007563
mrps-22,WBGene00007564
clec-48,WBGene00007565
C14A6.3,WBGene00007567
C14A6.5,WBGene00007569
C14A6.6,WBGene00007570
C14A6.7,WBGene00007571
C14A6.8,WBGene00007572
C14B1.2,WBGene00007573
C14B1.3,WBGene00007574
dph-1,WBGene00007576
nrde-1,WBGene00007577
C14B1.7,WBGene00007578
C14B1.8,WBGene00007579
C14B1.9,WBGene00007580
alkb-8,WBGene00007581
C14B4.2,WBGene00007583
C14C10.1,WBGene00007584
C14C10.2,WBGene00007585
ril-2,WBGene00007586
mma-1,WBGene00007587
C14C10.5,WBGene00007588
erg-28,WBGene00007589
ttr-43,WBGene00007590
zipt-13,WBGene00007591
C14H10.2,WBGene00007592
C14H10.3,WBGene00007593
lgc-23,WBGene00007594
C15A7.2,WBGene00007595
C15A11.2,WBGene00007597
C15A11.4,WBGene00007598
C15A11.7,WBGene00007599
C15C6.1,WBGene00007600
C15C6.2,WBGene00007601
C15C6.3,WBGene00007602
C15C6.4,WBGene00007603
xbx-9,WBGene00007604
hrg-7,WBGene00007605
C15C8.4,WBGene00007606
C15C8.5,WBGene00007607
C15C8.6,WBGene00007608
C15C8.7,WBGene00007609
C15H7.3,WBGene00007610
C15H7.4,WBGene00007611
C15H11.1,WBGene00007613
gnrr-2,WBGene00007614
set-31,WBGene00007615
rpoa-12,WBGene00007616
rrbs-1,WBGene00007617
C15H11.10,WBGene00007618
C15H11.11,WBGene00007619
ocrl-1,WBGene00007620
C16C2.4,WBGene00007621
C16C10.1,WBGene00007622
C16C10.2,WBGene00007623
hrde-1,WBGene00007624
C16C10.4,WBGene00007625
rnf-121,WBGene00007626
ccdc-55,WBGene00007627
C16C10.8,WBGene00007628
C16C10.9,WBGene00007629
har-1,WBGene00007630
wht-3,WBGene00007631
C16C10.13,WBGene00007632
C16D2.1,WBGene00007633
C16D6.1,WBGene00007634
npr-4,WBGene00007635
C16D6.3,WBGene00007636
dhhc-7,WBGene00007637
C17D12.5,WBGene00007639
C17D12.7,WBGene00007640
C17E4.1,WBGene00007641
C17E4.2,WBGene00007642
marc-3,WBGene00007643
C17E4.4,WBGene00007644
C17E4.6,WBGene00007645
nkb-1,WBGene00007646
C17E4.10,WBGene00007647
folr-1,WBGene00007648
C17G1.2,WBGene00007649
ugt-23,WBGene00007650
nra-3,WBGene00007651
C17G1.5,WBGene00007652
cysl-1,WBGene00007653
C17H1.1,WBGene00007654
C17H1.2,WBGene00007655
pals-2,WBGene00007656
pals-3,WBGene00007657
pals-4,WBGene00007658
pals-5,WBGene00007659
pals-6,WBGene00007660
pals-7,WBGene00007661
pals-8,WBGene00007662
C18B12.1,WBGene00007663
seb-3,WBGene00007664
C18B12.4,WBGene00007666
C18B12.6,WBGene00007668
C18D1.2,WBGene00007669
stg-1,WBGene00007670
fbxa-136,WBGene00007672
C18D4.3,WBGene00007673
C18D4.4,WBGene00007674
C18D4.6,WBGene00007675
srz-90,WBGene00007678
C18D11.1,WBGene00007679
maa-1,WBGene00007680
C18D11.3,WBGene00007681
C18D11.6,WBGene00007682
C18E9.2,WBGene00007683
C18E9.4,WBGene00007684
C18E9.5,WBGene00007685
tomm-40,WBGene00007686
C18E9.7,WBGene00007687
C18E9.8,WBGene00007688
C18E9.9,WBGene00007689
sftd-3,WBGene00007690
C23H4.2,WBGene00007691
C23H4.3,WBGene00007692
C23H4.4,WBGene00007693
C23H4.6,WBGene00007694
C23H4.7,WBGene00007695
tram-1,WBGene00007696
C24F3.2,WBGene00007697
qns-1,WBGene00007698
C24H11.1,WBGene00007699
C24H11.2,WBGene00007700
srd-74,WBGene00007701
C24H11.5,WBGene00007702
gbf-1,WBGene00007703
mdt-21,WBGene00007704
C25A1.1,WBGene00007705
fath-1,WBGene00007707
clec-87,WBGene00007709
rsa-1,WBGene00007710
lid-1,WBGene00007711
mrpl-34,WBGene00007712
C25A1.15,WBGene00007713
C25D7.1,WBGene00007714
fbxa-82,WBGene00007716
C25D7.5,WBGene00007717
otub-1,WBGene00007718
C25D7.9,WBGene00007719
C25D7.10,WBGene00007720
C25D7.15,WBGene00007722
C25F9.2,WBGene00007723
C25F9.4,WBGene00007724
C25F9.5,WBGene00007725
C25F9.6,WBGene00007726
C25F9.8,WBGene00007727
C25F9.9,WBGene00007728
clec-185,WBGene00007729
C25G4.2,WBGene00007730
C25G4.3,WBGene00007731
spe-44,WBGene00007732
smz-1,WBGene00007733
C25G4.7,WBGene00007734
C25G4.8,WBGene00007735
igdb-2,WBGene00007736
C26C6.4,WBGene00007739
C26C6.6,WBGene00007740
glb-8,WBGene00007741
C26C6.8,WBGene00007742
C26C6.9,WBGene00007743
C26D10.3,WBGene00007744
C26D10.4,WBGene00007745
C26D10.6,WBGene00007746
C26E1.1,WBGene00007747
C26E1.2,WBGene00007748
ceh-79,WBGene00007749
syg-2,WBGene00007750
C26G2.2,WBGene00007751
wdfy-3,WBGene00007752
C27A7.1,WBGene00007753
C27A7.2,WBGene00007754
C27A7.3,WBGene00007755
C27A7.5,WBGene00007756
C27A7.6,WBGene00007757
C27A7.8,WBGene00007758
C27A7.9,WBGene00007759
C27B7.2,WBGene00007760
rad-26,WBGene00007761
C27B7.5,WBGene00007762
C27B7.6,WBGene00007763
C27B7.7,WBGene00007764
C27B7.9,WBGene00007765
C27C7.1,WBGene00007766
C27C7.5,WBGene00007768
C27C7.7,WBGene00007769
C27C12.1,WBGene00007771
egrh-1,WBGene00007772
C27C12.3,WBGene00007773
C27C12.4,WBGene00007774
acd-3,WBGene00007775
dmd-4,WBGene00007776
C27D8.1,WBGene00007777
C27D8.2,WBGene00007778
C27D8.3,WBGene00007779
C27D8.4,WBGene00007780
ruvb-1,WBGene00007784
tofu-1,WBGene00007785
rmd-2,WBGene00007786
C27H6.8,WBGene00007787
C28A5.1,WBGene00007788
C28A5.2,WBGene00007789
C28A5.6,WBGene00007791
C28D4.4,WBGene00007792
C28D4.5,WBGene00007793
C28D4.7,WBGene00007794
C28D4.8,WBGene00007795
C28D4.10,WBGene00007796
C29A12.1,WBGene00007797
nrx-1,WBGene00007799
C29A12.6,WBGene00007800
trpa-1,WBGene00007801
cutl-27,WBGene00007802
C29F3.3,WBGene00007804
clec-231,WBGene00007805
clec-230,WBGene00007806
C29F3.7,WBGene00007807
best-7,WBGene00007808
C29F4.3,WBGene00007809
C29F7.1,WBGene00007810
C29F7.2,WBGene00007811
C29F7.3,WBGene00007812
jmjd-3.3,WBGene00007813
C30F2.2,WBGene00007816
C30F2.3,WBGene00007817
