WBID,mean,median,sd,logMean,logSd,logVar,n,min(count),max(count)
WBGene00002188,0.1875,0.1,0.304431554587515,-1.67397643357167,-1.18930899677868,-2.37861799355735,8,0,0.9
WBGene00002189,26.325,7.5,38.1806140038932,3.27051905802004,3.64232789998844,7.28465579997687,8,0.6,102
WBGene00002190,155.25,64.5,187.669732699305,5.04503672081359,5.23468367698984,10.4693673539797,8,6,443
WBGene00002191,308,326,115.507575509141,5.73009978297357,4.74933611663473,9.49867223326946,8,96,470
WBGene00002192,34.625,41.5,17.1459074667147,3.5445759645075,2.84175951345644,5.68351902691287,8,2,51
WBGene00002193,0.125,0.1,0.128173988892331,-2.07944154167984,-2.0543666498371,-4.1087332996742,8,0,0.4
WBGene00002194,0.3,0.15,0.350509832753866,-1.20397280432594,-1.04836651939495,-2.0967330387899,8,0,1
WBGene00002195,0.5375,0.3,0.66319034113249,-0.620826518980319,-0.410693239301351,-0.821386478602703,8,0,2
WBGene00002196,327.375,299.5,168.178423535414,5.79110630282788,5.12502546068627,10.2500509213725,8,107,527
WBGene00002198,5.1125,3.5,4.40306305720396,1.63168852136892,1.48230044808918,2.96460089617836,8,0.9,14
WBGene00002199,0.175,0.05,0.341216311785605,-1.74296930505862,-1.07523865739829,-2.15047731479659,8,0,1
WBGene00002200,0.125,0.1,0.103509833901353,-2.07944154167984,-2.26808865725057,-4.53617731450114,8,0,0.3
WBGene00002201,38.25,41.5,18.2658932752509,3.64414356027254,2.90503556544342,5.81007113088685,8,3,64
WBGene00002202,506.25,555.5,274.923236039236,6.22703061842075,5.61649191702378,11.2329838340476,8,113,920
WBGene00002203,107.875,90.5,90.0324346317164,4.68097314940359,4.50016999020411,9.00033998040822,8,10,226
WBGene00002204,0.0125,0,0.0353553390593274,-4.38202663467388,-3.34230586383396,-6.68461172766793,8,0,0.1
WBGene00002205,0.25,0.05,0.407080195679286,-1.38629436111989,-0.89874507196852,-1.79749014393704,8,0,1
WBGene00002206,0.0875,0.05,0.11259916264596,-2.43611648561857,-2.18392099984096,-4.36784199968193,8,0,0.3
WBGene00002207,29,31,17.2212493324796,3.36729582998647,2.84614404761523,5.69228809523047,8,3,55
WBGene00002208,0.05,0,0.10690449676497,-2.99573227355399,-2.23581939668178,-4.47163879336357,8,0,0.3
WBGene00002210,26.925,8,34.1540940863192,3.29305522304245,3.53088246422846,7.06176492845692,8,0.4,82
WBGene00002211,0.05,0,0.10690449676497,-2.99573227355399,-2.23581939668178,-4.47163879336357,8,0,0.3
WBGene00002213,31.25,29.5,23.0201774847322,3.44201937618241,3.13637111328713,6.27274222657427,8,5,61
WBGene00002214,22.375,13.5,24.4945329177174,3.10794426416092,3.19844994643425,6.39689989286849,8,1,63
WBGene00002215,76.5,83.5,50.6979853079559,4.33729074083249,3.92588617229192,7.85177234458384,8,7,151
WBGene00002216,33,16.5,34.500517594461,3.49650756146648,3.54097432666277,7.08194865332555,8,3,82
WBGene00002217,14.825,11,14.8806441872848,2.69631494488379,2.7000613206241,5.4001226412482,8,0.8,40
WBGene00002218,1.275,0.7,1.42503132797644,0.242946178610389,0.354193798023825,0.70838759604765,8,0.2,4
WBGene00002219,25.25,18.5,17.8625706036793,3.22882615572137,2.88270749586843,5.76541499173686,8,5,61
WBGene00002220,14.75,14.5,9.34650431215558,2.69124308278583,2.23500240303596,4.47000480607191,8,3,29
WBGene00002222,29.025,25.5,26.9349348298026,3.36815752758396,3.29342413659375,6.58684827318749,8,0.2,64
WBGene00002223,34.5,33.5,27.0818864082355,3.54095932403731,3.29886510618789,6.59773021237577,8,2,65
WBGene00002224,2.5,0.7,3.61228064089315,0.916290731874155,1.28433932935077,2.56867865870154,8,0,10
WBGene00002225,6,4.5,4.47213595499958,1.79175946922805,1.497866136777,2.99573227355399,8,2,14
WBGene00002226,11.25,9,6.04152298679729,2.42036812865043,1.79865613029422,3.59731226058845,8,6,24
WBGene00002227,0.5375,0.65,0.342000417710689,-0.620826518980319,-1.07294332054399,-2.14588664108799,8,0,0.9
WBGene00002228,25.25,19.5,17.3843114823189,3.22882615572137,2.8555681605524,5.71113632110481,8,10,65
WBGene00002229,33.5,32,19.921273625377,3.51154543883102,2.99178818712949,5.98357637425898,8,13,72
WBGene00002230,15.875,14.5,12.8445374715146,2.76474554477876,2.5529186214678,5.1058372429356,8,2,32
WBGene00002231,36.5,40.5,19.5667356208731,3.59731226058845,2.97383096222479,5.94766192444959,8,8,63
WBGene00002232,58.125,59.5,36.5686731662889,4.06259586390752,3.59919194947653,7.19838389895305,8,2,100
WBGene00002233,13.55,14,8.39506657848184,2.60638654732571,2.12764422122847,4.25528844245694,8,0.4,28
WBGene00002234,7.8875,2.7,10.2304081052517,2.06527922786733,2.32536447215431,4.65072894430863,8,0.2,28
WBGene00002235,1.45,0.6,1.92798933014238,0.371563556432483,0.656477662014523,1.31295532402905,8,0,5
WBGene00002238,93.625,92,29.9425044281298,4.53929744183738,3.39927902372729,6.79855804745458,8,41,140
WBGene00002239,14.75,17,6.60627407415535,2.69124308278583,1.88801981477817,3.77603962955634,8,5,22
WBGene00002240,11.375,10,7.42462120245875,2.43141796483701,2.0048016668835,4.00960333376701,8,2,26
WBGene00002241,61.375,61,21.9215321414488,4.11700258611469,3.08746935660104,6.17493871320208,8,33,90
WBGene00002242,0.6625,0.05,1.16733824208263,-0.41173472112176,0.154726150283196,0.309452300566393,8,0,3
WBGene00002243,15,5,18.7524474593128,2.70805020110221,2.93132427506132,5.86264855012263,8,0.3,48
WBGene00002244,57.375,64,33.2820736819602,4.04960866838071,3.50501892416687,7.01003784833373,8,7,99
WBGene00002245,53.125,52.5,26.1503209485904,3.97264762724458,3.26386146380427,6.52772292760854,8,13,99
WBGene00002246,4.625,3,4.24053568044685,1.53147637096439,1.44468960099171,2.88937920198341,8,0,12
WBGene00002247,138,104,147.479780696493,4.92725368515721,4.99369108635977,9.98738217271955,8,7,418
WBGene00002248,86.3625,40.5,110.681627556571,4.45855355381491,4.70665785987539,9.41331571975079,8,0.9,259
WBGene00002249,78.875,79,19.3939423532195,4.36786432086138,2.9649607674751,5.92992153495021,8,57,109
WBGene00002250,82.625,75,39.7202269451149,4.41431229817185,3.68186055278388,7.36372110556777,8,27,155
WBGene00002251,103.625,110,59.677556202359,4.64077861345546,4.0889560067052,8.17791201341041,8,7,174
WBGene00002252,1.9875,0.35,3.77337950081129,0.68687756754635,1.32797101922942,2.65594203845883,8,0,11
WBGene00002253,1988.75,777,2640.19911316227,7.595261579652,7.87860961494867,15.7572192298973,8,5,7753
WBGene00002254,10.375,9.5,7.15017482303755,2.33939906611676,1.96713680718148,3.93427361436297,8,2,25
WBGene00002255,87.675,90.5,55.5568113350135,4.47363679602624,4.01740612486075,8.0348122497215,8,0.4,187
WBGene00002256,111.125,97.5,84.0840353455993,4.71065569383407,4.43181671953689,8.86363343907379,8,18,271
WBGene00002257,89.0125,89,70.4700632994506,4.48877680930824,4.25518798558531,8.51037597117062,8,0.1,206
WBGene00002258,35.0625,8,57.7843512553356,3.55713218328292,4.0567179994947,8.11343599898941,8,0.5,167
WBGene00002259,28.6,6.5,39.6213506656629,3.35340671782581,3.67936813119067,7.35873626238135,8,0,109
WBGene00002260,0.0375,0,0.0744023809142845,-3.28341434600577,-2.59826733611905,-5.19653467223809,8,0,0.2
WBGene00002261,143.875,144.5,126.487082909114,4.96894486704205,4.84014019156345,9.6802803831269,8,5,317
WBGene00002262,68.125,67,24.741160037476,4.22134425298341,3.20846825501124,6.41693651002248,8,27,105
WBGene00002263,27.875,32.5,17.208282889353,3.32773022978028,2.84539083123947,5.69078166247895,8,2,46
WBGene00002264,377.125,166,418.725084546617,5.93257669747923,6.03721458177894,12.0744291635579,8,57,1133
WBGene00002265,46,9,72.347889691802,3.8286413964891,4.28148628460513,8.56297256921026,8,0.4,179
WBGene00002266,48.8375,7.5,82.0569825965904,3.88849846038119,4.40741391564081,8.81482783128163,8,0.3,211
WBGene00002267,4,3,3.50509832753866,1.38629436111989,1.2542185735991,2.50843714719819,8,1,12
WBGene00002268,143.7875,10,246.993663524854,4.96833651522213,5.50936268255338,11.0187253651068,8,0.6,564
WBGene00002269,29.625,12,43.7327517019976,3.3886185994553,3.77809728825643,7.55619457651287,8,1,130
WBGene00002270,0.15,0,0.350509832753866,-1.89711998488588,-1.04836651939495,-2.0967330387899,8,0,1
WBGene00002271,15.375,4,20.8185185420508,2.73274281369258,3.03584290513405,6.07168581026811,8,1,60
WBGene00002272,115.35,10,192.642348110986,4.74797098461976,5.26083535116051,10.521670702321,8,0.1,435
WBGene00002273,40.125,12,54.0566832130866,3.69199958145018,3.9900331851571,7.9800663703142,8,1,130
WBGene00002274,2.2625,0.75,3.51240149836466,0.816470396591944,1.25629999109644,2.51259998219289,8,0.1,10
WBGene00002275,60.375,32,50.2079603819383,4.10057511197274,3.91617358747164,7.83234717494329,8,20,149
WBGene00002276,32,35,14.4023807555755,3.46573590279973,2.66739352316471,5.33478704632943,8,10,47
WBGene00002280,283.125,192.5,307.902784982533,5.6458884962373,5.72978409997735,11.4595681999547,8,4,770
WBGene00002282,75.2125,36.5,83.3342055906731,4.32031744054647,4.42285909622743,8.84571819245487,8,0.7,214
WBGene00002295,31.375,30,25.43865169383,3.44601139745195,3.23626973761103,6.47253947522207,8,1,72
WBGene00002297,31.75,29,24.5051015096857,3.4578927253387,3.19888132076002,6.39776264152004,8,7,86
WBGene00002299,5.825,5.5,5.40839294853049,1.76215899945176,1.68795199670206,3.37590399340412,8,0.2,13
WBGene00002324,31.875,29.5,13.6532309101441,3.46182200347859,2.61397619033657,5.22795238067315,8,14,58
WBGene00002335,203.625,188.5,156.448930508147,5.31628006692221,5.05272963409374,10.1054592681875,8,15,412
WBGene00002344,713.125,680,390.661504008631,6.56965672061634,5.96784146638656,11.9356829327731,8,180,1261
WBGene00002348,14.875,1,32.9983874064866,2.69968195143169,3.49645869380237,6.99291738760474,8,0.2,95
WBGene00002363,280.625,309,136.055595254293,5.63701925849652,4.91306359083925,9.8261271816785,8,70,433
WBGene00002368,14.625,9.5,17.087484977525,2.68273239311792,2.83834632289972,5.67669264579944,8,1,53
WBGene00002393,25.575,7,37.7125500141721,3.24161531183769,3.62999293068044,7.25998586136089,8,0,108
WBGene00002497,60.3,26.5,73.2485397221581,4.09933210373314,4.29385831216478,8.58771662432957,8,0.4,188
WBGene00002583,30.625,31,19.2051890309438,3.42181666886489,2.95518050454786,5.91036100909572,8,2,54
WBGene00002601,19.25,16,17.950328289875,2.95751106073379,2.88760840389657,5.77521680779314,8,0,43
WBGene00002632,74.75,54.5,65.6021558879192,4.3141492122708,4.18360855955514,8.36721711911028,8,7,168
WBGene00002637,74,60.5,54.2138622230778,4.30406509320417,3.99293663631783,7.98587327263566,8,7,175
WBGene00002694,85.375,67.5,66.8472405670464,4.44705331789095,4.20241002471613,8.40482004943227,8,6,180
WBGene00002696,36.25,35.5,15.5999084246396,3.59043938130068,2.74726504402285,5.49453008804571,8,12,68
WBGene00002717,120.75,149,76.2285098521919,4.79372229253268,4.33373553775969,8.66747107551937,8,12,216
WBGene00002783,9.325,8.5,6.19579350389094,2.23269896552988,1.82387059467371,3.64774118934742,8,0.6,17
WBGene00002804,26.625,27.5,17.7758865561508,3.28185062402959,2.87784285102221,5.75568570204441,8,5,50
WBGene00002827,42.75,21.5,48.6554944775731,3.75536919538277,3.88476474115671,7.76952948231341,8,2,123
WBGene00002845,147.25,138.5,97.5979361608489,4.9921318225317,4.58085634730253,9.16171269460506,8,14,304
WBGene00002850,23.875,20.5,17.6751439678922,3.17283188636679,2.87215935703332,5.74431871406664,8,2,50
WBGene00002855,92,88.5,47.2954241217598,4.52178857704904,3.85641354920627,7.71282709841255,8,28,162
WBGene00002879,32.375,26,14.6085835824598,3.4773865200197,2.68160927256587,5.36321854513173,8,21,62
WBGene00002881,16.7,10,17.3212503672718,2.81540871942271,2.85193409263433,5.70386818526866,8,0.7,42
WBGene00002889,42.5,45,19.4348729276598,3.74950407593037,2.96706902595813,5.93413805191626,8,3,68
WBGene00002891,107.5,118.5,39.042101816958,4.67749084756772,3.66464059762024,7.32928119524049,8,40,155
WBGene00002915,59.625,40,66.8600617494694,4.08807494920851,4.20260180455523,8.40520360911046,8,1,187
WBGene00002957,41.75,38.5,16.516225788167,3.73169945129686,2.80434327880513,5.60868655761026,8,14,66
WBGene00002974,8.3875,1.95,12.5441434826889,2.1267425022978,2.52925390189474,5.05850780378949,8,0.4,33
WBGene00002975,18.075,6.5,21.9435477011874,2.89452976804483,3.0884731419203,6.1769462838406,8,0,53
WBGene00002976,4.15,0.8,6.78927726008341,1.42310833424261,1.91534449409134,3.83068898818268,8,0.1,17
WBGene00002977,17.4125,6,23.1676768364892,2.85718833910592,3.14275806740476,6.28551613480953,8,0.1,62
WBGene00002978,229.25,74.5,315.271651573233,5.43481311113657,5.7534346531313,11.5068693062626,8,3,783
WBGene00002979,17.125,9,16.2782721090767,2.84053938414829,2.78983121913549,5.57966243827098,8,2,40
WBGene00002980,2379.875,2189,1412.24799901231,7.77480324427784,7.25293803932514,14.5058760786503,8,169,4268
WBGene00002981,489.5,557,213.152527547763,6.19338446197056,5.36200800121158,10.7240160024232,8,46,720
WBGene00002982,119.375,105.5,54.4267200660012,4.78226979880089,3.99685521095747,7.99371042191494,8,42,190
WBGene00002983,25.5,7,35.7520428986732,3.23867845216438,3.57660741152619,7.15321482305238,8,0.4,85
WBGene00002985,43.125,32.5,28.4777482055226,3.76410287535152,3.34912301760058,6.69824603520116,8,18,98
WBGene00002986,9.375,9.5,5.23552426082759,2.23804657185647,1.65546698464307,3.31093396928615,8,1,16
WBGene00002987,19.4,11,21.6997695840302,2.96527306606928,3.07730164224258,6.15460328448516,8,0.2,54
WBGene00002988,4.5625,4,4.13553848627099,1.51787071890861,1.4196175464228,2.83923509284561,8,0,10
WBGene00002989,40.875,37,36.3571077743305,3.71051862921742,3.59338972198515,7.18677944397029,8,0,99
WBGene00002990,19.9,14,17.9720417792271,2.99071973173045,2.88881731588956,5.77763463177912,8,0.2,50
WBGene00002991,11.2,4.5,13.6687338738555,2.41591377830105,2.6151110256603,5.2302220513206,8,0.6,34
WBGene00002992,9.7875,11,6.90474733167592,2.28110606131692,1.93220919411006,3.86441838822011,8,0.3,19
WBGene00002994,50.5,57.5,14.1117985084417,3.92197333628131,2.64701122113258,5.29402244226516,8,25,62
WBGene00002996,22.75,21.5,8.24187911999269,3.12456514539696,2.10922836646507,4.21845673293013,8,12,39
WBGene00002997,20,16,10.515294982616,2.99573227355399,2.35283086226721,4.70566172453441,8,9,38
WBGene00002998,32,32.5,18.2522014327822,3.46573590279973,2.90428569920753,5.80857139841507,8,9,53
WBGene00002999,59.625,63,43.1771682390457,4.08807494920851,3.7653118425528,7.53062368510559,8,7,106
WBGene00003000,20.25,13.5,21.5853786491822,3.00815479355255,3.07201617109042,6.14403234218084,8,0,53
WBGene00003001,7.475,7,5.66461447433602,2.01156411927675,1.73423883820762,3.46847767641524,8,0.9,15
WBGene00003002,56.875,63.5,32.6909227243807,4.04085587727111,3.48709744684069,6.97419489368137,8,6,91
WBGene00003003,49.15,5.5,87.2083547766907,3.89487684659318,4.46830013798459,8.93660027596917,8,0.1,241
WBGene00003006,37.125,37.5,26.0901596118427,3.61429059712286,3.26155821687016,6.52311643374032,8,2,73
WBGene00003007,9.5,6,9.02377811277358,2.2512917986065,2.19986310588664,4.39972621177328,8,1,24
WBGene00003008,8.675,6,8.80839696782889,2.16044532583292,2.17570546741353,4.35141093482706,8,0.4,24
WBGene00003009,62.75,68,43.979703110802,4.13915857801189,3.78372823455362,7.56745646910725,8,9,108
WBGene00003010,88.25,56.5,70.5503872622762,4.48017369581341,4.25632716747265,8.51265433494529,8,20,204
WBGene00003011,25.375,21,18.5698488339105,3.23376443736195,2.92153923499279,5.84307846998558,8,5,55
WBGene00003012,202.875,157.5,161.960698495477,5.31259002583475,5.08735370392002,10.17470740784,8,44,430
WBGene00003014,99.25,103.5,51.2131400549284,4.5976419195673,3.93599614081644,7.87199228163287,8,21,163
WBGene00003015,1.075,0.65,0.940744386111339,0.0723206615796261,-0.0610838169871038,-0.122167633974208,8,0.3,3
WBGene00003017,2.65,0.55,4.11408729680281,0.974559639998131,1.41441701045211,2.82883402090423,8,0,11
WBGene00003018,32.25,28.5,28.9519306042669,3.47351804324178,3.36563688933493,6.73127377866987,8,0,81
WBGene00003019,63.375,60,51.5611634025899,4.14906946191135,3.94276874186976,7.88553748373951,8,1,139
WBGene00003020,35.625,35,19.5516714667278,3.57304763858881,2.97306077979604,5.94612155959207,8,13,59
WBGene00003021,71.375,59,47.5512881003238,4.26794766797617,3.8618088780109,7.7236177560218,8,11,147
WBGene00003022,74.125,77,41.697678935061,4.30575285731789,3.73044546622591,7.46089093245182,8,29,156
WBGene00003024,51.625,41.5,44.9950394091234,3.9440060512812,3.80655224834114,7.61310449668229,8,4,118
WBGene00003025,65.625,73.5,31.3730434791216,4.18395672091179,3.44594903627635,6.89189807255269,8,22,111
WBGene00003026,8.2,4.5,9.34604576430971,2.10413415427021,2.23495334093966,4.46990668187932,8,0.6,27
WBGene00003029,9.675,4.5,10.6255420029824,2.26954523891585,2.36326072555481,4.72652145110962,8,0.4,28
WBGene00003030,25.875,27.5,13.7678455623446,3.25327725158553,2.6223358417011,5.24467168340221,8,2,44
WBGene00003031,1.35,1.5,0.738724769934165,0.300104592450338,-0.302829863218415,-0.60565972643683,8,0.2,2
WBGene00003033,3.8875,0.8,6.01888397343845,1.35776627750535,1.79490185566252,3.58980371132503,8,0,15
WBGene00003034,26.75,28,15.021413287133,3.28653447334202,2.70947673559341,5.41895347118683,8,5,47
WBGene00003035,145.25,112,95.6552589846924,4.97845639573202,4.56075067591892,9.12150135183785,8,32,299
WBGene00003036,229.875,195,140.067776961217,5.43753568292449,4.94212642661202,9.88425285322403,8,70,487
WBGene00003037,45.625,37.5,25.7234606647595,3.82045581190266,3.24740344182515,6.49480688365031,8,15,89
WBGene00003038,16,15,6.09449400220044,2.77258872223978,1.80738574098011,3.61477148196021,8,8,23
WBGene00003040,61.875,69,47.2695537770954,4.12511622088885,3.85586640488531,7.71173280977061,8,5,113
WBGene00003041,27.625,25.5,13.6375270066513,3.31872115983792,2.61282533147996,5.22565066295992,8,12,46
WBGene00003043,30.25,17.5,33.0616307609203,3.40949618447685,3.49837341848789,6.99674683697578,8,2,93
WBGene00003044,168.125,160.5,74.2090435382181,5.1247077503561,4.30688602331548,8.61377204663096,8,49,285
WBGene00003045,23.25,23.5,11.247221879202,3.14630513203337,2.42012115408379,4.84024230816757,8,6,40
WBGene00003046,20,19,9.13392420751187,2.99573227355399,2.21199541688646,4.42399083377291,8,6,32
WBGene00003047,41.875,32.5,30.7869986473882,3.73468899014523,3.42709247902298,6.85418495804596,8,6,105
WBGene00003048,136.375,126.5,116.205406193393,4.91540844415324,4.75535936823567,9.51071873647134,8,12,304
WBGene00003052,170.25,168.5,63.0821459912164,5.13726794502962,4.14443778166861,8.28887556333723,8,52,256
WBGene00003053,419.75,371.5,236.064004637967,6.03965929595765,5.46410297434897,10.9282059486979,8,105,819
WBGene00003055,4.625,2.5,3.62284418654736,1.53147637096439,1.28725940423884,2.57451880847769,8,2,11
WBGene00003056,19.375,21,8.50105035527123,2.96398357523941,2.14018972707036,4.28037945414072,8,6,28
WBGene00003057,5.7375,1.75,8.58552561000199,1.74702357538666,2.15007771670385,4.3001554334077,8,0,25
WBGene00003058,0.05,0,0.0755928946018455,-2.99573227355399,-2.58239298696176,-5.16478597392351,8,0,0.2
WBGene00003059,37.25,37,20.5548047910945,3.61765194482557,3.02309472339861,6.04618944679723,8,11,65
WBGene00003060,10.2,10.5,6.35879593274432,2.32238772029023,1.84983904067808,3.69967808135616,8,0.6,20
WBGene00003061,146.875,154.5,51.968225182042,4.98958188489842,3.95063247762023,7.90126495524046,8,41,208
WBGene00003062,44.625,41.5,21.6856601730927,3.7982942400998,3.07665122059117,6.15330244118234,8,8,77
WBGene00003063,180.625,186.5,78.210224943509,5.1964230588667,4.35940039275705,8.7188007855141,8,29,261
WBGene00003064,59.75,64,22.9518128757995,4.09016919081162,3.13339692579638,6.26679385159276,8,28,92
WBGene00003065,296,269.5,140.991387781564,5.69035945432406,4.94869880894936,9.89739761789872,8,82,561
WBGene00003066,51.125,55.5,16.0662690130596,3.93427361436297,2.77672198185765,5.5534439637153,8,24,69
WBGene00003068,19.625,21,14.2321316544139,2.97680426366847,2.65550220091195,5.31100440182389,8,1,35
WBGene00003071,44.2125,36,44.0997712174176,3.7890075545316,3.78645459462568,7.57290918925137,8,0.7,94
WBGene00003072,23.875,21.5,21.4505244691126,3.17283188636679,3.06574909584959,6.13149819169919,8,1,56
WBGene00003073,59.375,59,32.4210579716332,4.08387326235481,3.47880814907653,6.95761629815306,8,16,104
WBGene00003074,6.2375,6.5,3.43425496183046,1.83057946107764,1.23380000602972,2.46760001205944,8,0.9,11
WBGene00003075,12.55,1.5,20.7087283185479,2.52972066557779,3.03055526929948,6.06111053859896,8,0.1,48
WBGene00003076,185.125,174.5,128.778256261351,5.22103127258796,4.85809198157227,9.71618396314453,8,43,404
WBGene00003077,116.625,93,90.0586118670978,4.75896365916751,4.50046070133134,9.00092140266268,8,23,276
WBGene00003078,199.625,141.5,170.152819967396,5.29644060653518,5.13669697422948,10.273393948459,8,23,497
WBGene00003079,52,43,32.4961536185438,3.95124371858143,3.4811217321331,6.96224346426621,8,20,103
WBGene00003080,223.25,216.5,147.402994736005,5.40829221975661,4.99317029661808,9.98634059323617,8,45,507
WBGene00003081,424.375,227,441.19802405334,6.05061749831296,6.08949380879575,12.1789876175915,8,68,1256
WBGene00003082,135.125,144.5,58.0060033838863,4.90620027595937,4.06054651180871,8.12109302361742,8,53,212
WBGene00003083,81,81,46.821850820805,4.39444915467244,3.84634999184115,7.6926999836823,8,22,176
WBGene00003084,22.25,23.5,15.5815825347015,3.10234200861225,2.74608961004043,5.49217922008086,8,2,46
WBGene00003085,115.5,114.5,50.5851474531521,4.74927052996185,3.92365800461164,7.84731600922328,8,23,189
WBGene00003086,20.25,20.5,7.74135462490716,3.00815479355255,2.04657668842597,4.09315337685195,8,6,31
WBGene00003087,69.25,77,38.2613195202227,4.23772314506745,3.64443945166159,7.28887890332318,8,10,120
WBGene00003089,61.0875,40.5,61.4805762009433,4.11230726259627,4.11872129079537,8.23744258159073,8,0.7,156
WBGene00003090,13.85,3.5,20.6048537971032,2.62828523263335,3.02552666925982,6.05105333851964,8,0.1,53
WBGene00003091,5.55,1.9,7.83162088678236,1.71379792775834,2.05816949838531,4.11633899677063,8,0.2,19
WBGene00003092,0.275,0.05,0.402669662555869,-1.29098418131557,-0.909638749060974,-1.81927749812195,8,0,1
WBGene00003093,5.05,2,8.36779540858881,1.61938824328727,2.12439045776326,4.24878091552652,8,0,25
WBGene00003094,0.25,0.1,0.346410161513775,-1.38629436111989,-1.06013176810005,-2.12026353620009,8,0,1
WBGene00003095,0.5125,0.3,0.681254095662656,-0.668454567969574,-0.383819921040875,-0.76763984208175,8,0,2
WBGene00003096,0.3625,0,0.71701265181107,-1.01473080468741,-0.332661793055532,-0.665323586111065,8,0,2
WBGene00003097,27.175,3.5,44.1608019466521,3.30229743300727,3.78783756182777,7.57567512365554,8,0.2,100
WBGene00003098,0.0375,0,0.106066017177982,-3.28341434600577,-2.24369357516585,-4.48738715033171,8,0,0.3
WBGene00003099,0.2125,0.1,0.258774584753383,-1.54881329061767,-1.35179792537641,-2.70359585075283,8,0,0.6
WBGene00003100,0.4625,0.4,0.350255009141299,-0.771108722029657,-1.04909379225045,-2.09818758450089,8,0,0.9
WBGene00003102,18.9,19,13.1331641275056,2.9391619220656,2.57514064386032,5.15028128772063,8,0.2,35
WBGene00003104,47.25,6.5,78.3718426112702,3.85545265393975,4.36146471247997,8.72292942495994,8,0.4,218
WBGene00003106,4.85,2,6.04932109532018,1.57897870494939,1.79994605009655,3.59989210019309,8,0,17
WBGene00003107,1.4875,0.6,2.03430402279081,0.397096858437648,0.710153756855408,1.42030751371082,8,0.2,6
WBGene00003111,96,102.5,47.6655011512519,4.56434819146784,3.86420788992052,7.72841577984104,8,11,145
WBGene00003112,24.9625,20,22.5467094526642,3.21737469874193,3.11558913302446,6.23117826604893,8,0.7,61
WBGene00003114,0.0125,0,0.0353553390593274,-4.38202663467388,-3.34230586383396,-6.68461172766793,8,0,0.1
WBGene00003119,21.625,24.5,8.51783842465748,3.07385005281794,2.14216260262629,4.28432520525258,8,7,31
WBGene00003123,633.25,554,478.478466450835,6.45086528888178,6.17061120768777,12.3412224153755,8,109,1505
WBGene00003124,4.625,4,3.24862608321909,1.53147637096439,1.17823216333547,2.35646432667095,8,1,12
WBGene00003129,27.875,20,18.2790864104309,3.32773022978028,2.90575758722954,5.81151517445908,8,17,70
WBGene00003130,57.875,39,43.317556651844,4.0582855124064,3.76855801823012,7.53711603646023,8,31,154
WBGene00003132,70.125,79.5,33.7572743483323,4.25027936384286,3.51919593034082,7.03839186068164,8,19,104
WBGene00003133,18.75,20.5,8.76274581884664,2.93119375241642,2.17050930547325,4.3410186109465,8,2,27
WBGene00003134,29.375,24,16.0440242547097,3.38014397246432,2.77533645966868,5.55067291933735,8,13,53
WBGene00003136,28.5,29.5,12.0356612970432,3.3499040872746,2.48787401754791,4.97574803509582,8,11,45
WBGene00003142,69.5,61,53.1224999411737,4.24132675257075,3.97260056620638,7.94520113241276,8,13,162
WBGene00003143,20.9125,7.5,25.696661122744,3.04034706631294,3.24636106605822,6.49272213211644,8,0.5,66
WBGene00003144,73.125,62,53.6161955809197,4.29217030555202,3.98185117879716,7.96370235759432,8,12,148
WBGene00003148,64.875,49.5,43.0197213911414,4.17246234148605,3.76165864755505,7.52331729511009,8,31,160
WBGene00003149,59.5,66.5,36.7967389859482,4.08597631255158,3.60540922673611,7.21081845347222,8,10,97
WBGene00003150,267,264,171.983387902104,5.58724865840025,5.14739789018461,10.2947957803692,8,28,482
WBGene00003151,31.75,29.5,21.0696125125397,3.4578927253387,3.04783183716478,6.09566367432955,8,6,66
WBGene00003153,114.5,114,80.6278930820913,4.74057482299429,4.38984465766088,8.77968931532176,8,5,230
WBGene00003154,101.5,31.5,137.278653007045,4.62005879848184,4.92201282367989,9.84402564735979,8,18,414
WBGene00003155,83,42.5,80.6473806146238,4.4188406077966,4.39008632561382,8.78017265122765,8,21,248
WBGene00003156,76.25,36.5,79.3720893729564,4.33401741548752,4.37414678722343,8.74829357444687,8,21,236
WBGene00003157,108.75,71,104.828771950126,4.68905166996879,4.65232827571615,9.3046565514323,8,34,347
WBGene00003158,75.625,39.5,76.6717260235386,4.32578691635101,4.33953300968911,8.67906601937822,8,20,237
WBGene00003159,292.375,184,292.015624581973,5.67803722490434,5.67680730967911,11.3536146193582,8,69,911
WBGene00003160,39.5,39.5,19.3243000242847,3.67630067190708,2.96136337256443,5.92272674512885,8,15,72
WBGene00003161,125.875,108.5,81.0950720715243,4.83528935103873,4.39562219566883,8.79124439133765,8,40,264
WBGene00003162,60.75,59,48.6554944775731,4.10676708222066,3.88476474115671,7.76952948231341,8,3,137
WBGene00003163,57.65,29.5,64.4258821104864,4.05439024671507,4.16551544849726,8.33103089699451,8,0.2,166
WBGene00003164,52.125,35.5,38.4538220281343,3.95364468011897,3.6494580935638,7.29891618712761,8,25,140
WBGene00003165,2.4375,0.7,4.19453300652852,0.890972923889865,1.43378201227516,2.86756402455033,8,0,12
WBGene00003166,7.95,1.5,11.8179040926408,2.07317192866624,2.46961567752762,4.93923135505524,8,0,30
WBGene00003167,4.3,2,5.48035452450713,1.45861502269952,1.70116979312047,3.40233958624093,8,0,14
