WBID,Phi_WholeGenome
WBGene00007143,1.510922551
WBGene00007143,1.557450652
WBGene00003868,0.747598767
WBGene00003868,0.746066868
WBGene00007144,0.999749243
WBGene00195248,1.77426362
WBGene00007145,0.980442703
WBGene00219293,1.174234986
WBGene00007146,0.897815228
WBGene00005267,0.758096218
WBGene00007148,1.278550863
NA,1.017170668
WBGene00000090,1.364496231
WBGene00013388,1.578418016
NA,0.787037253
WBGene00007013,0.848359108
WBGene00077453,0.863907397
WBGene00013387,0.71276027
WBGene00010055,0.900131822
WBGene00010054,0.861703217
WBGene00010053,1.30435431
WBGene00001031,1.308227897
WBGene00010052,1.564089417
NA,0.490022302
WBGene00195146,0.680156291
NA,1.054180264
WBGene00010057,0.802242577
WBGene00010057,0.804812968
WBGene00010057,0.816464663
WBGene00010051,1.162282705
WBGene00010051,1.163926244
WBGene00219434,0.829369903
WBGene00010050,1.203824162
WBGene00010049,1.920545936
WBGene00010048,0.958638847
WBGene00003960,0.760074735
WBGene00003960,0.755177975
WBGene00010056,1.072546363
WBGene00008361,0.843479872
WBGene00008545,0.589329958
WBGene00008546,1.947415829
WBGene00008546,1.922445655
WBGene00003791,1.063471437
WBGene00008547,0.943308175
WBGene00008547,0.884717107
WBGene00008548,1.157962322
NA,0.996268332
NA,1.003335714
NA,0.995581627
NA,1.018736601
WBGene00008549,1.042674661
NA,1.14348352
NA,1.76943326
WBGene00002194,1.209876418
WBGene00013923,1.542506695
WBGene00013925,0.762964547
WBGene00013924,1.309696913
WBGene00004468,1.57884419
WBGene00013926,1.534591675
NA,1.044413567
NA,1.045540094
WBGene00007028,1.046011925
WBGene00008136,1.041676164
WBGene00008137,1.15497756
WBGene00008137,0.80432415
WBGene00008138,0.499894291
WBGene00008139,1.230461955
WBGene00002184,1.0007478
WBGene00006617,1.720048666
WBGene00006617,1.78162384
WBGene00002184,0.895568192
WBGene00008140,1.060025334
WBGene00012148,2.28285408
WBGene00012149,1.251081228
WBGene00008743,1.963184595
WBGene00008744,0.807723761
NA,0.771125615
WBGene00008739,1.044534445
NA,2.327641487
WBGene00002262,2.340557098
WBGene00008740,1.909330845
WBGene00000114,2.867983341
WBGene00000114,2.139618635
WBGene00008742,1.245056748
WBGene00008741,2.248808861
WBGene00001679,1.608109236
WBGene00001679,1.810133576
NA,1.350983262
NA,0.811447501
WBGene00009691,0.810745478
WBGene00009690,0.580237329
WBGene00009689,0.733991504
WBGene00206377,0.553901374
WBGene00009688,2.660664082
WBGene00009661,0.953442574
WBGene00001016,1.25347507
WBGene00219294,0.879823327
NA,1.008649468
WBGene00009657,1.292665601
WBGene00009663,1.272200823
WBGene00219378,1.208972692
WBGene00005013,1.353347898
WBGene00009662,1.124076486
WBGene00009659,1.352617979
WBGene00009660,1.122484922
WBGene00009658,1.248566031
WBGene00012396,0.790206373
NA,0.745207906
WBGene00012395,0.999951065
WBGene00003979,1.038371086
WBGene00003979,1.070978642
WBGene00003979,1.123314261
WBGene00012086,0.725376427
WBGene00194848,0.962107599
NA,1.963039994
WBGene00012085,1.994619489
WBGene00000528,1.536960959
NA,1.53358376
WBGene00010787,1.002000332
WBGene00010786,1.11792469
WBGene00003789,1.207162261
WBGene00000659,2.249847412
WBGene00010785,1.926878333
WBGene00014155,0.959828198
WBGene00014156,1.066002131
WBGene00014152,0.918734372
WBGene00014153,1.093512774
WBGene00014153,1.069420099
WBGene00014154,1.297777534
WBGene00014151,1.108089209
WBGene00014151,1.129084706
WBGene00014157,1.292526484
WBGene00001977,1.752767324
WBGene00003015,1.287442446
WBGene00003015,1.268768907
WBGene00003015,1.331759334
WBGene00012223,0.927612007
WBGene00012222,1.411452651
WBGene00012219,1.43281281
WBGene00012220,1.533120155
WBGene00004271,1.607314348
WBGene00012221,1.188892841
WBGene00003228,1.656450391
WBGene00003228,1.447742224
WBGene00012457,1.539981008
WBGene00012472,1.583254099
WBGene00012472,1.614075541
WBGene00012471,1.898103476
WBGene00012471,1.953194976
WBGene00012471,1.90177834
WBGene00012471,1.923469305
WBGene00012471,1.876901388
NA,0.890345216
WBGene00012458,0.887790918
NA,0.878452957
WBGene00012458,0.875266612
WBGene00012459,1.127116561
WBGene00012460,1.082802415
WBGene00044030,0.904852509
WBGene00044030,0.962236047
WBGene00003154,1.821355104
WBGene00003154,1.833150744
WBGene00012461,1.092854857
WBGene00012461,1.055016875
WBGene00012461,1.110351324
WBGene00012461,1.08289814
WBGene00012465,1.065303564
WBGene00012462,0.763111591
WBGene00000892,0.995362222
WBGene00006601,2.13585186
WBGene00012466,0.862426162
WBGene00012463,1.432130337
WBGene00012463,1.455697298
WBGene00012464,1.130396128
WBGene00012467,0.659300387
WBGene00012473,0.597180665
WBGene00000565,1.098173976
NA,1.163448215
WBGene00000565,1.165246964
NA,0.955327034
WBGene00012468,1.242527604
NA,1.211114764
WBGene00012469,1.205008745
WBGene00012470,1.151930451
WBGene00012841,1.114705443
WBGene00012845,1.060936213
NA,1.114863038
NA,0.994014621
WBGene00013246,1.017721534
WBGene00013247,0.957340062
WBGene00013248,0.950977147
WBGene00013249,0.896805465
WBGene00013250,0.848017275
NA,0.983309269
WBGene00013252,0.952427804
WBGene00013253,0.806940317
WBGene00004394,1.460563064
WBGene00013256,0.916542292
WBGene00013257,0.737783194
WBGene00013258,1.143784523
WBGene00013259,1.297797799
WBGene00013272,0.593833089
WBGene00004167,1.533527374
WBGene00004167,1.531044126
WBGene00004167,1.540065885
WBGene00004167,1.539328575
WBGene00004167,1.540471196
NA,1.097356439
WBGene00013260,1.628913045
WBGene00013261,1.060638189
WBGene00013263,1.75862968
WBGene00013264,0.822506428
WBGene00013254,1.79287231
WBGene00013265,1.161978722
WBGene00013255,1.650035739
WBGene00013266,2.297754288
WBGene00013267,1.312114596
WBGene00013268,1.508570313
WBGene00013269,1.558571339
WBGene00002063,1.725060105
WBGene00013270,1.413358808
WBGene00016825,1.182246208
WBGene00016834,0.585071027
WBGene00016826,1.087122321
WBGene00016826,1.216729879
WBGene00016826,1.349378228
WBGene00016833,0.435391247
WBGene00016832,0.611182868
WBGene00016827,0.902718842
WBGene00016831,0.769308984
WBGene00016830,0.467945457
WBGene00016829,0.559397221
WBGene00016828,0.624327421
WBGene00004945,1.443160057
WBGene00004945,1.446313977
WBGene00004945,1.462374687
WBGene00206479,1.116631746
WBGene00004310,1.011489749
WBGene00013273,0.945157886
WBGene00013274,0.530999422
WBGene00013275,0.923745632
WBGene00013276,0.833885372
WBGene00013277,0.880816221
WBGene00013278,1.25503099
WBGene00013279,1.532735825
WBGene00044048,0.684927046
WBGene00010220,0.593496203
NA,0.993543565
WBGene00010218,0.562345862
WBGene00010217,0.57124269
WBGene00010219,0.618470609
WBGene00013280,0.608517289
NA,0.997271597
WBGene00044047,0.878845632
WBGene00013281,0.749410391
WBGene00013282,0.636936307
NA,0.531571209
WBGene00013284,1.641676188
WBGene00013286,0.708013058
WBGene00013285,0.93664521
WBGene00013287,1.102277637
WBGene00013288,1.229200602
NA,1.158113837
WBGene00012283,0.860453725
WBGene00012285,1.097359419
WBGene00005250,0.774712086
WBGene00043058,0.749868691
WBGene00012286,0.784041286
WBGene00012287,0.893819153
WBGene00012288,1.008941412
WBGene00008837,0.942188501
WBGene00044323,1.205437422
WBGene00044322,1.103656888
WBGene00008838,0.593120813
WBGene00008839,0.755779147
WBGene00005173,0.999903023
WBGene00008840,2.166237593
WBGene00008841,1.394567728
WBGene00005174,0.623740971
NA,0.985502422
NA,0.755380511
NA,0.994429767
WBGene00008843,1.973648787
WBGene00008847,0.607029617
WBGene00008844,2.39518404
WBGene00043054,1.256186366
WBGene00011876,0.798303187
WBGene00000660,2.498867512
WBGene00011877,0.756924748
WBGene00011878,0.973139346
WBGene00011878,0.974914074
WBGene00005289,0.790502429
WBGene00005288,0.787308395
NA,0.996700168
WBGene00005294,0.674992263
WBGene00005290,0.578616858
WBGene00005283,0.566740453
WBGene00005291,0.771141768
WBGene00044032,0.878654778
WBGene00006009,0.689005673
WBGene00006010,0.589166522
WBGene00006011,0.61664027
WBGene00009867,1.241353631
WBGene00009866,0.975335717
WBGene00044031,0.716095805
WBGene00009868,0.537957311
WBGene00044162,0.516945481
WBGene00044163,0.540890694
WBGene00044163,0.582710743
WBGene00044163,0.547954321
WBGene00184956,1.17534554
NA,1.000411391
WBGene00009869,1.497923732
WBGene00012579,1.043854594
WBGene00012580,0.870959103
WBGene00012581,1.066637397
WBGene00012582,1.071010113
WBGene00012583,1.328495026
WBGene00012584,1.176495314
WBGene00012584,1.178286433
WBGene00012585,1.165234804
WBGene00012586,1.28489244
WBGene00012587,1.08088696
NA,0.968425989
WBGene00012589,1.38529563
WBGene00012603,1.263610482
WBGene00012590,1.416071892
WBGene00012604,1.609936595
WBGene00012591,1.488900542
WBGene00175028,0.932441771
WBGene00012592,0.873862088
WBGene00012593,1.219772696
WBGene00012594,1.584028363
WBGene00044034,0.679439723
WBGene00012595,1.541492939
WBGene00012596,1.362385035
WBGene00012597,0.926998138
WBGene00012598,1.2795856
WBGene00004347,1.211482048
WBGene00004347,1.23050344
WBGene00012600,1.59218955
WBGene00012600,1.551680088
WBGene00012600,1.615848422
WBGene00012602,2.078630924
NA,0.786168039
WBGene00012895,1.04057622
WBGene00012894,1.280476928
WBGene00012894,1.267120719
WBGene00012894,1.036358237
WBGene00012894,1.458277583
WBGene00012896,1.822467566
WBGene00012897,2.295404434
NA,1.000506043
NA,0.99703747
NA,1.003486395
WBGene00044164,0.538612127
NA,0.949755847
WBGene00012899,0.571431577
WBGene00012900,0.746839166
WBGene00012901,1.370367646
WBGene00012903,1.604631901
WBGene00012904,1.01066649
WBGene00012905,1.58283937
WBGene00012919,1.799667239
WBGene00012906,1.26281631
WBGene00012920,1.20096457
WBGene00012907,1.692879081
WBGene00012908,1.890892625
WBGene00012908,1.708961964
NA,0.840681732
WBGene00012909,1.670370936
WBGene00012909,1.693347096
WBGene00012910,0.99873662
WBGene00012911,1.197447658
WBGene00012912,1.625890255
WBGene00012912,1.526780963
WBGene00012921,1.744576931
NA,1.029553533
WBGene00044043,1.169756889
WBGene00012913,0.857047975
WBGene00012914,1.110316515
NA,0.988936305
WBGene00012915,1.222079158
WBGene00012915,0.97971046
WBGene00003983,1.095362067
WBGene00012916,1.247452021
WBGene00012917,1.247420669
WBGene00004904,1.420615435
WBGene00001793,1.637867928
WBGene00009390,1.262487411
WBGene00005040,0.955860376
WBGene00009391,0.734714866
WBGene00009392,0.823894322
WBGene00009393,1.301418543
WBGene00009393,1.30900991
WBGene00009394,2.598883152
WBGene00009395,1.006507874
WBGene00009396,1.223039865
WBGene00009397,1.329118013
WBGene00009398,1.776435971
WBGene00009399,1.007914782
WBGene00009400,1.304837823
WBGene00010264,1.616006732
WBGene00010264,1.64428556
WBGene00010263,1.663715601
NA,1.000303626
WBGene00010270,0.817517161
WBGene00010265,2.019196987
WBGene00010266,2.380662441
WBGene00010267,1.283082366
WBGene00010268,1.232127905
WBGene00010269,0.914575398
WBGene00012605,1.774120927
WBGene00012606,1.563023686
WBGene00004232,1.112015367
WBGene00012607,0.767552078
WBGene00000870,1.778143167
WBGene00012608,1.418196917
WBGene00012609,1.272436738
WBGene00012610,1.238270521
WBGene00003860,1.451684237
WBGene00008932,1.338731289
WBGene00008932,1.416000247
NA,1.412059188
NA,1.406309366
WBGene00003144,1.414688945
WBGene00003144,1.407812834
WBGene00003144,1.503146529
NA,1.589861274
WBGene00008929,1.118849039
NA,0.978838265
NA,1.004680514
WBGene00004242,2.016346931
NA,1.172055125
WBGene00009644,1.229356408
WBGene00009641,1.03809762
NA,1.412620425
NA,1.439638615
NA,1.682653666
NA,1.681387544
WBGene00006999,1.702353954
WBGene00009642,1.414838314
WBGene00009642,1.329667211
WBGene00009642,1.446888685
WBGene00009643,1.81356585
WBGene00014953,0.924342692
WBGene00195150,0.772485912
WBGene00013590,1.586697221
NA,1.148366451
WBGene00013591,1.148272514
WBGene00013592,0.885516107
WBGene00013592,0.718067825
WBGene00000661,0.595351577
WBGene00000661,0.505897641
WBGene00009245,1.082435846
WBGene00009245,1.079196692
WBGene00009245,1.100741744
WBGene00004120,1.763527751
WBGene00004120,1.763691783
WBGene00009246,1.249490499
WBGene00009247,0.980055928
NA,0.829286158
WBGene00009248,1.838287711
NA,0.994753897
NA,1.76867342
WBGene00009311,1.064681292
WBGene00009308,2.103241682
WBGene00001998,1.062199473
WBGene00009307,1.497967243
WBGene00003388,0.957659841
WBGene00012372,1.321059346
WBGene00012372,1.30867517
WBGene00001947,2.410861492
WBGene00012373,1.290660977
WBGene00012374,1.700341225
WBGene00012375,1.161601424
NA,3.206936598
WBGene00002264,3.157091856
WBGene00000274,1.128557324
WBGene00008859,1.298420548
WBGene00001459,0.982114851
WBGene00008860,0.918278337
WBGene00008861,1.036639452
WBGene00008862,1.48135972
WBGene00008863,1.345232368
WBGene00012985,0.806289077
WBGene00012989,1.227165341
WBGene00012989,1.231891513
WBGene00012988,1.34958756
WBGene00012989,1.225347757
WBGene00012987,1.254886866
WBGene00003119,1.494248748
NA,0.759330928
WBGene00012990,0.791440368
WBGene00012992,1.225156307
WBGene00012993,1.361016154
WBGene00012998,1.037779331
WBGene00012994,1.202837348
WBGene00012995,1.136953831
WBGene00012995,1.22690022
WBGene00012995,1.196655035
WBGene00012995,1.083959818
WBGene00012996,1.438681245
WBGene00001162,0.978425086
WBGene00001162,1.024877787
WBGene00001162,0.889930487
WBGene00001162,0.951581657
WBGene00012997,1.448610187
WBGene00012997,1.284333944
WBGene00012997,1.293412924
WBGene00013014,1.204499364
WBGene00013014,1.485974312
WBGene00013014,1.165845275
WBGene00013015,1.317241549
WBGene00013017,1.150846243
WBGene00013017,1.108095884
NA,1.23091352
NA,1.223188996
WBGene00004116,1.451367021
WBGene00004116,1.476111293
WBGene00004116,1.475879788
WBGene00008446,1.63444519
WBGene00008446,1.739993691
WBGene00008446,2.027002096
WBGene00008447,1.30536747
NA,0.595889926
WBGene00008448,2.093586206
WBGene00000113,1.762427568
WBGene00000113,1.889968753
WBGene00009739,2.567817926
WBGene00009740,1.987501979
WBGene00009741,1.209173322
WBGene00009742,1.357230425
WBGene00010069,1.039595962
WBGene00010070,2.062103033
WBGene00010070,2.065247297
WBGene00010071,0.73744154
WBGene00013011,1.727382779
WBGene00013011,1.568061471
WBGene00013001,1.393404484
WBGene00013001,1.200211644
NA,1.724833846
WBGene00013000,1.459268212
WBGene00013002,1.238354802
WBGene00013002,1.297149062
WBGene00013002,1.256845951
WBGene00013002,1.29403913
WBGene00013004,1.194776773
WBGene00013006,1.351694465
WBGene00013007,1.312373996
WBGene00013013,1.168184638
WBGene00013008,1.250963926
WBGene00013008,1.316943526
WBGene00013009,0.781404853
WBGene00000804,1.901155114
WBGene00000819,0.74401921
WBGene00000819,0.880892992
WBGene00000819,0.935479879
WBGene00001768,2.03569603
WBGene00001772,1.681412458
WBGene00001763,1.084275842
WBGene00001762,1.133579969
WBGene00001760,1.384875894
WBGene00001764,1.205948949
WBGene00001767,1.191915274
WBGene00001765,1.053598881
WBGene00001766,0.922374487
NA,1.627304196
NA,1.661748886
NA,1.596985698
WBGene00006404,1.628398299
WBGene00007836,2.264369249
WBGene00007837,1.044385433
NA,1.001842737
WBGene00045289,0.859269798
WBGene00007840,0.461382806
WBGene00007841,1.832485199
WBGene00012999,1.768903732
WBGene00012999,1.940806031
WBGene00002235,1.165515184
WBGene00002235,1.198233008
WBGene00002235,1.184031129
WBGene00013207,1.400473237
WBGene00044084,0.747219324
WBGene00013208,1.379166245
WBGene00013210,1.421919107
WBGene00013209,1.504255533
WBGene00013211,1.052200794
WBGene00011056,1.577477694
WBGene00003246,1.537241101
WBGene00011055,1.560494423
WBGene00011054,1.369162917
WBGene00011052,1.336254597
NA,1.02011168
NA,0.952779114
WBGene00194890,0.815062702
WBGene00007220,0.857429981
WBGene00007220,0.851327658
NA,0.997232139
NA,0.997361541
WBGene00013934,1.293626189
WBGene00013934,1.458347321
NA,2.257315397
NA,2.581604719
NA,2.337264061
NA,2.217557907
NA,2.253377438
NA,2.579477072
NA,2.344478369
NA,2.217269182
NA,2.217855215
NA,2.344653606
WBGene00001885,2.578013659
NA,2.255386829
NA,2.277420998
WBGene00008576,1.502457261
WBGene00008577,1.292693138
WBGene00002120,1.372215271
WBGene00008578,1.601151109
WBGene00008579,1.327154279
WBGene00013093,1.245022774
WBGene00013093,1.24371779
WBGene00013093,1.5517658
WBGene00013093,1.589793801
WBGene00013093,1.531815648
WBGene00013094,2.102459669
WBGene00013094,1.757603884
WBGene00013095,1.386996746
WBGene00001838,1.312585354
WBGene00013096,1.493696928
WBGene00013096,1.505429506
WBGene00012197,1.350294828
WBGene00012198,1.474623919
WBGene00012199,1.150798917
WBGene00012200,0.820949793
WBGene00044074,0.950417578
WBGene00001988,1.176867962
WBGene00012328,1.44920814
WBGene00012329,0.787926793
WBGene00012330,1.38909328
WBGene00012332,1.186083436
WBGene00012332,1.169983745
WBGene00012334,1.028923869
WBGene00012333,1.132861972
WBGene00012722,2.164956093
WBGene00012722,2.22949934
WBGene00012723,1.494345903
WBGene00012724,0.840493917
WBGene00012728,1.358647108
WBGene00012729,1.264655709
NA,0.988042116
WBGene00012725,0.749774337
WBGene00012726,0.759175777
NA,1.071908832
WBGene00012727,1.409662843
NA,0.956765115
WBGene00008492,1.42488265
WBGene00008493,0.965288401
WBGene00008494,0.876409769
NA,0.669585347
WBGene00008495,1.367831111
WBGene00008496,1.292390466
WBGene00008497,1.557682276
WBGene00008497,1.55014658
WBGene00008498,1.720906258
WBGene00008499,1.311993599
WBGene00008500,1.083767056
NA,1.204577446
WBGene00000901,1.839725971
WBGene00012187,1.805772066
WBGene00012188,1.84262085
WBGene00002275,1.873840451
WBGene00012730,1.488628626
WBGene00000662,1.44104588
WBGene00012731,2.165265322
WBGene00014569,0.593286753
WBGene00014569,0.66948688
WBGene00001805,1.056204557
WBGene00010723,1.520833254
WBGene00010722,1.456347585
WBGene00010721,1.369726539
WBGene00010721,1.367921591
WBGene00010720,1.403518915
WBGene00010720,1.486316562
NA,1.4167732
NA,1.387779236
WBGene00012230,1.164417148
WBGene00010719,2.328183889
WBGene00012228,1.218974471
WBGene00012227,0.823570967
WBGene00012978,1.891895533
WBGene00004456,3.041043997
WBGene00006964,1.485051632
WBGene00001133,1.287110448
WBGene00012979,1.412117243
WBGene00012980,0.979000092
WBGene00012980,1.362358809
WBGene00012980,1.452224374
WBGene00000038,1.125061393
WBGene00000037,0.956090629
WBGene00001992,0.45721221
WBGene00012981,1.697125196
NA,0.879063547
WBGene00012984,0.915833473
WBGene00012984,0.943574905
WBGene00012983,1.742969394
WBGene00012982,1.486444116
WBGene00001971,3.164123297
WBGene00013213,1.70755899
WBGene00235256,0.596947491
WBGene00013212,1.039390922
WBGene00013214,1.676174998
WBGene00005264,0.728089631
WBGene00005265,0.474637598
NA,0.996557891
WBGene00013215,1.103149176
WBGene00013216,1.238428593
WBGene00000831,2.097007513
WBGene00000830,1.945850968
WBGene00013220,1.924880624
WBGene00013220,1.939697504
WBGene00013221,1.833147645
WBGene00013221,1.086663246
WBGene00013217,1.033846021
WBGene00013217,1.036656976
WBGene00013218,0.813313544
WBGene00002996,1.133406401
WBGene00002996,1.135801792
WBGene00185067,1.268639326
WBGene00013219,1.780517936
WBGene00011050,1.209870577
WBGene00011051,0.911011815
WBGene00011051,0.966070592
WBGene00011047,1.355885983
NA,1.246478558
WBGene00002076,1.265683055
WBGene00002076,1.373127699
WBGene00000059,1.207271576
WBGene00000059,1.169125676
WBGene00000059,1.173332214
WBGene00011049,1.267107368
WBGene00003220,1.131157637
WBGene00195149,0.923510373
WBGene00009179,0.965546012
WBGene00009180,1.11978507
NA,1.118284225
WBGene00009180,1.117482543
WBGene00009180,0.998816907
NA,0.999164462
WBGene00009180,0.996814132
WBGene00009180,1.114673972
WBGene00009180,1.113951325
NA,1.332127094
NA,1.192307472
WBGene00009180,1.462623477
WBGene00009180,1.542374372
NA,1.532200933
NA,1.425655723
NA,1.469973683
WBGene00009180,1.325325608
WBGene00009182,1.017084599
WBGene00194892,0.983336806
WBGene00001371,1.354310751
WBGene00004048,0.844979107
WBGene00010550,1.10538435
WBGene00010550,1.034088492
WBGene00010551,1.109478116
WBGene00010551,1.106964588
WBGene00010551,1.280425668
WBGene00013222,0.743489861
WBGene00007545,1.100479007
WBGene00007545,1.047777653
WBGene00007545,1.085440636
WBGene00006856,1.361575603
WBGene00010758,0.967679501
WBGene00010759,1.839158416
WBGene00000972,1.02192378
WBGene00000972,1.063947916
WBGene00000972,1.188241839
WBGene00010760,0.942866981
WBGene00010760,1.060981512
WBGene00010761,0.67064333
WBGene00010762,0.752561927
WBGene00045403,0.502552152
WBGene00010763,1.944629073
WBGene00010765,0.484428674
WBGene00010765,0.682305932
WBGene00194888,0.666446507
WBGene00010764,0.919499218
WBGene00010194,1.237964272
WBGene00010193,1.209532261
WBGene00010195,0.96224755
WBGene00010196,0.642914116
WBGene00010197,1.233669877
WBGene00010197,1.214216113
WBGene00010197,1.225295305
WBGene00010198,1.218364358
WBGene00010198,1.229096532
WBGene00010198,1.008220553
WBGene00007312,1.925510764
WBGene00007313,1.148824811
WBGene00007315,0.597411156
WBGene00007315,0.781271219
NA,0.894636512
WBGene00007314,0.966282785
WBGene00007316,1.623779893
WBGene00007316,0.823975801
WBGene00003392,1.172353268
WBGene00003392,0.885980189
NA,0.999022484
WBGene00007242,0.75849843
WBGene00044333,1.296669126
WBGene00007243,1.53577745
WBGene00007249,1.243300438
WBGene00007250,1.256300569
WBGene00007251,1.800893188
WBGene00007244,1.27168417
NA,1.000656962
WBGene00007245,0.826985478
WBGene00007246,1.382143855
WBGene00007247,1.159775615
WBGene00007248,1.405219197
WBGene00006603,1.150037527
WBGene00008963,1.20258522
WBGene00000188,1.651083827
WBGene00006603,1.247615576
WBGene00008964,1.070823789
WBGene00008965,0.677167177
WBGene00007999,1.568462372
WBGene00007998,1.019478559
WBGene00007996,1.104719639
WBGene00007997,0.754497945
WBGene00000225,1.281556249
WBGene00000225,1.279650927
WBGene00000225,1.08836627
NA,1.652417541
WBGene00006787,0.945100605
NA,1.849139452
WBGene00006787,1.978948593
WBGene00006787,2.046190977
NA,2.027154684
WBGene00006787,2.021494627
WBGene00006787,1.995266199
WBGene00006787,1.97547245
WBGene00006787,1.953609347
NA,2.006440639
WBGene00006787,1.988159776
WBGene00006787,1.966546297
WBGene00006787,1.957546711
WBGene00006787,1.505293608
NA,2.179671526
WBGene00013852,1.041039705
WBGene00010491,1.88226974
WBGene00010491,1.959200144
WBGene00007478,1.686538339
WBGene00007479,1.798713326
NA,0.993213952
NA,0.993630171
NA,1.737529874
WBGene00007480,1.526721597
WBGene00007480,1.521088123
WBGene00007480,1.540599942
NA,1.542755842
WBGene00007480,1.540509224
WBGene00007480,1.539239407
WBGene00013187,1.295367837
WBGene00013188,1.061676502
WBGene00006381,2.256782293
WBGene00013189,1.606145144
WBGene00013190,1.468617678
WBGene00013189,1.695496917
WBGene00013192,1.719316602
WBGene00013189,1.648415208
WBGene00013193,0.893078446
WBGene00013193,0.892771959
WBGene00013194,1.131463647
NA,1.500547409
WBGene00013195,1.23585999
WBGene00001225,2.001256227
WBGene00001225,1.366362929
WBGene00013196,1.277229905
WBGene00013196,1.644204855
WBGene00012180,1.297924757
WBGene00012180,1.471220851
WBGene00012181,0.567917407
WBGene00012183,1.218182921
WBGene00012182,1.461722374
WBGene00012182,1.504046202
WBGene00012179,2.737754345
WBGene00003651,1.09080863
WBGene00003651,1.098405957
WBGene00003651,1.082091451
WBGene00003651,1.091320276
WBGene00000399,1.160728574
WBGene00011042,1.183998942
WBGene00011046,1.120195985
WBGene00011043,1.619934916
WBGene00011045,1.831092358
WBGene00011045,1.839039207
WBGene00011044,1.495263815
WBGene00011044,1.511625051
WBGene00013148,1.445136309
WBGene00000584,1.823027968
WBGene00000584,1.99461329
WBGene00010987,2.316657782
WBGene00010987,2.248929977
NA,1.291068196
WBGene00008443,1.277785301
WBGene00008443,1.320809126
NA,1.310153484
NA,1.338169217
WBGene00008443,1.326170087
NA,1.350724578
WBGene00008443,1.337451816
WBGene00008443,1.338840246
NA,1.328754663
WBGene00013149,0.859515131
WBGene00001247,1.053356051
WBGene00013150,1.636444926
WBGene00013151,1.262616158
WBGene00044720,1.34153688
WBGene00013151,1.241709232
WBGene00013151,1.212353706
NA,1.288567066
WBGene00013152,0.993489146
NA,0.996713459
WBGene00044726,0.67704612
WBGene00013172,0.536861062
NA,0.991340637
NA,1.146600962
WBGene00013157,0.899590433
WBGene00013156,1.425898314
WBGene00013158,1.891661286
WBGene00013158,1.64935708
WBGene00194905,1.075224757
WBGene00013159,1.375281692
WBGene00013159,1.371234775
NA,1.385925531
NA,1.377548814
WBGene00013160,1.454269767
NA,1.473723531
WBGene00013161,1.572071791
WBGene00013161,1.89599824
WBGene00000208,1.367319584
WBGene00013162,1.838445663
WBGene00013163,1.811618805
WBGene00013164,1.459393024
WBGene00013165,1.237172365
WBGene00013166,1.163315415
WBGene00013167,1.242285013
WBGene00013176,1.460816741
NA,1.497413754
NA,1.001155615
NA,0.998864949
WBGene00013168,1.675601959
WBGene00013168,1.555533886
WBGene00013169,1.299528122
NA,0.994527638
WBGene00219491,0.706382453
WBGene00219491,0.776895106
WBGene00013170,1.430927396
WBGene00013171,1.035661817
WBGene00013154,0.54711777
WBGene00013171,1.107538939
WBGene00013173,1.086605072
WBGene00013173,1.141079664
WBGene00004234,0.976800084
WBGene00001774,1.545236468
WBGene00001775,1.330826044
WBGene00001776,1.528434515
WBGene00001777,1.004780054
WBGene00001787,1.875049591
WBGene00001779,1.347908735
WBGene00013175,0.949565113
WBGene00001780,1.408202887
WBGene00001782,1.162686467
WBGene00001783,1.326881886
WBGene00021598,0.591418266
WBGene00021597,1.023855209
WBGene00021597,1.029333234
WBGene00021597,1.087363839
WBGene00021597,1.149064302
WBGene00021597,1.152283549
WBGene00021597,1.128333926
WBGene00021597,1.131141663
WBGene00021597,1.046404243
WBGene00021596,1.121402621
WBGene00021595,1.764564276
WBGene00021594,1.15454185
WBGene00007064,1.348265171
WBGene00007064,1.376380444
NA,1.219439983
NA,1.000830412
WBGene00008352,0.861439824
WBGene00019183,1.079838514
WBGene00003670,1.098864436
WBGene00003670,1.045987248
WBGene00019182,1.004794478
WBGene00019182,0.891922295
WBGene00019184,1.573144674
WBGene00019185,1.328686595
WBGene00021041,0.619169295
WBGene00000663,2.550536633
WBGene00021040,0.996909201
WBGene00021042,0.827219129
WBGene00021043,2.652609348
WBGene00021043,2.669242859
WBGene00021043,2.740760088
WBGene00021043,2.517202616
WBGene00005014,1.678112149
WBGene00018794,1.232384086
WBGene00018795,1.150920153
WBGene00018793,1.57021606
NA,1.68610096
WBGene00016222,1.055549383
WBGene00016223,0.875673532
NA,0.729417264
NA,0.99352473
WBGene00016221,1.456765771
WBGene00016220,2.098148584
WBGene00016219,0.653299391
WBGene00016226,1.101750493
WBGene00016218,1.050195456
WBGene00016218,1.122626901
WBGene00016218,0.774146557
WBGene00016227,0.814205289
WBGene00016217,1.012046933
WBGene00016216,0.575335979
WBGene00020540,0.779984891
WBGene00020541,0.614117086
WBGene00020542,0.624329329
WBGene00020543,0.549376488
WBGene00020548,0.769309103
WBGene00020544,0.638337314
NA,0.805291891
NA,0.623742878
NA,0.714291215
NA,0.843168139
WBGene00020546,0.80950129
WBGene00006894,1.007773519
WBGene00018244,0.881129324
WBGene00018243,0.591179848
WBGene00189954,0.586672246
WBGene00018245,0.575897455
WBGene00018247,0.875406861
WBGene00189955,0.684618056
WBGene00018246,1.110357761
WBGene00018248,0.979580104
WBGene00018242,0.624809027
WBGene00077531,0.748098433
