GeneID,LS,LS_EXP,SecondMax,RestMean,FoldDiff 
WBGene00017660,dauer larva Ce,6081,1235,609.75,9.972939729
WBGene00020703,L1 larva Ce,9317,2407,934.25,9.972705379
WBGene00001796,dauer larva Ce,7604,1982,764.25,9.949623814
WBGene00002050,L1 larva Ce,47179,12601,4744.25,9.944459082
WBGene00019148,L2L3_larva,23731,8469,2386.75,9.942809259
WBGene00008605,L2L3_larva,17521,5708,1762.25,9.942403178
WBGene00015805,L1 larva Ce,7958,1279,801.25,9.931981279
WBGene00014074,L1 larva Ce,7747,1291,781,9.919334187
WBGene00014666,L2L3_larva,19257,4612,1944.75,9.902043965
WBGene00009843,L1 larva Ce,9725,1823,982.5,9.89821883
WBGene00013289,elongating embryo Ce,48900,7272,4940.75,9.897282801
WBGene00013934,L1 larva Ce,33432,6206,3382.5,9.883813747
WBGene00012348,L1 larva Ce,143848,26967,14568.5,9.87390603
WBGene00009226,L1 larva Ce,13580,4163,1376.25,9.867393279
WBGene00008505,L1 larva Ce,1024216,206771,103941.75,9.853749817
WBGene00004045,L1 larva Ce,9660,2373,981.25,9.844585987
WBGene00011326,L1 larva Ce,35041,5560,3560.25,9.842286356
WBGene00022284,L1 larva Ce,8655,1732,881,9.824063564
WBGene00001853,elongating embryo Ce,37842,7511,3854.5,9.817615774
WBGene00012440,L1 larva Ce,12028,2922,1225.75,9.812767693
WBGene00003738,elongating embryo Ce,94934,21104,9684.25,9.802927434
WBGene00007226,L1 larva Ce,44768,9041,4572,9.791776028
WBGene00004222,L1 larva Ce,15297,4707,1562.25,9.791646663
WBGene00006791,L1 larva Ce,56701,8100,5794.5,9.78531366
WBGene00018145,L1 larva Ce,85122,15169,8712,9.770661157
WBGene00002191,L1 larva Ce,325532,65503,33347.25,9.761884413
WBGene00006957,L1 larva Ce,44217,6193,4534.25,9.751778133
WBGene00006306,L1 larva Ce,20801,5939,2133.75,9.748564733
WBGene00006656,L1 larva Ce,7245,2093,743.25,9.747729566
WBGene00010614,dauer larva Ce,8021,3120,823.5,9.740133576
WBGene00011803,L2L3_larva,21308,4017,2189.75,9.730791186
WBGene00007907,L1 larva Ce,36949,7591,3798.25,9.727901007
WBGene00018854,L1 larva Ce,19150,3746,1968.75,9.726984127
WBGene00010043,L1 larva Ce,7706,2780,793,9.717528373
WBGene00004950,L1 larva Ce,6549,1640,674.25,9.713014461
WBGene00006587,L1 larva Ce,216925,54293,22341,9.709726512
WBGene00021635,L1 larva Ce,9590,1815,988,9.706477733
WBGene00007016,L1 larva Ce,289562,42436,29834.25,9.705690607
WBGene00012423,L1 larva Ce,28093,5084,2896.5,9.698947005
WBGene00000553,L1 larva Ce,17843,2888,1839.75,9.698600353
WBGene00003606,L1 larva Ce,7327,1611,755.75,9.695004962
WBGene00003378,L1 larva Ce,77127,12741,7961.75,9.687191886
WBGene00009842,L1 larva Ce,6766,1763,698.75,9.683005367
WBGene00003517,L1 larva Ce,25392,5304,2623,9.68051849
WBGene00001751,L1 larva Ce,5837,1492,603.5,9.671913836
WBGene00016916,L1 larva Ce,17306,6195,1790,9.668156425
WBGene00019280,elongating embryo Ce,14011,2740,1449.25,9.667759186
WBGene00008342,L1 larva Ce,5371,1370,556.75,9.647058824
WBGene00016809,L1 larva Ce,6089,1144,631.25,9.645940594
WBGene00008748,L1 larva Ce,67361,13144,6994.25,9.630911106
WBGene00009738,L1 larva Ce,5345,1191,555,9.630630631
WBGene00018274,L1 larva Ce,7118,1434,739.25,9.628677714
WBGene00001165,elongating embryo Ce,7218,1664,749.75,9.62720907
WBGene00000037,L1 larva Ce,19362,5475,2011.5,9.625652498
WBGene00019428,L1 larva Ce,8572,1580,890.75,9.623351109
WBGene00023497,L1 larva Ce,55105,9671,5732.5,9.612734409
WBGene00018297,L2L3_larva,23573,8619,2454,9.60594947
WBGene00020909,L1 larva Ce,51331,8615,5349.25,9.595924662
WBGene00009797,L1 larva Ce,19871,4687,2074,9.581002893
WBGene00011815,L1 larva Ce,83157,16239,8685.5,9.574232917
WBGene00003000,L1 larva Ce,15970,4393,1669.75,9.564306034
WBGene00019205,L1 larva Ce,113124,21525,11833.75,9.559438048
WBGene00006852,elongating embryo Ce,14270,2629,1493.25,9.556336849
WBGene00004945,L1 larva Ce,27123,4789,2838.75,9.554557464
WBGene00013485,dauer larva Ce,8270,3169,866,9.54965358
WBGene00009877,L1 larva Ce,5833,1741,611,9.546644845
WBGene00009660,L1 larva Ce,16649,3622,1747.5,9.52732475
WBGene00001745,L1 larva Ce,67929,12162,7138.75,9.515531431
WBGene00008932,L1 larva Ce,7255,1377,763.25,9.50540452
WBGene00015934,elongating embryo Ce,16249,3664,1711.25,9.495398101
WBGene00011817,L1 larva Ce,5759,1888,606.75,9.491553358
WBGene00010425,L1 larva Ce,134757,20705,14207.25,9.485086839
WBGene00000501,L1 larva Ce,8828,2681,931,9.482277121
WBGene00004993,L1 larva Ce,59800,15215,6314.5,9.470266846
WBGene00002497,elongating embryo Ce,18147,4935,1921,9.446642374
WBGene00006986,L1 larva Ce,15038,3210,1594.25,9.432648581
WBGene00003370,L1 larva Ce,328271,59436,34827.25,9.425693961
WBGene00020251,L1 larva Ce,78960,17869,8380.75,9.421591146
WBGene00019317,elongating embryo Ce,7512,2016,797.75,9.416483861
WBGene00016610,L1 larva Ce,92536,21701,9830.75,9.412913562
WBGene00000240,L1 larva Ce,54629,10703,5805.75,9.409464755
WBGene00006585,L1 larva Ce,15208,3801,1616.5,9.407980204
WBGene00022569,L1 larva Ce,14685,4189,1561.75,9.402913398
WBGene00003093,L2L3_larva,9389,2264,999,9.398398398
WBGene00000150,L1 larva Ce,68706,12811,7314.25,9.393444304
WBGene00016406,L1 larva Ce,11517,2514,1227.25,9.384396007
WBGene00019160,L1 larva Ce,87027,27897,9280,9.377909483
WBGene00016903,L1 larva Ce,9326,2433,994.5,9.377576672
WBGene00022797,L1 larva Ce,12458,2476,1329,9.373965388
WBGene00006764,L1 larva Ce,301818,72146,32275,9.35144849
WBGene00000441,L1 larva Ce,25291,5491,2704.75,9.35058693
WBGene00019143,L1 larva Ce,6394,1421,684.25,9.344537815
WBGene00003185,L1 larva Ce,34229,6302,3664,9.341975983
WBGene00004056,L1 larva Ce,20524,4488,2201.75,9.32167594
WBGene00010480,L1 larva Ce,22648,3573,2430.25,9.319205843
WBGene00004053,L1 larva Ce,54175,13093,5814.5,9.317224181
WBGene00015551,L1 larva Ce,107297,18282,11523,9.311550811
WBGene00007646,L1 larva Ce,225205,38155,24198,9.306760889
WBGene00016197,L1 larva Ce,37532,6215,4033,9.306223655
WBGene00000903,L1 larva Ce,25024,7108,2691.5,9.297417797
WBGene00017644,L1 larva Ce,35929,9754,3867,9.291181795
WBGene00018971,L1 larva Ce,16546,6140,1781.25,9.288982456
WBGene00004856,L1 larva Ce,8684,2034,935,9.287700535
WBGene00011723,L1 larva Ce,30315,9886,3266.25,9.281285878
WBGene00000089,L1 larva Ce,6875,1325,741.5,9.27174646
WBGene00001163,elongating embryo Ce,25998,5855,2804.25,9.270928056
WBGene00003165,L1 larva Ce,10386,2553,1121.75,9.258747493
WBGene00004984,adult Ce,32733,7385,3541,9.24399887
WBGene00004740,L1 larva Ce,17117,5459,1853,9.237452779
WBGene00013853,L1 larva Ce,13754,3549,1489,9.23707186
WBGene00022389,L1 larva Ce,31115,6338,3373.25,9.224042096
WBGene00013327,L1 larva Ce,7808,1720,846.5,9.223862965
WBGene00001052,L1 larva Ce,8460,2887,917.25,9.223221586
WBGene00021528,L1 larva Ce,13417,2601,1455,9.221305842
WBGene00007492,L1 larva Ce,59664,9877,6471,9.220213259
WBGene00004216,elongating embryo Ce,12099,4429,1312.25,9.220041913
WBGene00016265,L1 larva Ce,10962,2486,1189,9.219512195
WBGene00017478,L1 larva Ce,10011,2292,1086.5,9.213989876
WBGene00006407,L1 larva Ce,111336,21562,12084,9.213505462
WBGene00018639,L1 larva Ce,8941,1583,970.75,9.210404327
WBGene00007799,L1 larva Ce,29952,6032,3252.75,9.208208439
WBGene00000900,L1 larva Ce,47415,8168,5152.5,9.202328967
WBGene00006923,L1 larva Ce,202608,43676,22018.25,9.201821216
WBGene00019018,L1 larva Ce,49380,12334,5377.75,9.182278834
WBGene00044603,L1 larva Ce,10956,3347,1195.75,9.162450345
WBGene00018282,L1 larva Ce,10490,2269,1146.25,9.151581243
WBGene00004346,L1 larva Ce,8716,2614,952.75,9.148255051
WBGene00022817,L1 larva Ce,53447,7599,5844,9.145619439
WBGene00001189,L1 larva Ce,291315,97944,31893.75,9.133921223
WBGene00011579,L1 larva Ce,9662,2285,1058,9.132325142
WBGene00021473,L1 larva Ce,9850,1864,1079,9.128822984
WBGene00002190,L1 larva Ce,281802,48123,30883,9.124825956
WBGene00003861,L1 larva Ce,8461,1490,927.75,9.11991377
WBGene00012776,L1 larva Ce,15308,4435,1678.75,9.118689501
WBGene00017438,L2L3_larva,7301,1372,801,9.114856429
WBGene00019435,L1 larva Ce,42936,10769,4716.25,9.103843096
WBGene00011392,L1 larva Ce,177213,65537,19467,9.103251657
WBGene00020506,L1 larva Ce,5432,1907,597,9.098827471
WBGene00004122,L1 larva Ce,24912,5964,2741.75,9.086167594
WBGene00006575,L1 larva Ce,77430,18556,8535.75,9.071259116
WBGene00017548,adult Ce,19031,3779,2098.25,9.069939235
WBGene00020378,elongating embryo Ce,6312,1020,696.5,9.062455133
WBGene00012194,L1 larva Ce,45066,7494,4974.25,9.05985827
WBGene00019249,L1 larva Ce,205354,31413,22677.25,9.055507171
WBGene00003638,L1 larva Ce,52842,8667,5839,9.049837301
WBGene00011639,L1 larva Ce,53015,10055,5860.75,9.045770593
WBGene00016146,elongating embryo Ce,6984,1502,772.75,9.037851828
WBGene00014095,L1 larva Ce,882480,229341,97827,9.020822472
WBGene00016860,L1 larva Ce,5384,1318,597.25,9.014650481
WBGene00011732,L1 larva Ce,20494,6069,2278.25,8.995500933
WBGene00000667,L2L3_larva,7677,2561,854,8.989461358
WBGene00009058,L1 larva Ce,30104,6410,3351,8.983586989
WBGene00023246,L1 larva Ce,11713,3107,1307.75,8.956604856
WBGene00000584,L1 larva Ce,8321,2236,929.5,8.952124798
WBGene00004276,L1 larva Ce,58931,11487,6585.5,8.948599195
WBGene00010681,L1 larva Ce,176297,49183,19710.75,8.944205573
WBGene00011445,L1 larva Ce,7603,2125,850.75,8.936820453
WBGene00015514,L1 larva Ce,196648,42005,22014.25,8.932759463
WBGene00020884,L1 larva Ce,10933,2588,1224.25,8.93036553
WBGene00003053,L1 larva Ce,172751,23813,19346,8.929546159
WBGene00013136,L1 larva Ce,17730,3268,1988.5,8.916268544
WBGene00001031,L1 larva Ce,126049,24377,14140,8.914356436
WBGene00013849,elongating embryo Ce,6883,2862,773.5,8.898513251
WBGene00016192,elongating embryo Ce,10624,1925,1194,8.897822446
WBGene00009939,elongating embryo Ce,23632,6449,2658.75,8.8883874
WBGene00006975,L1 larva Ce,226757,39234,25554.25,8.873553323
WBGene00012100,L1 larva Ce,59292,18019,6687.75,8.865762028
WBGene00004038,L1 larva Ce,24529,4527,2767.75,8.862433385
WBGene00001345,L1 larva Ce,39639,6036,4478.25,8.851448669
WBGene00004232,L2L3_larva,9643,2619,1090.75,8.840705936
WBGene00001623,L1 larva Ce,5282,1524,597.5,8.840167364
WBGene00019843,elongating embryo Ce,8872,1586,1004,8.836653386
WBGene00019888,L1 larva Ce,87675,15728,9923.5,8.835088426
WBGene00011956,elongating embryo Ce,12072,2271,1367.25,8.829402084
WBGene00004174,L2L3_larva,17958,4410,2034,8.828908555
WBGene00021534,L1 larva Ce,124802,23709,14138,8.827415476
WBGene00006809,L1 larva Ce,9823,2440,1113.5,8.821733273
WBGene00022139,L1 larva Ce,58508,12615,6642.25,8.808460988
WBGene00009618,L1 larva Ce,15604,4311,1773,8.800902425
WBGene00022366,L1 larva Ce,11934,1843,1358.25,8.786305908
WBGene00012728,L2L3_larva,6101,2438,694.75,8.781576107
WBGene00004108,L1 larva Ce,59818,14228,6812.25,8.78094609
WBGene00004092,elongating embryo Ce,6043,1597,688.25,8.780239738
WBGene00003778,L1 larva Ce,17889,3386,2039.25,8.772342773
WBGene00018837,L1 larva Ce,41823,12905,4775.5,8.757826406
WBGene00020160,elongating embryo Ce,91119,26324,10405.5,8.756811302
WBGene00013732,L1 larva Ce,42356,6349,4837,8.756667356
WBGene00017440,L1 larva Ce,50758,9413,5800.5,8.750624946
WBGene00001243,L2L3_larva,38557,9518,4411,8.741101791
WBGene00022664,L1 larva Ce,19416,4789,2223.5,8.732178997
WBGene00021369,L1 larva Ce,66513,14090,7618.5,8.730458752
WBGene00017563,L1 larva Ce,137849,27244,15795,8.727382083
WBGene00021597,L1 larva Ce,39107,8533,4486.25,8.717079967
WBGene00001008,L1 larva Ce,57759,9857,6626.5,8.716366106
WBGene00002881,L1 larva Ce,23467,4360,2694.25,8.710030621
WBGene00008634,L1 larva Ce,6201,2313,712,8.709269663
WBGene00007855,elongating embryo Ce,11990,2207,1376.75,8.708915925
WBGene00001188,L1 larva Ce,10588,1900,1218.75,8.687589744
WBGene00007267,L1 larva Ce,46002,9139,5299.75,8.680032077
WBGene00013515,L1 larva Ce,22454,6988,2588.5,8.674521924
WBGene00020130,elongating embryo Ce,5744,2053,662.75,8.666918144
WBGene00010115,L1 larva Ce,29763,7044,3434.5,8.665890231
WBGene00008820,L1 larva Ce,21552,8160,2487,8.665862485
WBGene00012668,dauer larva Ce,6990,1511,808,8.650990099
WBGene00017968,L1 larva Ce,22953,7569,2656,8.641942771
WBGene00015263,L1 larva Ce,5292,1320,613.5,8.62591687
WBGene00000897,L1 larva Ce,26800,4000,3107.25,8.624989943
WBGene00002149,L1 larva Ce,6248,2069,724.75,8.62090376
WBGene00009221,L1 larva Ce,52486,15868,6089.5,8.619098448
WBGene00017304,dauer larva Ce,34154,9001,3966,8.611699445
WBGene00011501,adult Ce,13894,2856,1613.75,8.609759876
WBGene00019600,adult Ce,9882,2136,1150.25,8.591175831
WBGene00017979,L1 larva Ce,87364,31492,10174.25,8.586775438
WBGene00006833,L1 larva Ce,136790,24081,15931,8.586403867
WBGene00019180,L1 larva Ce,9886,3152,1152.5,8.577874187
WBGene00004220,L1 larva Ce,33459,6195,3905,8.568245839
WBGene00011684,L1 larva Ce,8125,2081,949,8.561643836
WBGene00013216,L1 larva Ce,23394,5880,2732.75,8.560607447
WBGene00000135,L1 larva Ce,7040,2838,822.5,8.559270517
WBGene00016841,elongating embryo Ce,10533,3122,1231.25,8.554720812
WBGene00018060,L1 larva Ce,7846,2381,917.75,8.549169164
WBGene00003090,L2L3_larva,62992,16007,7370.25,8.54679285
WBGene00009801,L1 larva Ce,27507,4977,3227.75,8.522035474
WBGene00003175,L1 larva Ce,42545,9945,4994.25,8.518796616
WBGene00016677,L1 larva Ce,7544,1821,887.75,8.497887919
WBGene00011955,L1 larva Ce,27916,8332,3287.25,8.49220473
WBGene00010910,L1 larva Ce,22847,3186,2693.75,8.481484919
WBGene00006762,L1 larva Ce,16231,3751,1916,8.471294363
WBGene00019875,L1 larva Ce,123344,30012,14561.5,8.470555918
WBGene00003680,L1 larva Ce,5281,1065,624.5,8.456365092
WBGene00007180,dauer larva Ce,7594,2009,898.75,8.449513213
WBGene00009531,L1 larva Ce,16532,4498,1957.75,8.44438769
WBGene00000111,L1 larva Ce,8003,1716,949,8.43308746
WBGene00003779,L1 larva Ce,10693,2272,1268.75,8.427980296
WBGene00000998,L1 larva Ce,174704,35948,20755.25,8.417340191
WBGene00009723,L1 larva Ce,68754,17768,8169,8.416452442
WBGene00006495,L1 larva Ce,186289,63046,22164.75,8.404741763
WBGene00002182,elongating embryo Ce,5315,1038,632.75,8.39984196
WBGene00004999,L1 larva Ce,133882,48874,15959.75,8.388727894
WBGene00017775,L1 larva Ce,90557,19889,10795.5,8.388402575
WBGene00003750,L1 larva Ce,12321,4080,1469.5,8.384484519
WBGene00002016,dauer larva Ce,9552,2653,1140.75,8.373438527
WBGene00013643,L1 larva Ce,6585,1855,787.75,8.359251031
WBGene00016260,L1 larva Ce,19771,4749,2365.5,8.358063834
WBGene00017381,elongating embryo Ce,18234,5176,2182.75,8.353682282
WBGene00017426,L1 larva Ce,12386,2637,1483.5,8.34917425
WBGene00019871,L1 larva Ce,57798,11005,6927,8.343871806
WBGene00001518,L1 larva Ce,9683,2823,1160.5,8.34381732
WBGene00007900,elongating embryo Ce,24372,8505,2922.5,8.339435415
WBGene00001069,elongating embryo Ce,43152,20481,5175,8.338550725
WBGene00012136,L1 larva Ce,64963,22100,7795,8.333932008
WBGene00000474,adult Ce,15703,3286,1885,8.330503979
WBGene00001182,L1 larva Ce,33114,6930,3976,8.328470825
WBGene00002203,L1 larva Ce,93627,24521,11246.75,8.324804944
WBGene00022518,L1 larva Ce,83086,21633,9983,8.322748673
WBGene00006530,L2L3_larva,19730,3954,2372,8.317875211
WBGene00019841,L1 larva Ce,18832,3776,2265,8.314348786
WBGene00012216,L1 larva Ce,34190,13557,4113.75,8.311151626
WBGene00018509,L1 larva Ce,37823,8660,4557,8.299978056
WBGene00001949,elongating embryo Ce,19508,4710,2350.5,8.299510742
WBGene00003903,L1 larva Ce,307989,57940,37125,8.296
WBGene00017128,dauer larva Ce,36805,13509,4437,8.295019157
WBGene00001080,L1 larva Ce,110031,26189,13277.75,8.286870893
WBGene00005003,L1 larva Ce,20937,7819,2527.75,8.282860251
WBGene00006920,L1 larva Ce,200545,59950,24222.5,8.279285788
WBGene00020732,L1 larva Ce,124048,29852,14984.5,8.278421035
WBGene00004798,adult Ce,87708,23475,10603.75,8.271413415
WBGene00007030,L1 larva Ce,146579,29217,17726,8.269152657
WBGene00019298,L1 larva Ce,89138,15683,10787.5,8.263082271
WBGene00011888,L1 larva Ce,11545,2624,1398.25,8.256749508
WBGene00009926,elongating embryo Ce,260517,122601,31554.75,8.256031184
WBGene00000899,L1 larva Ce,40011,10027,4847.5,8.253945333
WBGene00003675,L1 larva Ce,8722,2390,1057,8.251655629
WBGene00018275,elongating embryo Ce,8471,2575,1027,8.248296008
WBGene00045208,dauer larva Ce,6500,2664,789.25,8.235666772
WBGene00006063,elongating embryo Ce,26759,7524,3249.75,8.234171859
WBGene00011522,L1 larva Ce,219325,79013,26645.5,8.231221032
WBGene00002977,L1 larva Ce,23626,4645,2876.5,8.21345385
WBGene00008915,L1 larva Ce,28279,9741,3443.5,8.212284013
WBGene00021698,L1 larva Ce,20293,3969,2472.25,8.208312266
WBGene00001064,elongating embryo Ce,48363,23223,5901,8.195729537
WBGene00003480,L1 larva Ce,12178,2142,1486,8.195154778
WBGene00022248,elongating embryo Ce,17067,3795,2083.75,8.190521896
WBGene00001162,L1 larva Ce,6066,1150,741.25,8.183473862
WBGene00001898,elongating embryo Ce,54247,17251,6630,8.182051282
WBGene00022167,L1 larva Ce,18188,3109,2225.25,8.173463656
WBGene00011299,L1 larva Ce,50365,10666,6166.5,8.167518041
WBGene00011899,L1 larva Ce,6810,1491,836,8.145933014
WBGene00000223,L1 larva Ce,155649,28942,19115.75,8.142447981
WBGene00009435,L1 larva Ce,114473,25205,14062.75,8.140157508
WBGene00011680,L1 larva Ce,27929,4110,3431.5,8.139006265
WBGene00008841,L1 larva Ce,14060,4759,1731.25,8.121299639
WBGene00022418,elongating embryo Ce,14183,5085,1747.75,8.115005006
WBGene00020784,L1 larva Ce,44376,11259,5469.5,8.113355883
WBGene00006448,dauer larva Ce,11122,1964,1371.75,8.10789138
WBGene00002056,L1 larva Ce,148800,45747,18353.75,8.107335013
WBGene00000656,adult Ce,76905,31248,9496,8.098673126
WBGene00016507,L1 larva Ce,9250,2508,1142.25,8.09805209
WBGene00019491,elongating embryo Ce,6586,1316,813.5,8.095881991
WBGene00012362,L1 larva Ce,46117,10940,5697.5,8.094251865
WBGene00000383,L1 larva Ce,113882,29010,14076.5,8.090221291
WBGene00001196,L1 larva Ce,315140,85953,38956.25,8.089587678
WBGene00001879,L2L3_larva,13290,6229,1644.25,8.082712483
WBGene00003151,L1 larva Ce,181073,47067,22420.75,8.07613483
WBGene00219208,elongating embryo Ce,11471,5449,1420.5,8.07532559
WBGene00010503,L1 larva Ce,21023,6031,2604,8.073348694
WBGene00015172,L1 larva Ce,35443,13012,4395,8.064391354
WBGene00002247,elongating embryo Ce,83310,22291,10331.75,8.0634936
WBGene00044071,L1 larva Ce,25921,4943,3219,8.052500777
WBGene00019166,L1 larva Ce,12868,2962,1599,8.047529706
WBGene00019597,dauer larva Ce,15147,6504,1882.75,8.045146727
WBGene00021890,L1 larva Ce,90199,22040,11219.5,8.039484826
WBGene00021095,elongating embryo Ce,63527,30853,7908,8.033257461
WBGene00018518,L1 larva Ce,35999,6377,4488.25,8.020720771
WBGene00007947,dauer larva Ce,6494,1239,811,8.007398274
WBGene00012545,L2L3_larva,8395,3282,1048.75,8.00476758
WBGene00009886,L1 larva Ce,18743,5649,2344.25,7.995307668
WBGene00002207,L1 larva Ce,40307,8395,5045.25,7.989098657
WBGene00008666,elongating embryo Ce,34098,6038,4271,7.983610396
WBGene00011146,L1 larva Ce,116369,25409,14585.75,7.978266459
WBGene00013921,L1 larva Ce,15745,4649,1974.25,7.975180448
WBGene00004764,dauer larva Ce,16667,4303,2090.25,7.973687358
WBGene00010408,L1 larva Ce,42931,11241,5384.25,7.973441055
WBGene00003994,adult Ce,10599,3829,1331,7.963185575
WBGene00019273,L2L3_larva,10235,3756,1285.5,7.961882536
WBGene00020324,L1 larva Ce,8685,3173,1091.5,7.956939991
WBGene00021152,L1 larva Ce,5788,2200,727.5,7.956013746
WBGene00023407,L1 larva Ce,9834,2646,1236.5,7.953093409
WBGene00016332,dauer larva Ce,42443,13337,5337.75,7.951477683
WBGene00000073,dauer larva Ce,21660,5657,2724.25,7.95081215
WBGene00006952,L2L3_larva,5862,2231,738.5,7.937711578
WBGene00022887,dauer larva Ce,9411,2402,1185.75,7.936748893
WBGene00010113,L1 larva Ce,20282,2954,2559.25,7.924978021
WBGene00011434,elongating embryo Ce,7907,2083,998.5,7.918878317
WBGene00004923,L1 larva Ce,11362,3846,1435.75,7.913633989
WBGene00013708,L1 larva Ce,8481,1747,1072.25,7.909536022
WBGene00013203,L1 larva Ce,12564,2617,1588.5,7.909348442
WBGene00009930,L1 larva Ce,17460,5436,2207.75,7.908504133
WBGene00009974,L1 larva Ce,76093,13735,9622.25,7.90802567
WBGene00001915,L1 larva Ce,59317,13511,7505.5,7.903137699
WBGene00009558,L1 larva Ce,11335,2328,1434.25,7.903085236
WBGene00021763,adult Ce,10403,2217,1317.5,7.89601518
WBGene00000233,L1 larva Ce,21021,8493,2663.5,7.892247043
WBGene00002225,adult Ce,8309,1625,1053,7.890788224
WBGene00022675,L1 larva Ce,12589,3066,1595.5,7.890316515
WBGene00019403,L1 larva Ce,10178,1765,1290.25,7.888393722
WBGene00011287,L1 larva Ce,5885,1918,747.75,7.870277499
WBGene00015096,elongating embryo Ce,8806,2430,1119,7.869526363
WBGene00020508,L1 larva Ce,8188,1485,1042.25,7.856080595
WBGene00001708,L1 larva Ce,29701,6739,3782.25,7.852733161
WBGene00015523,elongating embryo Ce,8088,2409,1030.5,7.848617176
WBGene00022743,L1 larva Ce,26603,7448,3389.75,7.848071392
WBGene00007372,elongating embryo Ce,23774,6903,3029.5,7.847499587
WBGene00015354,L1 larva Ce,28870,10311,3680.25,7.844575776
WBGene00000006,L1 larva Ce,12243,3146,1561.25,7.841793435
WBGene00004198,L1 larva Ce,7327,1258,934.5,7.840556447
WBGene00000397,elongating embryo Ce,18763,7541,2393.5,7.839147692
WBGene00010738,elongating embryo Ce,97709,40798,12483.25,7.827208459
WBGene00011345,elongating embryo Ce,17853,5028,2282.75,7.820830139
WBGene00008438,L1 larva Ce,34488,11089,4412.25,7.816420194
WBGene00012810,dauer larva Ce,6866,2771,878.75,7.813371266
WBGene00010117,L1 larva Ce,84318,24369,10793.75,7.811742907
WBGene00009164,L1 larva Ce,91217,22782,11691.75,7.801826074
WBGene00001561,L1 larva Ce,162010,47747,20794.25,7.791096096
WBGene00004013,L1 larva Ce,66351,24515,8517.25,7.790190496
WBGene00007750,elongating embryo Ce,24832,7243,3187.75,7.789820406
WBGene00009375,L1 larva Ce,13460,4663,1728.25,7.788225083
WBGene00020208,L1 larva Ce,32716,5413,4202.25,7.785353085
WBGene00019947,elongating embryo Ce,97304,19893,12508,7.779341222
WBGene00020507,L1 larva Ce,226763,59618,29180,7.77117889
WBGene00004364,L1 larva Ce,42031,13166,5409.5,7.769849339
WBGene00012134,L1 larva Ce,12694,3298,1635,7.763914373
WBGene00000022,L1 larva Ce,18159,5770,2341.25,7.756113187
WBGene00006460,L1 larva Ce,110391,16632,14248.5,7.747552374
WBGene00003620,L1 larva Ce,15610,2655,2017.25,7.738257529
WBGene00019839,elongating embryo Ce,18814,8101,2433,7.732840115
WBGene00011823,L1 larva Ce,8418,2148,1089,7.730027548
WBGene00044698,L1 larva Ce,50832,16260,6581.5,7.723467295
WBGene00017964,L1 larva Ce,22414,7171,2903.25,7.720313442
WBGene00017193,L1 larva Ce,13417,3610,1739.25,7.714244646
WBGene00022610,L1 larva Ce,18436,5874,2390.25,7.713000732
WBGene00004998,elongating embryo Ce,7898,2072,1024.5,7.709126403
WBGene00015350,L1 larva Ce,61572,19524,7988,7.708062093
WBGene00013481,L1 larva Ce,74608,25421,9686.5,7.70226604
WBGene00021909,L1 larva Ce,40120,11290,5210.5,7.699836868
WBGene00018356,L1 larva Ce,11420,2536,1484.75,7.691530561
WBGene00010794,L1 larva Ce,121722,30975,15828,7.690295679
WBGene00001789,dauer larva Ce,5435,2583,707,7.687411598
WBGene00000526,elongating embryo Ce,10287,3133,1338.5,7.685468808
WBGene00007103,L1 larva Ce,51130,13555,6660.75,7.676312728
WBGene00013902,L1 larva Ce,12519,3738,1632.25,7.669780977
WBGene00002393,elongating embryo Ce,7897,2887,1029.75,7.668851663
WBGene00000932,dauer larva Ce,20300,10064,2647.25,7.668335065
WBGene00015687,elongating embryo Ce,101016,21954,13178.25,7.665357692
WBGene00004212,L1 larva Ce,16114,5089,2103,7.662387066
WBGene00016044,L1 larva Ce,8378,3365,1093.5,7.661636946
WBGene00012718,L1 larva Ce,21047,4098,2749.75,7.654150377
WBGene00002992,L1 larva Ce,11888,2137,1553.5,7.652397811
WBGene00004238,L1 larva Ce,28511,5108,3726.25,7.65139215
WBGene00008819,L1 larva Ce,17617,5882,2303,7.649587495
WBGene00003636,L1 larva Ce,61576,19891,8050.75,7.648479955
WBGene00015220,L1 larva Ce,13976,3907,1828.5,7.643423571
WBGene00002081,elongating embryo Ce,38369,8318,5024.75,7.636001791
WBGene00004274,L1 larva Ce,354524,71129,46478.5,7.627698828
WBGene00009126,L1 larva Ce,279118,69653,36599.25,7.626331141
WBGene00004173,L1 larva Ce,11794,3089,1551.5,7.601675798
WBGene00007362,L2L3_larva,6999,1404,921,7.599348534
WBGene00004156,L1 larva Ce,11294,4655,1487.25,7.593881325
WBGene00020104,elongating embryo Ce,37313,7596,4919.75,7.584328472
WBGene00006752,L1 larva Ce,57963,16488,7645.75,7.581074453
WBGene00012359,L1 larva Ce,39452,7220,5205.75,7.578542957
WBGene00010724,L1 larva Ce,9232,2730,1218.25,7.578083316
WBGene00019960,L1 larva Ce,26161,8243,3452.25,7.577956405
WBGene00001494,L1 larva Ce,17489,6447,2308,7.577556326
WBGene00006660,dauer larva Ce,6311,2688,833.5,7.571685663
WBGene00012255,elongating embryo Ce,39129,20313,5171.5,7.566276709
WBGene00015044,dauer larva Ce,22135,9789,2927.5,7.561058924
WBGene00019955,L1 larva Ce,13643,2729,1804.75,7.559495775
WBGene00003756,L1 larva Ce,47053,18952,6224.75,7.559018434
