"","WBID","Phi_WholeGenome","elongating.embryo.Ce","L1.larva.Ce","dauer.larva.Ce","adult.Ce","L2L3_larva","PHI_Adult","PHI_Dauer","PHI_Emb","PHI_L1","PHI_L2L3"
"5084","WBGene00005575",0.699766099,0,93,2,2,5,NA,NA,NA,NA,NA
"5085","WBGene00005577",0.637731791,1,44,43,0,9,NA,NA,NA,NA,NA
"5086","WBGene00005578",0.997362375,1,83,6,0,8,NA,NA,NA,NA,NA
"5087","WBGene00005579",0.797007561,9,8,1,0,4,NA,NA,NA,NA,NA
"5088","WBGene00005579",0.7828179,9,8,1,0,4,NA,NA,NA,NA,NA
"5089","WBGene00005581",1.049831271,0,28,2,0,4,NA,NA,NA,NA,NA
"5090","WBGene00005582",1.00977397,5,100,438,6,60,NA,NA,NA,NA,NA
"5091","WBGene00005583",0.856994927,0,19,1,0,4,NA,NA,NA,NA,NA
"5092","WBGene00005584",0.646178007,0,143,40,1,10,NA,NA,NA,NA,NA
"5093","WBGene00005585",0.590651691,5,117,46,0,17,NA,NA,NA,NA,NA
"5094","WBGene00005586",0.555613339,1,116,56,1,11,NA,NA,NA,NA,NA
"5095","WBGene00005589",0.602589011,2,254,23,0,6,NA,NA,NA,NA,NA
"5096","WBGene00005590",0.973099411,6,62,160,4,5,NA,NA,NA,NA,NA
"5097","WBGene00005591",0.463963181,3,91,36,1,56,NA,NA,NA,NA,NA
"5098","WBGene00005592",0.610344589,7,49,18,1,17,NA,NA,NA,NA,NA
"5099","WBGene00005593",0.906719446,1,2,398,0,3,NA,NA,NA,NA,NA
"5100","WBGene00005594",0.977941692,34,5,446,0,7,NA,NA,NA,NA,NA
"5101","WBGene00005595",0.896956444,0,18,66,1,3,NA,NA,NA,NA,NA
"5102","WBGene00005596",1.117366314,0,19,60,1,2,NA,NA,NA,NA,NA
"5103","WBGene00005597",0.86700654,51,24,408,2,1,NA,NA,NA,NA,NA
"5104","WBGene00005598",0.575132251,1,9,3,0,3,NA,NA,NA,NA,NA
"5105","WBGene00005599",0.874683022,0,27,39,2,12,NA,NA,NA,NA,NA
"5106","WBGene00005601",1.289584756,0,8,73,0,4,NA,NA,NA,NA,NA
"5107","WBGene00005602",0.904046655,1,4663,984,46,216,NA,NA,NA,NA,NA
"5108","WBGene00005603",0.94818449,0,28,55,1,8,NA,NA,NA,NA,NA
"5109","WBGene00005603",0.961304784,0,28,55,1,8,NA,NA,NA,NA,NA
"5110","WBGene00005604",0.877513885,0,42,67,0,3,NA,NA,NA,NA,NA
"5111","WBGene00005606",0.470973819,6,115,42,1,48,NA,NA,NA,NA,NA
"5112","WBGene00005607",1.060601711,0,79,3,0,7,NA,NA,NA,NA,NA
"5113","WBGene00005608",0.83976388,0,78,196,0,6,NA,NA,NA,NA,NA
"5114","WBGene00005609",0.418668151,0,82,205,1,6,NA,NA,NA,NA,NA
"5115","WBGene00005610",0.672529459,1,15,582,0,7,NA,NA,NA,NA,NA
"5116","WBGene00005611",1.082586527,18,241,48,1,39,NA,NA,NA,NA,NA
"5117","WBGene00005611",0.889995992,18,241,48,1,39,NA,NA,NA,NA,NA
"5118","WBGene00005612",0.719498217,45,51,36,0,6,NA,NA,NA,NA,NA
"5119","WBGene00005613",0.737852454,33,53,48,0,8,NA,NA,NA,NA,NA
"5120","WBGene00005614",0.8803702,1,29,10,4,13,NA,NA,NA,NA,NA
"5121","WBGene00005615",0.447490275,1,19,11,0,2,NA,NA,NA,NA,NA
"5122","WBGene00005616",0.486624986,5,74,12,3,12,NA,NA,NA,NA,NA
"5123","WBGene00005617",0.483508945,67,0,216,1,9,NA,NA,NA,NA,NA
"5124","WBGene00005617",0.474495709,67,0,216,1,9,NA,NA,NA,NA,NA
"5125","WBGene00005618",0.544853389,0,4,16,0,6,NA,NA,NA,NA,NA
"5126","WBGene00005621",1.066444635,6,65,7,1,5,NA,NA,NA,NA,NA
"5127","WBGene00005622",1.078219533,4,7,10,0,2,NA,NA,NA,NA,NA
"5128","WBGene00005623",1.034921408,0,4,89,0,7,NA,NA,NA,NA,NA
"5129","WBGene00005624",0.876531541,2,2,17,0,2,NA,NA,NA,NA,NA
"5130","WBGene00005625",0.588320076,1,7,78,2,1,NA,NA,NA,NA,NA
"5131","WBGene00005626",0.689441383,19,2,121,0,2,NA,NA,NA,NA,NA
"5132","WBGene00005627",0.555912435,0,4,30,0,10,NA,NA,NA,NA,NA
"5133","WBGene00005628",0.519077003,15,0,55,0,4,NA,NA,NA,NA,NA
"5134","WBGene00005629",0.841283977,1,13,15,1,3,NA,NA,NA,NA,NA
"5135","WBGene00005631",0.769959807,4,192,8,0,5,NA,NA,NA,NA,NA
"5136","WBGene00005632",0.809393644,1,348,16,0,3,NA,NA,NA,NA,NA
"5137","WBGene00005633",0.794593632,0,4,3,0,5,NA,NA,NA,NA,NA
"5138","WBGene00005634",1.034842491,1,3,34,1,0,NA,NA,NA,NA,NA
"5139","WBGene00005635",1.061039805,4,2,293,0,2,NA,NA,NA,NA,NA
"5140","WBGene00005638",0.458645791,2031,177,60,12,42,NA,NA,NA,NA,NA
"5141","WBGene00005639",0.592411399,1,11,17,0,7,NA,NA,NA,NA,NA
"5142","WBGene00005640",0.462688267,22,69,66,2,27,NA,NA,NA,NA,NA
"5143","WBGene00005641",0.944050491,25,2487,1225,28,323,NA,NA,NA,NA,NA
"5144","WBGene00005642",1.33075428,1601,361,1589,241,275,NA,NA,NA,NA,NA
"5145","WBGene00005643",1.272180676,223,1016,650,296,232,NA,NA,NA,NA,NA
"5146","WBGene00005644",1.050542235,2,1779,725,29,185,NA,NA,NA,NA,NA
"5147","WBGene00005647",0.867687702,438,6818,3138,223,1187,NA,NA,NA,0.662438273,NA
"5148","WBGene00005648",1.10486567,9338,23405,11030,2883,9707,NA,NA,NA,NA,NA
"5149","WBGene00005648",1.059638977,9338,23405,11030,2883,9707,NA,NA,NA,NA,NA
"5150","WBGene00005648",1.167449951,9338,23405,11030,2883,9707,NA,NA,NA,NA,NA
"5151","WBGene00005648",1.178895354,9338,23405,11030,2883,9707,NA,NA,NA,NA,NA
"5152","WBGene00005649",0.438842028,182,160,106,22,199,NA,NA,NA,NA,NA
"5153","WBGene00005652",0.504573643,159,1062,1368,27,822,NA,NA,NA,NA,NA
"5154","WBGene00005652",0.516314447,159,1062,1368,27,822,NA,NA,NA,NA,NA
"5155","WBGene00005653",0.904389083,52,597,106,9,101,NA,NA,NA,NA,NA
"5156","WBGene00005654",0.820307434,90,203,84,13,74,NA,NA,NA,NA,NA
"5157","WBGene00005655",1.256199479,2452,10087,4561,143,2027,NA,NA,NA,1.138745308,NA
"5158","WBGene00005655",1.2795434,2452,10087,4561,143,2027,NA,NA,NA,1.138745308,NA
"5159","WBGene00005657",0.621135771,167,2984,153,16,81,NA,NA,NA,NA,NA
"5160","WBGene00005658",0.895314872,1,25,15,0,6,NA,NA,NA,NA,NA
"5161","WBGene00005659",0.651952386,12,10,1,1,7,NA,NA,NA,NA,NA
"5162","WBGene00005660",0.593296587,14,26,30,3,3,NA,NA,NA,NA,NA
"5163","WBGene00005661",0.575929701,8,15,4,0,17,NA,NA,NA,NA,NA
"5164","WBGene00005662",0.997628689,2098,2806,1606,1258,2360,NA,NA,NA,NA,NA
"5165","WBGene00005662",1.312850595,2098,2806,1606,1258,2360,NA,NA,NA,NA,NA
"5166","WBGene00005663",1.431928754,18078,37471,28215,6386,20107,NA,NA,NA,NA,NA
"5167","WBGene00005664",0.48859331,0,233,15,3,57,NA,NA,NA,NA,NA
"5168","WBGene00005665",0.309720129,3,82,49,1,52,NA,NA,NA,NA,NA
"5169","WBGene00005666",0.346857458,0,59,12,0,53,NA,NA,NA,NA,NA
"5170","WBGene00005667",0.284673482,2,28,79,0,6,NA,NA,NA,NA,NA
"5171","WBGene00005669",0.321918935,2,21,9,0,6,NA,NA,NA,NA,NA
"5172","WBGene00005670",0.425454825,0,91,22,1,49,NA,NA,NA,NA,NA
"5173","WBGene00005671",0.439690322,0,40,14,0,18,NA,NA,NA,NA,NA
"5174","WBGene00005672",0.425593883,5,5,22,0,6,NA,NA,NA,NA,NA
"5175","WBGene00005674",0.588616729,1,4,1,0,3,NA,NA,NA,NA,NA
"5176","WBGene00005675",0.399427861,0,26,87,0,11,NA,NA,NA,NA,NA
"5177","WBGene00005676",0.387734026,0,48,35,0,21,NA,NA,NA,NA,NA
"5178","WBGene00005678",0.478722066,0,78,24,0,1,NA,NA,NA,NA,NA
"5179","WBGene00005679",0.784653485,1,8,55,3,7,NA,NA,NA,NA,NA
"5180","WBGene00005680",0.711672246,0,16,125,0,6,NA,NA,NA,NA,NA
"5181","WBGene00005681",0.682121754,6,16,210,0,11,NA,NA,NA,NA,NA
"5182","WBGene00005682",0.653307974,8,9,15,0,5,NA,NA,NA,NA,NA
"5183","WBGene00005683",0.587354481,1748,7,529,1,11,NA,NA,NA,NA,NA
"5184","WBGene00005683",0.572952092,1748,7,529,1,11,NA,NA,NA,NA,NA
"5185","WBGene00005684",0.608772695,1,10,14,1,15,NA,NA,NA,NA,NA
"5186","WBGene00005685",0.782204807,0,29,9,3,11,NA,NA,NA,NA,NA
"5187","WBGene00005686",0.705181658,0,49,7,2,7,NA,NA,NA,NA,NA
"5188","WBGene00005687",0.760994554,1,114,110,0,8,NA,NA,NA,NA,NA
"5189","WBGene00005687",0.764279187,1,114,110,0,8,NA,NA,NA,NA,NA
"5190","WBGene00005688",0.847312212,0,35,4,1,10,NA,NA,NA,NA,NA
"5191","WBGene00005688",0.762705445,0,35,4,1,10,NA,NA,NA,NA,NA
"5192","WBGene00005689",0.554869056,2,118,84,0,10,NA,NA,NA,NA,NA
"5193","WBGene00005689",0.560344636,2,118,84,0,10,NA,NA,NA,NA,NA
"5194","WBGene00005690",0.586005688,85,50,36,0,29,NA,NA,NA,NA,NA
"5195","WBGene00005691",0.619445264,1,32,68,0,5,NA,NA,NA,NA,NA
"5196","WBGene00005692",0.655008554,0,12,47,2,13,NA,NA,NA,NA,NA
"5197","WBGene00005693",0.57403475,0,9,48,0,5,NA,NA,NA,NA,NA
"5198","WBGene00005694",0.529632509,0,3,763,0,5,NA,NA,NA,NA,NA
"5199","WBGene00005698",0.472367287,3,9,6,1,7,NA,NA,NA,NA,NA
"5200","WBGene00005699",0.522535682,1,24,153,0,12,NA,NA,NA,NA,NA
"5201","WBGene00005699",0.510209203,1,24,153,0,12,NA,NA,NA,NA,NA
"5202","WBGene00005700",0.43281427,0,37,75,3,12,NA,NA,NA,NA,NA
"5203","WBGene00005701",0.469238818,5,84,50,0,8,NA,NA,NA,NA,NA
"5204","WBGene00005702",0.346356601,15,107,565,1,24,NA,NA,NA,NA,NA
"5205","WBGene00005702",0.34795922,15,107,565,1,24,NA,NA,NA,NA,NA
"5206","WBGene00005703",0.630758107,954,527,200,0,485,NA,NA,NA,NA,NA
"5207","WBGene00005703",0.554302275,954,527,200,0,485,NA,NA,NA,NA,NA
"5208","WBGene00005703",0.552278697,954,527,200,0,485,NA,NA,NA,NA,NA
"5209","WBGene00005703",0.400376439,954,527,200,0,485,NA,NA,NA,NA,NA
"5210","WBGene00005705",0.520739913,0,82,7,0,3,NA,NA,NA,NA,NA
"5211","WBGene00005707",0.621519744,0,5,332,0,2,NA,NA,NA,NA,NA
"5212","WBGene00005708",0.693550289,3,5,57,0,2,NA,NA,NA,NA,NA
"5213","WBGene00005710",0.689748704,18,486,111,0,49,NA,NA,NA,NA,NA
"5214","WBGene00005711",0.854021668,71,58,84,3,21,NA,NA,NA,NA,NA
"5215","WBGene00005712",0.725357592,565,3434,1865,255,2370,NA,NA,NA,NA,NA
"5216","WBGene00005713",0.642200649,10,314,68,9,38,NA,NA,NA,NA,NA
"5217","WBGene00005714",0.492863864,0,8,2,0,4,NA,NA,NA,NA,NA
"5218","WBGene00005715",0.727561533,14,3238,220,4,18,NA,NA,NA,NA,NA
"5219","WBGene00005715",0.787459612,14,3238,220,4,18,NA,NA,NA,NA,NA
"5220","WBGene00005716",0.465819925,0,402,169,1,38,NA,NA,NA,NA,NA
"5221","WBGene00005716",0.469312757,0,402,169,1,38,NA,NA,NA,NA,NA
"5222","WBGene00005717",0.638927758,26,304,26,4,26,NA,NA,NA,NA,NA
"5223","WBGene00005718",0.670284688,12,515,376,36,64,NA,NA,NA,NA,NA
"5224","WBGene00005719",0.685138822,6,274,6,3,15,NA,NA,NA,NA,NA
"5225","WBGene00005720",0.547851086,7,102,0,1,7,NA,NA,NA,NA,NA
"5226","WBGene00005721",0.484483838,9,22,1,0,4,NA,NA,NA,NA,NA
"5227","WBGene00005722",0.631522775,2,41,1,1,3,NA,NA,NA,NA,NA
"5228","WBGene00005723",0.333838701,0,9,1,0,7,NA,NA,NA,NA,NA
"5229","WBGene00005724",0.367156565,151,23,24,1,23,NA,NA,NA,NA,NA
"5230","WBGene00005725",0.467844486,0,207,29,0,21,NA,NA,NA,NA,NA
"5231","WBGene00005726",0.925251842,0,289,65,15,28,NA,NA,NA,NA,NA
"5232","WBGene00005726",0.863983035,0,289,65,15,28,NA,NA,NA,NA,NA
"5233","WBGene00005726",0.885995209,0,289,65,15,28,NA,NA,NA,NA,NA
"5234","WBGene00005726",0.891274393,0,289,65,15,28,NA,NA,NA,NA,NA
"5235","WBGene00005727",0.736904621,0,335,9,1,18,NA,NA,NA,NA,NA
"5236","WBGene00005728",0.465063334,6,2,1,0,4,NA,NA,NA,NA,NA
"5237","WBGene00005730",0.404408872,1,2,17,0,3,NA,NA,NA,NA,NA
"5238","WBGene00005732",0.395502716,0,1,152,0,2,NA,NA,NA,NA,NA
"5239","WBGene00005733",0.33140257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5240","WBGene00005735",0.51941216,42,45,229,1,20,NA,NA,NA,NA,NA
"5241","WBGene00005736",0.472129494,43,37,4,0,9,NA,NA,NA,NA,NA
"5242","WBGene00005737",0.528129339,2,14,7,0,12,NA,NA,NA,NA,NA
"5243","WBGene00005738",0.521177769,4,18,12,0,10,NA,NA,NA,NA,NA
"5244","WBGene00005739",0.479407907,1,48,0,1,27,NA,NA,NA,NA,NA
"5245","WBGene00005740",0.490054011,0,22,2,0,1,NA,NA,NA,NA,NA
"5246","WBGene00005741",0.570745647,0,4,20,0,10,NA,NA,NA,NA,NA
"5247","WBGene00005742",0.539950371,5,44,19,0,9,NA,NA,NA,NA,NA
"5248","WBGene00005743",0.621346772,8,54,1,3,9,NA,NA,NA,NA,NA
"5249","WBGene00005744",0.434191793,159,9,1,0,4,NA,NA,NA,NA,NA
"5250","WBGene00005745",0.756051183,4,105,60,0,30,NA,NA,NA,NA,NA
"5251","WBGene00005748",0.757273555,2,79,16,0,14,NA,NA,NA,NA,NA
"5252","WBGene00005750",0.561117828,1,4,3,0,8,NA,NA,NA,NA,NA
"5253","WBGene00005751",0.822526097,0,3,8,0,5,NA,NA,NA,NA,NA
"5254","WBGene00005753",0.631223798,1,113,8,0,9,NA,NA,NA,NA,NA
"5255","WBGene00005754",0.729419053,2,65,4,1,22,NA,NA,NA,NA,NA
"5256","WBGene00005756",0.704031825,0,42,17,1,8,NA,NA,NA,NA,NA
"5257","WBGene00005757",0.638824761,0,192,4,0,37,NA,NA,NA,NA,NA
"5258","WBGene00005758",0.486313581,5,285,11,1,34,NA,NA,NA,NA,NA
"5259","WBGene00005759",0.369528443,3,174,54,2,23,NA,NA,NA,NA,NA
"5260","WBGene00005760",0.493748158,1,5,72,0,4,NA,NA,NA,NA,NA
"5261","WBGene00005761",0.570439517,3,3,108,1,3,NA,NA,NA,NA,NA
"5262","WBGene00005761",0.742268384,3,3,108,1,3,NA,NA,NA,NA,NA
"5263","WBGene00005762",0.700732589,44,142,90,0,4,NA,NA,NA,NA,NA
"5264","WBGene00005763",0.554745078,1,131,14,1,4,NA,NA,NA,NA,NA
"5265","WBGene00005764",0.587088645,0,226,744,1,15,NA,NA,NA,NA,NA
"5266","WBGene00005766",0.490955561,0,57,165,1,11,NA,NA,NA,NA,NA
"5267","WBGene00005767",0.509104073,0,2,50,0,2,NA,NA,NA,NA,NA
"5268","WBGene00005768",0.520107746,1,14,238,0,2,NA,NA,NA,NA,NA
"5269","WBGene00005769",0.503738284,0,3,3,0,4,NA,NA,NA,NA,NA
"5270","WBGene00005770",0.734439254,106,37,268,0,11,NA,NA,NA,NA,NA
"5271","WBGene00005771",0.698664963,5,18,86,1,2,NA,NA,NA,NA,NA
"5272","WBGene00005773",0.562680542,0,0,88,0,4,NA,NA,NA,NA,NA
"5273","WBGene00005776",0.653004467,1,2,91,3,3,NA,NA,NA,NA,NA
"5274","WBGene00005777",0.601156533,0,4,59,1,2,NA,NA,NA,NA,NA
"5275","WBGene00005778",0.467587799,1,4,70,0,6,NA,NA,NA,NA,NA
"5276","WBGene00005779",0.423716664,0,4,70,0,4,NA,NA,NA,NA,NA
"5277","WBGene00005780",0.56047976,0,9,6,2,13,NA,NA,NA,NA,NA
"5278","WBGene00005781",0.579063952,1,1,86,0,5,NA,NA,NA,NA,NA
"5279","WBGene00005782",0.433778822,3,2,38,1,2,NA,NA,NA,NA,NA
"5280","WBGene00005783",0.711146653,0,5,13,0,4,NA,NA,NA,NA,NA
"5281","WBGene00005785",0.556516767,0,6,41,0,7,NA,NA,NA,NA,NA
"5282","WBGene00005786",0.569799781,0,25,96,0,0,NA,NA,NA,NA,NA
"5283","WBGene00005787",0.329217762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5284","WBGene00005788",0.460776359,0,15,65,1,3,NA,NA,NA,NA,NA
"5285","WBGene00005789",0.509590566,0,12,9,0,3,NA,NA,NA,NA,NA
"5286","WBGene00005790",0.543961227,0,3,0,0,3,NA,NA,NA,NA,NA
"5287","WBGene00005791",0.656541169,17,9,180,1,5,NA,NA,NA,NA,NA
"5288","WBGene00005795",0.495130092,4,5,171,11,5,NA,NA,NA,NA,NA
"5289","WBGene00005798",0.629719853,0,48,298,0,1,NA,NA,NA,NA,NA
"5290","WBGene00005800",0.431047499,0,3,98,0,1,NA,NA,NA,NA,NA
"5291","WBGene00005801",0.57706821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5292","WBGene00005802",0.448303521,0,4,246,0,0,NA,NA,NA,NA,NA
"5293","WBGene00005803",0.385360718,1,0,75,0,0,NA,NA,NA,NA,NA
"5294","WBGene00005804",0.42031312,0,0,27,0,0,NA,NA,NA,NA,NA
"5295","WBGene00005806",0.341353357,1,1,30,0,4,NA,NA,NA,NA,NA
"5296","WBGene00005807",0.829196572,6,98,6,2,8,NA,NA,NA,NA,NA
"5297","WBGene00005808",0.538022518,3,84,94,1,8,NA,NA,NA,NA,NA
"5298","WBGene00005809",0.513095498,4,4,1,2,7,NA,NA,NA,NA,NA
"5299","WBGene00005810",0.471674472,1,154,57,0,11,NA,NA,NA,NA,NA
"5300","WBGene00005813",0.629516363,0,14,2,0,6,NA,NA,NA,NA,NA
"5301","WBGene00005814",0.378995121,3,75,404,0,2,NA,NA,NA,NA,NA
"5302","WBGene00005815",0.39628619,0,72,93,0,3,NA,NA,NA,NA,NA
"5303","WBGene00005815",0.375730664,0,72,93,0,3,NA,NA,NA,NA,NA
"5304","WBGene00005816",0.526507497,0,391,61,0,9,NA,NA,NA,NA,NA
"5305","WBGene00005818",0.389020056,14,333,67,0,43,NA,NA,NA,NA,NA
"5306","WBGene00005819",0.682976067,4,1,22,0,2,NA,NA,NA,NA,NA
"5307","WBGene00005820",0.653219461,5,78,171,0,4,NA,NA,NA,NA,NA
"5308","WBGene00005823",0.540263951,1,0,194,0,3,NA,NA,NA,NA,NA
"5309","WBGene00005824",0.668574929,0,6,66,0,7,NA,NA,NA,NA,NA
"5310","WBGene00005826",0.991969407,0,144,13,0,13,NA,NA,NA,NA,NA
"5311","WBGene00005829",0.93018049,1,95,496,2,3,NA,NA,NA,NA,NA
"5312","WBGene00005830",0.81298703,5,20,287,0,4,NA,NA,NA,NA,NA
"5313","WBGene00005831",0.588806808,0,24,5,0,12,NA,NA,NA,NA,NA
"5314","WBGene00005832",0.59978801,92,13404,106,2,852,NA,NA,NA,0.302663326,NA
"5315","WBGene00005832",0.604742408,92,13404,106,2,852,NA,NA,NA,0.302663326,NA
"5316","WBGene00005832",0.635255039,92,13404,106,2,852,NA,NA,NA,0.302663326,NA
"5317","WBGene00005833",0.966374338,15,3138,188,26,483,NA,NA,NA,NA,NA
"5318","WBGene00005834",0.674968243,0,51,2,0,6,NA,NA,NA,NA,NA
"5319","WBGene00005835",1.042511582,0,40,16,0,22,NA,NA,NA,NA,NA
"5320","WBGene00005836",0.449568808,0,71,4,3,16,NA,NA,NA,NA,NA
"5321","WBGene00005837",0.605044603,7,58,5,2,5,NA,NA,NA,NA,NA
"5322","WBGene00005838",0.478418499,0,269,123,0,6,NA,NA,NA,NA,NA
"5323","WBGene00005841",0.570309401,0,44,6,0,7,NA,NA,NA,NA,NA
"5324","WBGene00005842",0.520382643,7,51,2,1,6,NA,NA,NA,NA,NA
"5325","WBGene00005844",0.960774124,2,31,3,0,5,NA,NA,NA,NA,NA
"5326","WBGene00005845",0.593697369,0,59,163,3,13,NA,NA,NA,NA,NA
"5327","WBGene00005845",0.557499945,0,59,163,3,13,NA,NA,NA,NA,NA
"5328","WBGene00005846",0.683187246,2,68,9,0,3,NA,NA,NA,NA,NA
"5329","WBGene00005846",0.731217206,2,68,9,0,3,NA,NA,NA,NA,NA
"5330","WBGene00005847",0.814316392,0,20,50,0,7,NA,NA,NA,NA,NA
"5331","WBGene00005847",0.818608522,0,20,50,0,7,NA,NA,NA,NA,NA
"5332","WBGene00005848",0.59534514,6,14,97,0,3,NA,NA,NA,NA,NA
"5333","WBGene00005848",0.540009081,6,14,97,0,3,NA,NA,NA,NA,NA
"5334","WBGene00005849",0.720843673,0,241,334,0,13,NA,NA,NA,NA,NA
"5335","WBGene00005850",0.791940093,0,136,91,0,7,NA,NA,NA,NA,NA
"5336","WBGene00005854",0.616815209,0,3,48,0,5,NA,NA,NA,NA,NA
"5337","WBGene00005855",1.017299533,0,10,30,0,4,NA,NA,NA,NA,NA
"5338","WBGene00005856",0.548951805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5339","WBGene00005858",0.58959651,0,24,1,0,3,NA,NA,NA,NA,NA
"5340","WBGene00005859",0.564683199,0,22,125,0,1,NA,NA,NA,NA,NA
"5341","WBGene00005860",0.751853883,6,16,80,0,4,NA,NA,NA,NA,NA
"5342","WBGene00005862",0.623153448,1,1,104,3,2,NA,NA,NA,NA,NA
"5343","WBGene00005864",0.611267328,0,1,67,0,5,NA,NA,NA,NA,NA
"5344","WBGene00005865",0.481793761,0,1,107,0,3,NA,NA,NA,NA,NA
"5345","WBGene00005866",0.5450207,4,4,183,0,5,NA,NA,NA,NA,NA
"5346","WBGene00005867",0.617014706,2,7,103,0,5,NA,NA,NA,NA,NA
"5347","WBGene00005868",0.624746501,0,9,183,1,4,NA,NA,NA,NA,NA
"5348","WBGene00005869",0.477058828,0,10,124,0,1,NA,NA,NA,NA,NA
"5349","WBGene00005870",0.489306748,0,0,114,0,3,NA,NA,NA,NA,NA
"5350","WBGene00005871",0.641694069,0,2,281,1,2,NA,NA,NA,NA,NA
"5351","WBGene00005874",0.450775743,0,5,16,0,5,NA,NA,NA,NA,NA
"5352","WBGene00005876",0.485535353,0,2,169,0,9,NA,NA,NA,NA,NA
"5353","WBGene00005877",0.668219447,2,17,138,0,5,NA,NA,NA,NA,NA
"5354","WBGene00005880",0.599451303,0,4,77,0,1,NA,NA,NA,NA,NA
"5355","WBGene00005881",0.653456807,0,7,108,1,5,NA,NA,NA,NA,NA
"5356","WBGene00005883",0.643101096,0,3,31,0,5,NA,NA,NA,NA,NA
"5357","WBGene00005884",0.587891579,1,6,28,1,3,NA,NA,NA,NA,NA
"5358","WBGene00005885",0.651411355,0,10,80,0,4,NA,NA,NA,NA,NA
"5359","WBGene00005886",0.688277721,0,15,88,0,13,NA,NA,NA,NA,NA
"5360","WBGene00005887",0.491932333,3,2,301,3,9,NA,NA,NA,NA,NA
"5361","WBGene00005888",0.43477574,1,23,141,0,5,NA,NA,NA,NA,NA
"5362","WBGene00005889",0.403772116,1,16,155,0,4,NA,NA,NA,NA,NA
"5363","WBGene00005890",0.579636633,1,2,293,0,4,NA,NA,NA,NA,NA
"5364","WBGene00005891",0.528838158,0,16,146,0,4,NA,NA,NA,NA,NA
"5365","WBGene00005892",0.533144236,0,169,60,1,19,NA,NA,NA,NA,NA
"5366","WBGene00005893",0.759553254,6,781,201,1,87,NA,NA,NA,NA,NA
"5367","WBGene00005894",0.691782117,0,26,180,1,6,NA,NA,NA,NA,NA
"5368","WBGene00005895",1.00237751,0,361,160,0,8,NA,NA,NA,NA,NA
"5369","WBGene00005896",0.865862906,0,7,37,2,4,NA,NA,NA,NA,NA
"5370","WBGene00005896",0.860548556,0,7,37,2,4,NA,NA,NA,NA,NA
"5371","WBGene00005897",0.744648397,0,28,16,0,3,NA,NA,NA,NA,NA
"5372","WBGene00005898",0.88453573,16,9,29,5,8,NA,NA,NA,NA,NA
"5373","WBGene00005899",1.032594085,0,9,154,0,1,NA,NA,NA,NA,NA
"5374","WBGene00005900",0.596564531,0,35,137,0,12,NA,NA,NA,NA,NA
"5375","WBGene00005901",0.588197589,0,12,31,1,8,NA,NA,NA,NA,NA
"5376","WBGene00005903",0.661773384,1,77,7,4,30,NA,NA,NA,NA,NA
"5377","WBGene00005904",0.825098932,12,189,30,2,24,NA,NA,NA,NA,NA
"5378","WBGene00005905",0.880225658,2,44,3,1,12,NA,NA,NA,NA,NA
"5379","WBGene00005907",0.32206434,0,3,106,0,3,NA,NA,NA,NA,NA
"5380","WBGene00005908",0.455664992,1,4,153,0,9,NA,NA,NA,NA,NA
"5381","WBGene00005909",0.544932544,2,85,67,0,14,NA,NA,NA,NA,NA
"5382","WBGene00005910",0.939180553,1,688,48,2,31,NA,NA,NA,NA,NA
"5383","WBGene00005911",0.350090683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5384","WBGene00005912",0.657343268,3,21,108,1,14,NA,NA,NA,NA,NA
"5385","WBGene00005913",0.930781722,0,58,22,0,9,NA,NA,NA,NA,NA
"5386","WBGene00005914",0.878294528,1,75,10,0,7,NA,NA,NA,NA,NA
"5387","WBGene00005915",0.721859694,0,7,180,0,8,NA,NA,NA,NA,NA
"5388","WBGene00005919",0.413089693,1,2,20,0,2,NA,NA,NA,NA,NA
"5389","WBGene00005920",0.705328047,1,12,38,0,5,NA,NA,NA,NA,NA
"5390","WBGene00005922",0.729115367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5391","WBGene00005923",0.748089969,0,6,34,0,0,NA,NA,NA,NA,NA
"5392","WBGene00005924",0.723779559,2,12,84,0,10,NA,NA,NA,NA,NA
"5393","WBGene00005925",0.501848698,9,26,183,0,35,NA,NA,NA,NA,NA
"5394","WBGene00005927",0.39142403,26,5,112,0,37,NA,NA,NA,NA,NA
"5395","WBGene00005929",0.496474624,0,329,46,0,65,NA,NA,NA,NA,NA
"5396","WBGene00005930",0.498597562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5397","WBGene00005931",0.563962042,208,876,42,5,63,NA,NA,NA,NA,NA
"5398","WBGene00005932",1.439880371,29,426,95,2,28,NA,NA,NA,NA,NA
"5399","WBGene00005933",0.648525953,5,10,3,0,9,NA,NA,NA,NA,NA
"5400","WBGene00005934",1.330258131,1,351,43,1,12,NA,NA,NA,NA,NA
"5401","WBGene00005935",0.635737717,5,36,18,2,19,NA,NA,NA,NA,NA
"5402","WBGene00005936",0.78896606,138,3041,114,5,266,NA,NA,NA,NA,NA
"5403","WBGene00005937",0.673693895,5,41,618,1,13,NA,NA,NA,NA,NA
